circRNA,miRNA
ath-circ61549-AT4G28480,ath-miR5658
ath-circ61550-AT4G28480,ath-miR5658
ath-circ61550-AT4G28480,ath-miR5658
ath-circ61552-AT4G28480,ath-miR5658
ath-circ61552-AT4G28480,ath-miR5658
ath-circ61553-AT4G28480,ath-miR5658
ath-circ61553-AT4G28480,ath-miR5658
ath-circ61554-AT4G28480,ath-miR5658
ath-circ61554-AT4G28480,ath-miR5658
ath-circ61724-AT4G28540,ath-miR400
ath-circ61748-AT4G28660,ath-miR157a-5p
ath-circ61766-AT4G28710,ath-miR161.2
ath-circ62079-AT4G29520,ath-miR414
ath-circ62079-AT4G29520,ath-miR414
ath-circ62164-AT4G29900,ath-miR391-5p
ath-circ62164-AT4G29900,ath-miR391-5p
ath-circ62169-AT4G29900,ath-miR391-5p
ath-circ62169-AT4G29900,ath-miR391-5p
ath-circ62173-AT4G29900,ath-miR391-5p
ath-circ62173-AT4G29900,ath-miR391-5p
ath-circ62492-AT4G30710,ath-miR5021
ath-circ62525-AT4G30870,ath-miR854a
ath-circ62635-AT4G31120,ath-miR5643a
ath-circ62676-AT4G31210,ath-miR447a.2-3p
ath-circ62676-AT4G31210,ath-miR447a.2-3p
ath-circ62677-AT4G31210,ath-miR447a.2-3p
ath-circ62677-AT4G31210,ath-miR447a.2-3p
ath-circ62678-AT4G31210,ath-miR414
ath-circ62678-AT4G31210,ath-miR414
ath-circ62679-AT4G31210,ath-miR447a.2-3p
ath-circ62679-AT4G31210,ath-miR447a.2-3p
ath-circ62681-AT4G31210,ath-miR414
ath-circ62681-AT4G31210,ath-miR414
ath-circ62682-AT4G31210,ath-miR414
ath-circ62682-AT4G31210,ath-miR414
ath-circ62683-AT4G31210,ath-miR414
ath-circ62683-AT4G31210,ath-miR414
ath-circ62770-AT4G31420,ath-miR414
ath-circ62770-AT4G31420,ath-miR414
ath-circ62884-AT4G31800,ath-miR781a
ath-circ62884-AT4G31800,ath-miR5658
ath-circ62895-AT4G31800,ath-miR5658
ath-circ62895-AT4G31800,ath-miR5658
ath-circ63358-AT4G32700,ath-miR829-3p.1
ath-circ63359-AT4G32700,ath-miR829-3p.1
ath-circ63455-AT4G32910,ath-miR836
ath-circ63456-AT4G32910,ath-miR836
ath-circ63501-AT4G32920,ath-miR5638a
ath-circ63501-AT4G32920,ath-miR5638a
ath-circ63502-AT4G32920,ath-miR5638a
ath-circ63502-AT4G32920,ath-miR5638a
ath-circ63535-AT4G33000,ath-miR2936
ath-circ63539-AT4G33010,ath-miR5998a
ath-circ63539-AT4G33010,ath-miR5998a
ath-circ63597-AT4G33060,ath-miR414
ath-circ63597-AT4G33060,ath-miR414
ath-circ63598-AT4G33060,ath-miR414
ath-circ63598-AT4G33060,ath-miR414
ath-circ63614-AT4G33080,ath-miR3932b-5p
ath-circ63615-AT4G33080,ath-miR3932b-5p
ath-circ63617-AT4G33080,ath-miR3932b-5p
ath-circ63685-AT4G33200,ath-miR1886.2
ath-circ63699-AT4G33200,ath-miR866-3p
ath-circ63700-AT4G33200,ath-miR866-3p
ath-circ63754-AT4G33350,ath-miR869.1
ath-circ63776-AT4G33430,ath-miR866-5p
ath-circ63784-AT4G33470,ath-miR835-5p
ath-circ63787-AT4G33470,ath-miR835-5p
ath-circ63920-AT4G33890,ath-miR2933a
ath-circ64045-AT4G34060,ath-miR402
ath-circ64045-AT4G34060,ath-miR402
ath-circ64046-AT4G34060,ath-miR402
ath-circ64046-AT4G34060,ath-miR402
ath-circ64048-AT4G34060,ath-miR8174
ath-circ64084-AT4G34120,ath-miR868-3p
ath-circ64247-AT4G34450,ath-miR5658
ath-circ64335-AT4G34660,ath-miR5631
ath-circ64366-AT4G34710,ath-miR415
ath-circ64368-AT4G34710,ath-miR415
ath-circ64369-AT4G34710,ath-miR415
ath-circ64370-AT4G34710,ath-miR415
ath-circ64371-AT4G34710,ath-miR415
ath-circ64372-AT4G34710,ath-miR415
ath-circ64693-AT4G35790,ath-miR5658
ath-circ64693-AT4G35790,ath-miR5658
ath-circ64989-AT4G36530,ath-miR5021
ath-circ65154-AT4G36970,ath-miR867
ath-circ65154-AT4G36970,ath-miR867
ath-circ65178-AT4G36980,ath-miR414
ath-circ65178-AT4G36980,ath-miR414
ath-circ65226-AT4G37080,ath-miR1886.2
ath-circ65229-AT4G37080,ath-miR1886.2
ath-circ65246-AT4G37200,ath-miR5021
ath-circ65352-AT4G37750,ath-miR8170-3p
ath-circ65353-AT4G37750,ath-miR8170-3p
ath-circ65645-AT4G38360,ath-miR5658
ath-circ65645-AT4G38360,ath-miR5658
ath-circ65674-AT4G38470,ath-miR773b-5p
ath-circ65674-AT4G38470,ath-miR773b-5p
ath-circ65783-AT4G38600,ath-miR5021
ath-circ65783-AT4G38600,ath-miR5021
ath-circ65793-AT4G38600,ath-miR414
ath-circ65796-AT4G38600,ath-miR414
ath-circ65797-AT4G38600,ath-miR414
ath-circ65830-AT4G38760,ath-miR867
ath-circ65943-AT4G38950,ath-miR414
ath-circ65947-AT4G38950,ath-miR5021
ath-circ65947-AT4G38950,ath-miR5021
ath-circ65948-AT4G38950,ath-miR5023
ath-circ65955-AT4G38960,ath-miR173-3p
ath-circ65955-AT4G38960,ath-miR173-3p
ath-circ66146-AT4G39235,ath-miR5021
ath-circ66367-AT4G39660,ath-miR837-3p
ath-circ66388-AT4G39710,ath-miR5021
ath-circ66389-AT4G39710,ath-miR5021
ath-circ66390-AT4G39730,ath-miR854a
ath-circ66571-AT5G01220,ath-miR5021
ath-circ66639-AT5G01370,ath-miR396a-5p
ath-circ66639-AT5G01370,ath-miR396a-5p
ath-circ66692-AT5G01510,ath-miR834
ath-circ66727-AT5G01600,ath-miR8170-3p
ath-circ66867-AT5G02040,ath-miR1888a
ath-circ66916-AT5G02250,ath-miR447a.2-3p
ath-circ66917-AT5G02250,ath-miR2112-5p
ath-circ66944-AT5G02320,ath-miR838
ath-circ66945-AT5G02320,ath-miR838
ath-circ67500-AT5G02970,ath-miR5021
ath-circ67548-AT5G03230,ath-miR414
ath-circ67548-AT5G03230,ath-miR414
ath-circ67600-AT5G03340,ath-miR5658
ath-circ67600-AT5G03340,ath-miR5658
ath-circ67639-AT5G03440,ath-miR779.2
ath-circ67667-AT5G03530,ath-miR5658
ath-circ67667-AT5G03530,ath-miR5658
ath-circ67691-AT5G03630,ath-miR447a.2-3p
ath-circ67720-AT5G03650,ath-miR2934-3p
ath-circ67724-AT5G03650,ath-miR2934-3p
ath-circ67726-AT5G03650,ath-miR2934-3p
ath-circ67744-AT5G03660,ath-miR1886.1
ath-circ67745-AT5G03660,ath-miR1886.1
ath-circ67750-AT5G03720,ath-miR5021
ath-circ67750-AT5G03720,ath-miR5021
ath-circ67790-AT5G03760,ath-miR5021
ath-circ67899-AT5G04130,ath-miR5633
ath-circ67901-AT5G04130,ath-miR5633
ath-circ67902-AT5G04130,ath-miR5633
ath-circ68171-AT5G04600,ath-miR773b-5p
ath-circ68171-AT5G04600,ath-miR773b-5p
ath-circ68172-AT5G04600,ath-miR773b-5p
ath-circ68172-AT5G04600,ath-miR773b-5p
ath-circ68173-AT5G04600,ath-miR773b-5p
ath-circ68173-AT5G04600,ath-miR773b-5p
ath-circ68226-AT5G04810,ath-miR864-3p
ath-circ68229-AT5G04810,ath-miR864-3p
ath-circ68274-AT5G05000,ath-miR5017-5p
ath-circ68483-AT5G05690,ath-miR832-3p
ath-circ68487-AT5G05690,ath-miR832-3p
ath-circ68590-AT5G06120,ath-miR5020a
ath-circ68590-AT5G06120,ath-miR5020a
ath-circ68670-AT5G06290,ath-miR779.2
ath-circ68670-AT5G06290,ath-miR779.2
ath-circ68671-AT5G06290,ath-miR779.2
ath-circ68671-AT5G06290,ath-miR779.2
ath-circ68784-AT5G06600,ath-miR157a-5p
ath-circ68785-AT5G06600,ath-miR157a-5p
ath-circ68871-AT5G06970,ath-miR5021
ath-circ68871-AT5G06970,ath-miR5021
ath-circ68872-AT5G06970,ath-miR5021
ath-circ68906-AT5G07120,ath-miR407
ath-circ68943-AT5G07300,ath-miR857
ath-circ68944-AT5G07300,ath-miR8166
ath-circ68944-AT5G07300,ath-miR857
ath-circ68946-AT5G07300,ath-miR857
ath-circ68992-AT5G07370,ath-miR5021
ath-circ68992-AT5G07370,ath-miR5021
ath-circ68993-AT5G07370,ath-miR5021
ath-circ68993-AT5G07370,ath-miR5021
ath-circ68997-AT5G07370,ath-miR5021
ath-circ69208-AT5G08120,ath-miR8179
ath-circ69209-AT5G08120,ath-miR8179
ath-circ69232-AT5G08170,ath-miR864-5p
ath-circ69235-AT5G08170,ath-miR864-5p
ath-circ69262-AT5G08230,ath-miR8181
ath-circ69398-AT5G08480,ath-miR414
ath-circ69796-AT5G09770,ath-miR866-5p
ath-circ69845-AT5G09880,ath-miR414
ath-circ69850-AT5G09880,ath-miR414
ath-circ69851-AT5G09880,ath-miR414
ath-circ69856-AT5G09890,ath-miR5655
ath-circ69905-AT5G10080,ath-miR5658
ath-circ69905-AT5G10080,ath-miR5658
ath-circ69952-AT5G10320,ath-miR831-3p
ath-circ69955-AT5G10320,ath-miR850
ath-circ70051-AT5G10460,ath-miR2111a-3p
ath-circ70052-AT5G10460,ath-miR2111a-3p
ath-circ70053-AT5G10460,ath-miR2111a-3p
ath-circ70057-AT5G10470,ath-miR420
ath-circ70061-AT5G10470,ath-miR420
ath-circ70134-AT5G10630,ath-miR5634
ath-circ70135-AT5G10630,ath-miR5634
ath-circ70227-AT5G10946,ath-miR156a-5p
ath-circ70228-AT5G10946,ath-miR156a-5p
ath-circ70229-AT5G10946,ath-miR156a-5p
ath-circ70281-AT5G11060,ath-miR849
ath-circ70282-AT5G11060,ath-miR849
ath-circ70292-AT5G11160,ath-miR5660
ath-circ70461-AT5G11520,ath-miR5021
ath-circ70462-AT5G11520,ath-miR5021
ath-circ70664-AT5G11800,ath-miR5021
ath-circ70664-AT5G11800,ath-miR5021
ath-circ70724-AT5G11960,ath-miR157a-5p
ath-circ70765-AT5G12110,ath-miR414
ath-circ70765-AT5G12110,ath-miR414
ath-circ70766-AT5G12110,ath-miR414
ath-circ70766-AT5G12110,ath-miR414
ath-circ70771-AT5G12120,ath-miR5021
ath-circ70771-AT5G12120,ath-miR5021
ath-circ70873-AT5G12370,ath-miR5021
ath-circ70912-AT5G12430,ath-miR865-3p
ath-circ70912-AT5G12430,ath-miR865-3p
ath-circ70913-AT5G12430,ath-miR865-3p
ath-circ70913-AT5G12430,ath-miR865-3p
ath-circ70914-AT5G12430,ath-miR829-5p
ath-circ70914-AT5G12430,ath-miR829-5p
ath-circ71107-AT5G13220,ath-miR841a-5p
ath-circ71112-AT5G13240,ath-miR2936
ath-circ71112-AT5G13240,ath-miR2936
ath-circ71115-AT5G13240,ath-miR2936
ath-circ71115-AT5G13240,ath-miR2936
ath-circ71210-AT5G13500,ath-miR837-5p
ath-circ71211-AT5G13500,ath-miR837-5p
ath-circ71376-AT5G13710,ath-miR5021
ath-circ71378-AT5G13710,ath-miR5021
ath-circ71429-AT5G13850,ath-miR414
ath-circ71431-AT5G13890,ath-miR848
ath-circ71459-AT5G13980,ath-miR5656
ath-circ71459-AT5G13980,ath-miR5656
ath-circ71684-AT5G14520,ath-miR5017-3p
ath-circ71685-AT5G14520,ath-miR5017-3p
ath-circ71686-AT5G14520,ath-miR5017-3p
ath-circ71770-AT5G14700,ath-miR156d-3p
ath-circ71788-AT5G14720,ath-miR171a-3p
ath-circ71789-AT5G14720,ath-miR171a-3p
ath-circ72040-AT5G15270,ath-miR842
ath-circ72041-AT5G15270,ath-miR842
ath-circ72042-AT5G15270,ath-miR842
ath-circ72054-AT5G15310,ath-miR5658
ath-circ72055-AT5G15310,ath-miR5658
ath-circ72122-AT5G15510,ath-miR169a-3p
ath-circ72189-AT5G15725,ath-miR414
ath-circ72189-AT5G15725,ath-miR414
ath-circ72309-AT5G16110,ath-miR5021
ath-circ72392-AT5G16280,ath-miR1886.1
ath-circ72503-AT5G16680,ath-miR773a
ath-circ72563-AT5G16810,ath-miR159a
ath-circ72563-AT5G16810,ath-miR159b-3p
ath-circ72610-AT5G16890,ath-miR855
ath-circ72611-AT5G16890,ath-miR855
ath-circ72633-AT5G16980,ath-miR870-5p
ath-circ72635-AT5G16980,ath-miR870-5p
ath-circ72665-AT5G17020,ath-miR2933a
ath-circ72676-AT5G17020,ath-miR2933a
ath-circ72761-AT5G17330,ath-miR5996
ath-circ72787-AT5G17440,ath-miR5658
ath-circ72787-AT5G17440,ath-miR5658
ath-circ72809-AT5G17530,ath-miR1888b
ath-circ72855-AT5G17770,ath-miR159b-5p
ath-circ72855-AT5G17770,ath-miR159b-5p
ath-circ72913-AT5G17930,ath-miR5658
ath-circ72914-AT5G17930,ath-miR5648-3p
ath-circ72915-AT5G17930,ath-miR5648-3p
ath-circ72927-AT5G18065,ath-miR865-3p
ath-circ72963-AT5G18190,ath-miR5658
ath-circ72963-AT5G18190,ath-miR5658
ath-circ72970-AT5G18190,ath-miR5658
ath-circ72970-AT5G18190,ath-miR5658
ath-circ72984-AT5G18230,ath-miR8171
ath-circ73062-AT5G18380,ath-miR2936
ath-circ73063-AT5G18380,ath-miR2936
ath-circ73123-AT5G18420,ath-miR5021
ath-circ73123-AT5G18420,ath-miR5021
ath-circ73124-AT5G18420,ath-miR5021
ath-circ73124-AT5G18420,ath-miR397a
ath-circ73125-AT5G18420,ath-miR5021
ath-circ73125-AT5G18420,ath-miR397a
ath-circ73453-AT5G19300,ath-miR415
ath-circ73864-AT5G20070,ath-miR870-5p
ath-circ73865-AT5G20070,ath-miR870-5p
ath-circ73923-AT5G20200,ath-miR781a
ath-circ73924-AT5G20200,ath-miR781a
ath-circ73978-AT5G20320,ath-miR4221
ath-circ74097-AT5G20580,ath-miR156i
ath-circ74098-AT5G20580,ath-miR156i
ath-circ74181-AT5G20840,ath-miR5021
ath-circ74209-AT5G20920,ath-miR2933a
ath-circ74217-AT5G20920,ath-miR2933a
ath-circ74221-AT5G20920,ath-miR2933a
ath-circ74222-AT5G20920,ath-miR2933a
ath-circ74228-AT5G20935,ath-miR5021
ath-circ74229-AT5G20935,ath-miR5021
ath-circ74236-AT5G20950,ath-miR5021
ath-circ74302-AT5G21105,ath-miR5021
ath-circ74374-AT5G21222,ath-miR5021
ath-circ74375-AT5G21222,ath-miR5021
ath-circ74377-AT5G21222,ath-miR5021
ath-circ74467-AT5G22000,ath-miR162a-5p
ath-circ74471-AT5G22000,ath-miR162a-5p
ath-circ74539-AT5G22110,ath-miR837-3p
ath-circ74555-AT5G22300,ath-miR832-5p
ath-circ74557-AT5G22300,ath-miR832-5p
ath-circ74558-AT5G22300,ath-miR832-5p
ath-circ74559-AT5G22300,ath-miR832-5p
ath-circ74560-AT5G22300,ath-miR832-5p
ath-circ74561-AT5G22300,ath-miR832-5p
ath-circ74562-AT5G22300,ath-miR832-5p
ath-circ74563-AT5G22300,ath-miR832-5p
ath-circ74564-AT5G22300,ath-miR832-5p
ath-circ74565-AT5G22300,ath-miR832-5p
ath-circ74618-AT5G22480,ath-miR397b
ath-circ74622-AT5G22480,ath-miR156i
ath-circ74721-AT5G22640,ath-miR414
ath-circ74721-AT5G22640,ath-miR414
ath-circ74724-AT5G22650,ath-miR414
ath-circ74724-AT5G22650,ath-miR414
ath-circ74727-AT5G22650,ath-miR414
ath-circ74727-AT5G22650,ath-miR414
ath-circ74728-AT5G22650,ath-miR414
ath-circ74728-AT5G22650,ath-miR414
ath-circ74732-AT5G22650,ath-miR414
ath-circ74732-AT5G22650,ath-miR414
ath-circ74733-AT5G22650,ath-miR414
ath-circ74778-AT5G22770,ath-miR447a.2-3p
ath-circ74783-AT5G22770,ath-miR447a.2-3p
ath-circ74806-AT5G22770,ath-miR1886.1
ath-circ75064-AT5G23540,ath-miR5656
ath-circ75100-AT5G23630,ath-miR5999
ath-circ75171-AT5G23870,ath-miR5021
ath-circ75171-AT5G23870,ath-miR5021
ath-circ75216-AT5G24030,ath-miR5658
ath-circ75216-AT5G24030,ath-miR5658
ath-circ75270-AT5G24260,ath-miR3932a
ath-circ75306-AT5G24340,ath-miR413
ath-circ75307-AT5G24340,ath-miR413
ath-circ75308-AT5G24340,ath-miR413
ath-circ75407-AT5G24690,ath-miR414
ath-circ75407-AT5G24690,ath-miR414
ath-circ75478-AT5G24810,ath-miR5640
ath-circ75478-AT5G24810,ath-miR5025
ath-circ75479-AT5G24810,ath-miR5640
ath-circ75485-AT5G24810,ath-miR5025
ath-circ75540-AT5G25060,ath-miR846-3p
ath-circ75564-AT5G25150,ath-miR5653
ath-circ75571-AT5G25150,ath-miR5653
ath-circ75573-AT5G25150,ath-miR5653
ath-circ75724-AT5G25610,ath-miR447a.2-3p
ath-circ75724-AT5G25610,ath-miR447a.2-3p
ath-circ75726-AT5G25610,ath-miR447a.2-3p
ath-circ75726-AT5G25610,ath-miR447a.2-3p
ath-circ75727-AT5G25610,ath-miR447a.2-3p
ath-circ75727-AT5G25610,ath-miR447a.2-3p
ath-circ75728-AT5G25610,ath-miR447a.2-3p
ath-circ75728-AT5G25610,ath-miR447a.2-3p
ath-circ75729-AT5G25610,ath-miR447a.2-3p
ath-circ75729-AT5G25610,ath-miR447a.2-3p
ath-circ75730-AT5G25610,ath-miR447a.2-3p
ath-circ75730-AT5G25610,ath-miR447a.2-3p
ath-circ75780-AT5G25810,ath-miR5021
ath-circ75780-AT5G25810,ath-miR5021
ath-circ75782-AT5G25890,ath-miR847
ath-circ75826-AT5G26000,ath-miR4227
ath-circ75828-AT5G26000,ath-miR4227
ath-circ75829-AT5G26000,ath-miR4227
ath-circ76119-AT5G26820,ath-miR2937
ath-circ76121-AT5G26820,ath-miR2937
ath-circ76258-AT5G27350,ath-miR5628
ath-circ76259-AT5G27350,ath-miR5628
ath-circ76454-AT5G27740,ath-miR831-5p
ath-circ76460-AT5G27760,ath-miR835-3p
ath-circ76620-AT5G28350,ath-miR5021
ath-circ76620-AT5G28350,ath-miR5021
ath-circ76776-AT5G33290,ath-miR5021
ath-circ76778-AT5G33300,ath-miR1886.2
ath-circ76871-AT5G35180,ath-miR172d-5p
ath-circ77039-AT5G35630,ath-miR163
ath-circ77125-AT5G35790,ath-miR5658
ath-circ77125-AT5G35790,ath-miR5658
ath-circ77261-AT5G36880,ath-miR857
ath-circ77329-AT5G37130,ath-miR5021
ath-circ77341-AT5G37260,ath-miR5021
ath-circ77346-AT5G37340,ath-miR831-3p
ath-circ77423-AT5G37600,ath-miR398b-5p
ath-circ77499-AT5G38380,ath-miR5628
ath-circ77677-AT5G38880,ath-miR5021
ath-circ77677-AT5G38880,ath-miR838
ath-circ77936-AT5G40520,ath-miR866-3p
ath-circ78290-AT5G42030,ath-miR5021
ath-circ78290-AT5G42030,ath-miR5021
ath-circ78291-AT5G42030,ath-miR5021
ath-circ78291-AT5G42030,ath-miR5021
ath-circ78292-AT5G42030,ath-miR5021
ath-circ78292-AT5G42030,ath-miR5021
ath-circ78382-AT5G42280,ath-miR414
ath-circ78382-AT5G42280,ath-miR414
ath-circ78416-AT5G42350,ath-miR161.1
ath-circ78497-AT5G42620,ath-miR5658
ath-circ78497-AT5G42620,ath-miR5658
ath-circ78575-AT5G42870,ath-miR447c-3p
ath-circ78575-AT5G42870,ath-miR447c-3p
ath-circ78604-AT5G42950,ath-miR5021
ath-circ78604-AT5G42950,ath-miR5021
ath-circ78605-AT5G42950,ath-miR5021
ath-circ78605-AT5G42950,ath-miR5021
ath-circ78649-AT5G43130,ath-miR838
ath-circ78649-AT5G43130,ath-miR838
ath-circ78652-AT5G43130,ath-miR838
ath-circ78652-AT5G43130,ath-miR838
ath-circ78752-AT5G43710,ath-miR851-3p
ath-circ78794-AT5G43780,ath-miR5661
ath-circ78810-AT5G43830,ath-miR5628
ath-circ78811-AT5G43830,ath-miR5628
ath-circ78812-AT5G43830,ath-miR5628
ath-circ78813-AT5G43830,ath-miR5628
ath-circ78814-AT5G43830,ath-miR5628
ath-circ78815-AT5G43830,ath-miR5628
ath-circ78816-AT5G43830,ath-miR5628
ath-circ78817-AT5G43830,ath-miR5628
ath-circ79042-AT5G44290,ath-miR414
ath-circ79043-AT5G44290,ath-miR414
ath-circ79046-AT5G44290,ath-miR414
ath-circ79124-AT5G44720,ath-miR5021
ath-circ79357-AT5G45840,ath-miR776
ath-circ79399-AT5G46070,ath-miR5021
ath-circ79447-AT5G46110,ath-miR418
ath-circ79447-AT5G46110,ath-miR418
ath-circ79497-AT5G46240,ath-miR8172
ath-circ79498-AT5G46250,ath-miR4245
ath-circ79499-AT5G46250,ath-miR4245
ath-circ79588-AT5G46470,ath-miR4245
ath-circ79591-AT5G46470,ath-miR4245
ath-circ79742-AT5G47020,ath-miR5021
ath-circ79779-AT5G47040,ath-miR414
ath-circ79779-AT5G47040,ath-miR414
ath-circ79784-AT5G47040,ath-miR414
ath-circ79784-AT5G47040,ath-miR414
ath-circ79823-AT5G47140,ath-miR837-5p
ath-circ80033-AT5G47560,ath-miR5021
ath-circ80033-AT5G47560,ath-miR5021
ath-circ80036-AT5G47560,ath-miR5021
ath-circ80036-AT5G47560,ath-miR5021
ath-circ80037-AT5G47560,ath-miR5021
ath-circ80037-AT5G47560,ath-miR5021
ath-circ80079-AT5G47690,ath-miR8170-5p
ath-circ80116-AT5G47760,ath-miR407
ath-circ80163-AT5G47840,ath-miR156d-3p
ath-circ80297-AT5G48335,ath-miR832-5p
ath-circ80297-AT5G48335,ath-miR832-5p
ath-circ80298-AT5G48335,ath-miR832-5p
ath-circ80298-AT5G48335,ath-miR832-5p
ath-circ80299-AT5G48335,ath-miR832-5p
ath-circ80299-AT5G48335,ath-miR832-5p
ath-circ80304-AT5G48380,ath-miR419
ath-circ80304-AT5G48380,ath-miR5658
ath-circ80339-AT5G48545,ath-miR854a
ath-circ80401-AT5G48600,ath-miR837-5p
ath-circ80402-AT5G48600,ath-miR837-5p
ath-circ80431-AT5G48655,ath-miR4221
ath-circ80580-AT5G49215,ath-miR833a-3p
ath-circ80595-AT5G49430,ath-miR863-5p
ath-circ80766-AT5G49740,ath-miR837-3p
ath-circ80855-AT5G49940,ath-miR835-3p
ath-circ81017-AT5G50840,ath-miR865-5p
ath-circ81038-AT5G50850,ath-miR5655
ath-circ81038-AT5G50850,ath-miR5655
ath-circ81041-AT5G50850,ath-miR5655
ath-circ81041-AT5G50850,ath-miR5655
ath-circ81044-AT5G50850,ath-miR5655
ath-circ81044-AT5G50850,ath-miR5655
ath-circ81045-AT5G50850,ath-miR5655
ath-circ81045-AT5G50850,ath-miR5655
ath-circ81247-AT5G51150,ath-miR5640
ath-circ81405-AT5G51700,ath-miR447a.2-3p
ath-circ81410-AT5G51710,ath-miR5021
ath-circ81411-AT5G51710,ath-miR5021
ath-circ81412-AT5G51710,ath-miR5021
ath-circ81488-AT5G52070,ath-miR4245
ath-circ81488-AT5G52070,ath-miR4245
ath-circ81550-AT5G52300,ath-miR414
ath-circ81856-AT5G53220,ath-miR396a-5p
ath-circ82008-AT5G53530,ath-miR773b-3p
ath-circ82123-AT5G53970,ath-miR5021
ath-circ82239-AT5G54280,ath-miR5021
ath-circ82534-AT5G55220,ath-miR831-3p
ath-circ82577-AT5G55300,ath-miR870-5p
ath-circ82578-AT5G55300,ath-miR870-5p
ath-circ82617-AT5G55390,ath-miR414
ath-circ82618-AT5G55390,ath-miR414
ath-circ82621-AT5G55390,ath-miR414
ath-circ82832-AT5G56190,ath-miR414
ath-circ82832-AT5G56190,ath-miR5658
ath-circ82833-AT5G56190,ath-miR5658
ath-circ82833-AT5G56190,ath-miR5658
ath-circ82834-AT5G56190,ath-miR5658
ath-circ82834-AT5G56190,ath-miR5658
ath-circ82841-AT5G56190,ath-miR870-5p
ath-circ82842-AT5G56190,ath-miR870-5p
ath-circ82858-AT5G56280,ath-miR4221
ath-circ82860-AT5G56280,ath-miR4221
ath-circ82861-AT5G56280,ath-miR4221
ath-circ82862-AT5G56280,ath-miR4221
ath-circ83144-AT5G57110,ath-miR5021
ath-circ83221-AT5G57300,ath-miR855
ath-circ83229-AT5G57320,ath-miR5021
ath-circ83249-AT5G57350,ath-miR773a
ath-circ83249-AT5G57350,ath-miR773b-3p
ath-circ83547-AT5G58120,ath-miR5021
ath-circ83600-AT5G58190,ath-miR5021
ath-circ83600-AT5G58190,ath-miR5021
ath-circ83700-AT5G58440,ath-miR2934-5p
ath-circ83770-AT5G58720,ath-miR158a-5p
ath-circ83771-AT5G58720,ath-miR158a-5p
ath-circ83860-AT5G59210,ath-miR5021
ath-circ83868-AT5G59230,ath-miR414
ath-circ83868-AT5G59230,ath-miR414
ath-circ84033-AT5G59950,ath-miR5021
ath-circ84033-AT5G59950,ath-miR5021
ath-circ84105-AT5G60360,ath-miR5021
ath-circ84106-AT5G60360,ath-miR5021
ath-circ84106-AT5G60360,ath-miR5021
ath-circ84440-AT5G61140,ath-miR5631
ath-circ84447-AT5G61140,ath-miR5631
ath-circ84520-AT5G61310,ath-miR5632-3p
ath-circ84626-AT5G61570,ath-miR2936
ath-circ84756-AT5G62000,ath-miR773b-3p
ath-circ84756-AT5G62000,ath-miR866-3p
ath-circ84757-AT5G62000,ath-miR773b-3p
ath-circ84757-AT5G62000,ath-miR866-3p
ath-circ84808-AT5G62090,ath-miR5021
ath-circ84808-AT5G62090,ath-miR5021
ath-circ84809-AT5G62090,ath-miR5021
ath-circ84809-AT5G62090,ath-miR5021
ath-circ84810-AT5G62090,ath-miR5021
ath-circ84810-AT5G62090,ath-miR5021
ath-circ84982-AT5G62600,ath-miR5021
ath-circ85003-AT5G62670,ath-miR852
ath-circ85023-AT5G62670,ath-miR852
ath-circ85025-AT5G62670,ath-miR852
ath-circ85104-AT5G62810,ath-miR863-3p
ath-circ85108-AT5G62810,ath-miR863-3p
ath-circ85144-AT5G62950,ath-miR5021
ath-circ85144-AT5G62950,ath-miR866-3p
ath-circ85145-AT5G62950,ath-miR5021
ath-circ85145-AT5G62950,ath-miR866-3p
ath-circ85154-AT5G62980,ath-miR3440b-3p
ath-circ85155-AT5G62980,ath-miR3440b-3p
ath-circ85304-AT5G63490,ath-miR158a-5p
ath-circ85305-AT5G63490,ath-miR158a-5p
ath-circ85344-AT5G63550,ath-miR414
ath-circ85486-AT5G63950,ath-miR5632-5p
ath-circ85525-AT5G64040,ath-miR5658
ath-circ85525-AT5G64040,ath-miR5658
ath-circ85568-AT5G64130,ath-miR5021
ath-circ85607-AT5G64220,ath-miR835-3p
ath-circ85610-AT5G64220,ath-miR835-3p
ath-circ85746-AT5G64500,ath-miR5641
ath-circ85831-AT5G64816,ath-miR2938
ath-circ85831-AT5G64816,ath-miR2938
ath-circ85832-AT5G64816,ath-miR2938
ath-circ85832-AT5G64816,ath-miR2938
ath-circ85866-AT5G64940,ath-miR5021
ath-circ85902-AT5G64940,ath-miR5655
ath-circ86009-AT5G65200,ath-miR414
ath-circ86009-AT5G65200,ath-miR414
ath-circ86211-AT5G65685,ath-miR415
ath-circ86360-AT5G66050,ath-miR8173
ath-circ86360-AT5G66050,ath-miR8173
ath-circ86361-AT5G66050,ath-miR8173
ath-circ86361-AT5G66050,ath-miR8173
ath-circ86362-AT5G66050,ath-miR8173
ath-circ86362-AT5G66050,ath-miR8173
ath-circ86384-AT5G66090,ath-miR5021
ath-circ86481-AT5G66310,ath-miR837-3p
ath-circ86481-AT5G66310,ath-miR5021
ath-circ86482-AT5G66310,ath-miR837-3p
ath-circ86658-AT5G66760,ath-miR447c-3p
ath-circ86658-AT5G66760,ath-miR447c-3p
ath-circ86670-AT5G66760,ath-miR447c-3p
ath-circ86670-AT5G66760,ath-miR447c-3p
ath-circ86682-AT5G66810,ath-miR447a.2-3p
ath-circ86683-AT5G66810,ath-miR447a.2-3p
