circRNA,miRNA
ath-circ36011-AT3G01910,ath-miR5021
ath-circ36049-AT3G02020,ath-miR5661
ath-circ36133-AT3G02220,ath-miR837-5p
ath-circ36135-AT3G02220,ath-miR837-5p
ath-circ36273-AT3G02710,ath-miR3434-3p
ath-circ36273-AT3G02710,ath-miR3434-3p
ath-circ36401-AT3G03150,ath-miR842
ath-circ36482-AT3G03380,ath-miR159a
ath-circ36484-AT3G03380,ath-miR159a
ath-circ36533-AT3G03640,ath-miR774b-5p
ath-circ36562-AT3G03720,ath-miR5012
ath-circ36676-AT3G04080,ath-miR865-5p
ath-circ36708-AT3G04160,ath-miR5641
ath-circ36781-AT3G04340,ath-miR773b-3p
ath-circ36785-AT3G04380,ath-miR168a-5p
ath-circ36786-AT3G04380,ath-miR168a-5p
ath-circ36854-AT3G04590,ath-miR5658
ath-circ36854-AT3G04590,ath-miR5658
ath-circ36855-AT3G04590,ath-miR5658
ath-circ36855-AT3G04590,ath-miR5658
ath-circ36856-AT3G04590,ath-miR5658
ath-circ36856-AT3G04590,ath-miR5658
ath-circ36857-AT3G04590,ath-miR5658
ath-circ36857-AT3G04590,ath-miR5658
ath-circ36858-AT3G04590,ath-miR5658
ath-circ36858-AT3G04590,ath-miR5658
ath-circ36859-AT3G04590,ath-miR5658
ath-circ36859-AT3G04590,ath-miR5658
ath-circ36860-AT3G04590,ath-miR5658
ath-circ36860-AT3G04590,ath-miR5658
ath-circ36861-AT3G04590,ath-miR5658
ath-circ36861-AT3G04590,ath-miR5658
ath-circ36862-AT3G04590,ath-miR5658
ath-circ36862-AT3G04590,ath-miR5658
ath-circ36863-AT3G04590,ath-miR5658
ath-circ36863-AT3G04590,ath-miR5658
ath-circ36917-AT3G04680,ath-miR8165
ath-circ37058-AT3G04940,ath-miR5021
ath-circ37127-AT3G05090,ath-miR447a-3p
ath-circ37177-AT3G05165,ath-miR5641
ath-circ37179-AT3G05165,ath-miR5641
ath-circ37181-AT3G05165,ath-miR5641
ath-circ37189-AT3G05165,ath-miR156h
ath-circ37243-AT3G05350,ath-miR5648-3p
ath-circ37243-AT3G05350,ath-miR5648-3p
ath-circ37244-AT3G05350,ath-miR5648-3p
ath-circ37244-AT3G05350,ath-miR5648-3p
ath-circ37250-AT3G05380,ath-miR866-3p
ath-circ37250-AT3G05380,ath-miR866-3p
ath-circ37308-AT3G05530,ath-miR414
ath-circ37309-AT3G05530,ath-miR171a-3p
ath-circ37314-AT3G05530,ath-miR171a-3p
ath-circ37315-AT3G05530,ath-miR171a-3p
ath-circ37316-AT3G05530,ath-miR171a-3p
ath-circ37321-AT3G05560,ath-miR844-3p
ath-circ37323-AT3G05560,ath-miR844-3p
ath-circ37324-AT3G05560,ath-miR844-3p
ath-circ37364-AT3G05670,ath-miR414
ath-circ37364-AT3G05670,ath-miR414
ath-circ37366-AT3G05680,ath-miR5021
ath-circ37493-AT3G06040,ath-miR397a
ath-circ37494-AT3G06040,ath-miR397a
ath-circ37502-AT3G06080,ath-miR863-3p
ath-circ37503-AT3G06080,ath-miR863-3p
ath-circ37540-AT3G06330,ath-miR5021
ath-circ37540-AT3G06330,ath-miR5021
ath-circ37611-AT3G06500,ath-miR399b
ath-circ37829-AT3G06860,ath-miR846-5p
ath-circ37830-AT3G06860,ath-miR846-5p
ath-circ37957-AT3G07160,ath-miR447a.2-3p
ath-circ37959-AT3G07160,ath-miR447a.2-3p
ath-circ37963-AT3G07160,ath-miR447a.2-3p
ath-circ38126-AT3G07650,ath-miR5021
ath-circ38127-AT3G07650,ath-miR5021
ath-circ38127-AT3G07650,ath-miR5021
ath-circ38128-AT3G07650,ath-miR5021
ath-circ38128-AT3G07650,ath-miR5021
ath-circ38129-AT3G07650,ath-miR5021
ath-circ38129-AT3G07650,ath-miR5021
ath-circ38130-AT3G07650,ath-miR5021
ath-circ38130-AT3G07650,ath-miR5021
ath-circ38179-AT3G07770,ath-miR172a
ath-circ38245-AT3G07980,ath-miR5021
ath-circ38245-AT3G07980,ath-miR5644
ath-circ38249-AT3G07980,ath-miR5644
ath-circ38278-AT3G08510,ath-miR414
ath-circ38278-AT3G08510,ath-miR414
ath-circ38281-AT3G08520,ath-miR831-3p
ath-circ38414-AT3G08760,ath-miR5640
ath-circ38415-AT3G08760,ath-miR5640
ath-circ38433-AT3G08850,ath-miR3434-5p
ath-circ38433-AT3G08850,ath-miR3434-5p
ath-circ38509-AT3G08960,ath-miR418
ath-circ38524-AT3G09010,ath-miR5012
ath-circ38524-AT3G09010,ath-miR5012
ath-circ38920-AT3G09970,ath-miR1888a
ath-circ38954-AT3G10050,ath-miR865-3p
ath-circ38991-AT3G10160,ath-miR414
ath-circ39045-AT3G10300,ath-miR159b-5p
ath-circ39101-AT3G10380,ath-miR839-5p
ath-circ39110-AT3G10380,ath-miR5021
ath-circ39110-AT3G10380,ath-miR5021
ath-circ39179-AT3G10550,ath-miR405a
ath-circ39180-AT3G10550,ath-miR405a
ath-circ39237-AT3G10700,ath-miR165a-5p
ath-circ39352-AT3G11130,ath-miR390b-3p
ath-circ39601-AT3G11910,ath-miR829-3p.1
ath-circ39620-AT3G11910,ath-miR829-3p.1
ath-circ39621-AT3G11910,ath-miR829-3p.1
ath-circ39649-AT3G11960,ath-miR156h
ath-circ39663-AT3G11964,ath-miR5633
ath-circ39663-AT3G11964,ath-miR5633
ath-circ39734-AT3G12080,ath-miR5021
ath-circ39734-AT3G12080,ath-miR5021
ath-circ39736-AT3G12080,ath-miR5021
ath-circ39761-AT3G12120,ath-miR773b-3p
ath-circ39826-AT3G12290,ath-miR415
ath-circ39828-AT3G12300,ath-miR773b-3p
ath-circ39855-AT3G12390,ath-miR414
ath-circ39861-AT3G12480,ath-miR1888a
ath-circ39934-AT3G12640,ath-miR860
ath-circ39934-AT3G12640,ath-miR860
ath-circ39946-AT3G12670,ath-miR2936
ath-circ39947-AT3G12670,ath-miR2936
ath-circ39949-AT3G12670,ath-miR2936
ath-circ39954-AT3G12670,ath-miR156a-3p
ath-circ40086-AT3G13120,ath-miR156h
ath-circ40101-AT3G13200,ath-miR414
ath-circ40101-AT3G13200,ath-miR414
ath-circ40117-AT3G13200,ath-miR414
ath-circ40117-AT3G13200,ath-miR414
ath-circ40211-AT3G13340,ath-miR5656
ath-circ40235-AT3G13430,ath-miR1886.3
ath-circ40280-AT3G13470,ath-miR833b
ath-circ40281-AT3G13470,ath-miR833b
ath-circ40325-AT3G13490,ath-miR157d
ath-circ40325-AT3G13490,ath-miR157a-5p
ath-circ40326-AT3G13490,ath-miR157d
ath-circ40326-AT3G13490,ath-miR157a-5p
ath-circ40337-AT3G13530,ath-miR5644
ath-circ40338-AT3G13530,ath-miR5644
ath-circ40362-AT3G13670,ath-miR396b-5p
ath-circ40363-AT3G13670,ath-miR396b-5p
ath-circ40364-AT3G13670,ath-miR396b-5p
ath-circ40615-AT3G14120,ath-miR8165
ath-circ40634-AT3G14190,ath-miR831-5p
ath-circ40635-AT3G14190,ath-miR831-5p
ath-circ40926-AT3G14770,ath-miR865-5p
ath-circ40927-AT3G14770,ath-miR865-5p
ath-circ41542-AT3G15980,ath-miR838
ath-circ41542-AT3G15980,ath-miR838
ath-circ41543-AT3G15980,ath-miR838
ath-circ41543-AT3G15980,ath-miR838
ath-circ41665-AT3G16370,ath-miR850
ath-circ41719-AT3G16430,ath-miR842
ath-circ41857-AT3G16760,ath-miR5634
ath-circ41953-AT3G16940,ath-miR839-5p
ath-circ41955-AT3G16940,ath-miR839-5p
ath-circ41957-AT3G16940,ath-miR5638a
ath-circ42146-AT3G17340,ath-miR414
ath-circ42209-AT3G17510,ath-miR414
ath-circ42214-AT3G17510,ath-miR414
ath-circ42215-AT3G17510,ath-miR414
ath-circ42252-AT3G17750,ath-miR837-3p
ath-circ42285-AT3G17810,ath-miR472-5p
ath-circ42318-AT3G17880,ath-miR414
ath-circ42319-AT3G17880,ath-miR414
ath-circ42322-AT3G17880,ath-miR414
ath-circ42334-AT3G17900,ath-miR5023
ath-circ42335-AT3G17900,ath-miR5639-3p
ath-circ42366-AT3G18035,ath-miR826a
ath-circ42366-AT3G18035,ath-miR826a
ath-circ42451-AT3G18290,ath-miR8173
ath-circ42452-AT3G18290,ath-miR8173
ath-circ42460-AT3G18350,ath-miR5650
ath-circ42461-AT3G18350,ath-miR5650
ath-circ42481-AT3G18390,ath-miR414
ath-circ42481-AT3G18390,ath-miR414
ath-circ42525-AT3G18520,ath-miR780.1
ath-circ42525-AT3G18520,ath-miR780.1
ath-circ42527-AT3G18520,ath-miR863-3p
ath-circ42599-AT3G18830,ath-miR865-5p
ath-circ42600-AT3G18830,ath-miR865-5p
ath-circ42606-AT3G18860,ath-miR4245
ath-circ42629-AT3G18890,ath-miR779.1
ath-circ42630-AT3G18890,ath-miR779.1
ath-circ42823-AT3G19340,ath-miR5021
ath-circ42826-AT3G19420,ath-miR393a-3p
ath-circ42827-AT3G19420,ath-miR393a-3p
ath-circ42835-AT3G19450,ath-miR1886.1
ath-circ42838-AT3G19450,ath-miR1886.1
ath-circ42866-AT3G19553,ath-miR8166
ath-circ42964-AT3G19800,ath-miR5016
ath-circ43210-AT3G20430,ath-miR838
ath-circ43218-AT3G20460,ath-miR5649a
ath-circ43308-AT3G20770,ath-miR5021
ath-circ43308-AT3G20770,ath-miR5021
ath-circ43352-AT3G20870,ath-miR859
ath-circ43413-AT3G21100,ath-miR5635a
ath-circ43441-AT3G21190,ath-miR5021
ath-circ43442-AT3G21190,ath-miR5021
ath-circ43502-AT3G21480,ath-miR5021
ath-circ43502-AT3G21480,ath-miR5021
ath-circ43729-AT3G22200,ath-miR5633
ath-circ43735-AT3G22200,ath-miR5633
ath-circ43762-AT3G22235,ath-miR5019
ath-circ43763-AT3G22235,ath-miR5019
ath-circ43799-AT3G22370,ath-miR5021
ath-circ43799-AT3G22370,ath-miR5021
ath-circ43800-AT3G22370,ath-miR5021
ath-circ43800-AT3G22370,ath-miR5021
ath-circ43845-AT3G22630,ath-miR5021
ath-circ43846-AT3G22630,ath-miR5021
ath-circ43862-AT3G22840,ath-miR5017-3p
ath-circ43874-AT3G22880,ath-miR5021
ath-circ43874-AT3G22880,ath-miR5021
ath-circ43924-AT3G23050,ath-miR8177
ath-circ44145-AT3G23570,ath-miR826a
ath-circ44386-AT3G24120,ath-miR863-3p
ath-circ44416-AT3G24160,ath-miR2933a
ath-circ44553-AT3G24460,ath-miR3434-5p
ath-circ44809-AT3G25570,ath-miR866-5p
ath-circ45070-AT3G26570,ath-miR5021
ath-circ45070-AT3G26570,ath-miR5021
ath-circ45084-AT3G26590,ath-miR8172
ath-circ45118-AT3G26670,ath-miR1888b
ath-circ45165-AT3G26740,ath-miR5658
ath-circ45165-AT3G26740,ath-miR5658
ath-circ45225-AT3G26935,ath-miR855
ath-circ45281-AT3G27160,ath-miR5021
ath-circ45341-AT3G27310,ath-miR5021
ath-circ45341-AT3G27310,ath-miR5021
ath-circ45342-AT3G27310,ath-miR5021
ath-circ45342-AT3G27310,ath-miR5021
ath-circ45363-AT3G27350,ath-miR829-5p
ath-circ45374-AT3G27430,ath-miR863-3p
ath-circ45384-AT3G27430,ath-miR863-3p
ath-circ45526-AT3G28050,ath-miR5665
ath-circ45527-AT3G28050,ath-miR5665
ath-circ45544-AT3G28100,ath-miR400
ath-circ45696-AT3G28760,ath-miR1886.2
ath-circ45759-AT3G29075,ath-miR414
ath-circ45820-AT3G29255,ath-miR156h
ath-circ45912-AT3G30390,ath-miR829-5p
ath-circ45913-AT3G30390,ath-miR829-5p
ath-circ45916-AT3G30390,ath-miR829-5p
ath-circ45958-AT3G42050,ath-miR5021
ath-circ45958-AT3G42050,ath-miR5021
ath-circ45964-AT3G42050,ath-miR5021
ath-circ45964-AT3G42050,ath-miR5021
ath-circ45968-AT3G42050,ath-miR5021
ath-circ45968-AT3G42050,ath-miR5021
ath-circ45969-AT3G42050,ath-miR5021
ath-circ45969-AT3G42050,ath-miR5021
ath-circ45970-AT3G42050,ath-miR5021
ath-circ45970-AT3G42050,ath-miR5021
ath-circ45974-AT3G42050,ath-miR5021
ath-circ45974-AT3G42050,ath-miR5021
ath-circ45976-AT3G42050,ath-miR5021
ath-circ45976-AT3G42050,ath-miR5021
ath-circ46023-AT3G42950,ath-miR172d-5p
ath-circ46282-AT3G44330,ath-miR5661
ath-circ46321-AT3G44590,ath-miR156a-3p
ath-circ46366-AT3G44750,ath-miR414
ath-circ46367-AT3G44750,ath-miR414
ath-circ46378-AT3G44860,ath-miR163
ath-circ46378-AT3G44860,ath-miR163
ath-circ46468-AT3G45190,ath-miR5657
ath-circ46468-AT3G45190,ath-miR5657
ath-circ46476-AT3G45190,ath-miR5021
ath-circ46628-AT3G46060,ath-miR831-5p
ath-circ46629-AT3G46060,ath-miR831-5p
ath-circ46963-AT3G47490,ath-miR3434-5p
ath-circ46983-AT3G47630,ath-miR398b-5p
ath-circ46983-AT3G47630,ath-miR398b-5p
ath-circ47240-AT3G48190,ath-miR165a-5p
ath-circ47240-AT3G48190,ath-miR165a-5p
ath-circ47241-AT3G48190,ath-miR165a-5p
ath-circ47241-AT3G48190,ath-miR165a-5p
ath-circ47281-AT3G48360,ath-miR5021
ath-circ47299-AT3G48430,ath-miR415
ath-circ47575-AT3G49140,ath-miR414
ath-circ47575-AT3G49140,ath-miR414
ath-circ47580-AT3G49140,ath-miR5021
ath-circ47582-AT3G49140,ath-miR5021
ath-circ47641-AT3G49430,ath-miR2936
ath-circ47641-AT3G49430,ath-miR2936
ath-circ47647-AT3G49430,ath-miR2936
ath-circ47647-AT3G49430,ath-miR2936
ath-circ47707-AT3G49650,ath-miR5664
ath-circ47708-AT3G49650,ath-miR5664
ath-circ47833-AT3G50500,ath-miR5021
ath-circ47977-AT3G51260,ath-miR5662
ath-circ47981-AT3G51270,ath-miR5631
ath-circ47982-AT3G51270,ath-miR5631
ath-circ48013-AT3G51310,ath-miR404
ath-circ48273-AT3G51840,ath-miR415
ath-circ48370-AT3G52030,ath-miR865-3p
ath-circ48420-AT3G52120,ath-miR414
ath-circ48482-AT3G52180,ath-miR5021
ath-circ48482-AT3G52180,ath-miR5021
ath-circ48543-AT3G52290,ath-miR779.1
ath-circ48544-AT3G52290,ath-miR779.1
ath-circ48550-AT3G52340,ath-miR5021
ath-circ48550-AT3G52340,ath-miR5021
ath-circ48663-AT3G52750,ath-miR1886.3
ath-circ48665-AT3G52770,ath-miR415
ath-circ48666-AT3G52770,ath-miR415
ath-circ48667-AT3G52770,ath-miR415
ath-circ48668-AT3G52770,ath-miR415
ath-circ48841-AT3G53110,ath-miR414
ath-circ48841-AT3G53110,ath-miR414
ath-circ48901-AT3G53270,ath-miR2936
ath-circ48901-AT3G53270,ath-miR2936
ath-circ48910-AT3G53350,ath-miR5021
ath-circ48913-AT3G53390,ath-miR838
ath-circ49110-AT3G53830,ath-miR2936
ath-circ49138-AT3G53890,ath-miR837-3p
ath-circ49139-AT3G53890,ath-miR837-3p
ath-circ49226-AT3G54150,ath-miR5021
ath-circ49262-AT3G54280,ath-miR396a-3p
ath-circ49515-AT3G54830,ath-miR414
ath-circ49542-AT3G54880,ath-miR5017-3p
ath-circ49542-AT3G54880,ath-miR5017-3p
ath-circ49543-AT3G54880,ath-miR5017-3p
ath-circ49543-AT3G54880,ath-miR5017-3p
ath-circ49544-AT3G54880,ath-miR5017-3p
ath-circ49544-AT3G54880,ath-miR5017-3p
ath-circ49643-AT3G54990,ath-miR172a
ath-circ49643-AT3G54990,ath-miR172a
ath-circ49672-AT3G55020,ath-miR5998a
ath-circ49673-AT3G55020,ath-miR5998a
ath-circ49736-AT3G55260,ath-miR5021
ath-circ49736-AT3G55260,ath-miR5021
ath-circ49787-AT3G55430,ath-miR5632-3p
ath-circ49788-AT3G55430,ath-miR5632-3p
ath-circ49789-AT3G55430,ath-miR5632-3p
ath-circ49955-AT3G55770,ath-miR5658
ath-circ50016-AT3G55920,ath-miR158b
ath-circ50020-AT3G55920,ath-miR158b
ath-circ50026-AT3G55970,ath-miR5021
ath-circ50026-AT3G55970,ath-miR5021
ath-circ50027-AT3G55970,ath-miR5021
ath-circ50067-AT3G56090,ath-miR158a-5p
ath-circ50068-AT3G56090,ath-miR158a-5p
ath-circ50127-AT3G56160,ath-miR8178
ath-circ50132-AT3G56160,ath-miR8178
ath-circ50133-AT3G56160,ath-miR8178
ath-circ50146-AT3G56190,ath-miR5663-5p
ath-circ50196-AT3G56320,ath-miR5658
ath-circ50355-AT3G56990,ath-miR414
ath-circ50387-AT3G57050,ath-miR855
ath-circ50435-AT3G57230,ath-miR1886.1
ath-circ50437-AT3G57230,ath-miR1886.1
ath-circ50458-AT3G57300,ath-miR5595a
ath-circ50461-AT3G57300,ath-miR395a
ath-circ50607-AT3G57610,ath-miR5017-3p
ath-circ50643-AT3G57660,ath-miR399d
ath-circ50664-AT3G57870,ath-miR397b
ath-circ50785-AT3G58530,ath-miR835-5p
ath-circ50855-AT3G58670,ath-miR5653
ath-circ50856-AT3G58670,ath-miR5653
ath-circ50857-AT3G58670,ath-miR5653
ath-circ50858-AT3G58670,ath-miR5653
ath-circ50859-AT3G58670,ath-miR5653
ath-circ50860-AT3G58670,ath-miR5653
ath-circ50861-AT3G58670,ath-miR5653
ath-circ50956-AT3G59090,ath-miR414
ath-circ50963-AT3G59090,ath-miR414
ath-circ51432-AT3G60600,ath-miR415
ath-circ51433-AT3G60600,ath-miR415
ath-circ51435-AT3G60600,ath-miR415
ath-circ51632-AT3G61250,ath-miR858a
ath-circ51787-AT3G61760,ath-miR5020c
ath-circ51791-AT3G61780,ath-miR841a-3p
ath-circ51901-AT3G62190,ath-miR5021
ath-circ51901-AT3G62190,ath-miR5021
ath-circ51903-AT3G62190,ath-miR5021
ath-circ51903-AT3G62190,ath-miR5021
ath-circ52090-AT3G62860,ath-miR158a-5p
ath-circ52172-AT3G63180,ath-miR393b-3p
ath-circ52470-AT4G00370,ath-miR835-3p
ath-circ52568-AT4G00720,ath-miR4243
ath-circ52570-AT4G00720,ath-miR4243
ath-circ52637-AT4G01026,ath-miR864-5p
ath-circ52638-AT4G01026,ath-miR864-5p
ath-circ52692-AT4G01100,ath-miR866-5p
ath-circ52692-AT4G01100,ath-miR866-5p
ath-circ52702-AT4G01120,ath-miR415
ath-circ52794-AT4G01480,ath-miR415
ath-circ52815-AT4G01590,ath-miR5021
ath-circ52815-AT4G01590,ath-miR5021
ath-circ52816-AT4G01590,ath-miR5021
ath-circ52816-AT4G01590,ath-miR5021
ath-circ52817-AT4G01590,ath-miR5021
ath-circ52817-AT4G01590,ath-miR5021
ath-circ52963-AT4G02020,ath-miR414
ath-circ52963-AT4G02020,ath-miR414
ath-circ52987-AT4G02060,ath-miR829-5p
ath-circ53007-AT4G02110,ath-miR8174
ath-circ53008-AT4G02110,ath-miR8174
ath-circ53268-AT4G02700,ath-miR863-3p
ath-circ53280-AT4G02760,ath-miR5658
ath-circ53432-AT4G02930,ath-miR864-5p
ath-circ53497-AT4G03140,ath-miR1888a
ath-circ53500-AT4G03180,ath-miR414
ath-circ53716-AT4G04570,ath-miR5029
ath-circ53724-AT4G04614,ath-miR414
ath-circ53724-AT4G04614,ath-miR414
ath-circ53752-AT4G04740,ath-miR5021
ath-circ53755-AT4G04750,ath-miR5646
ath-circ53755-AT4G04750,ath-miR5646
ath-circ53757-AT4G04750,ath-miR5646
ath-circ53757-AT4G04750,ath-miR5646
ath-circ53758-AT4G04750,ath-miR5646
ath-circ53758-AT4G04750,ath-miR5646
ath-circ53780-AT4G04840,ath-miR5021
ath-circ53781-AT4G04840,ath-miR5021
ath-circ53782-AT4G04840,ath-miR5021
ath-circ54598-AT4G07410,ath-miR472-5p
ath-circ54631-AT4G08230,ath-miR1886.2
ath-circ54733-AT4G08590,ath-miR854a
ath-circ54745-AT4G08870,ath-miR2938
ath-circ54745-AT4G08870,ath-miR2938
ath-circ54763-AT4G08870,ath-miR865-3p
ath-circ54764-AT4G08870,ath-miR865-3p
ath-circ54771-AT4G08900,ath-miR2938
ath-circ54771-AT4G08900,ath-miR2938
ath-circ54847-AT4G09040,ath-miR5021
ath-circ54878-AT4G09340,ath-miR164b-3p
ath-circ54900-AT4G09680,ath-miR5665
ath-circ54972-AT4G10050,ath-miR5647
ath-circ54972-AT4G10050,ath-miR5647
ath-circ55056-AT4G10320,ath-miR851-3p
ath-circ55061-AT4G10320,ath-miR415
ath-circ55065-AT4G10320,ath-miR415
ath-circ55066-AT4G10320,ath-miR415
ath-circ55067-AT4G10320,ath-miR415
ath-circ55234-AT4G10920,ath-miR822-5p
ath-circ55263-AT4G10970,ath-miR172b-5p
ath-circ55263-AT4G10970,ath-miR172b-5p
ath-circ55397-AT4G11600,ath-miR5658
ath-circ55397-AT4G11600,ath-miR5658
ath-circ55564-AT4G12320,ath-miR842
ath-circ55581-AT4G12420,ath-miR5021
ath-circ55581-AT4G12420,ath-miR5021
ath-circ55596-AT4G12560,ath-miR415
ath-circ55597-AT4G12560,ath-miR415
ath-circ55598-AT4G12560,ath-miR415
ath-circ55600-AT4G12560,ath-miR415
ath-circ55602-AT4G12560,ath-miR415
ath-circ55603-AT4G12560,ath-miR415
ath-circ55606-AT4G12560,ath-miR415
ath-circ55607-AT4G12560,ath-miR415
ath-circ55608-AT4G12560,ath-miR415
ath-circ55609-AT4G12560,ath-miR415
ath-circ55610-AT4G12560,ath-miR415
ath-circ55765-AT4G13010,ath-miR5021
ath-circ55965-AT4G13530,ath-miR5012
ath-circ55977-AT4G13550,ath-miR5021
ath-circ55977-AT4G13550,ath-miR5021
ath-circ55990-AT4G13590,ath-miR158a-5p
ath-circ55991-AT4G13590,ath-miR158a-5p
ath-circ56052-AT4G13750,ath-miR5020b
ath-circ56519-AT4G14385,ath-miR5641
ath-circ56520-AT4G14385,ath-miR5641
ath-circ56531-AT4G14410,ath-miR5640
ath-circ56532-AT4G14410,ath-miR5640
ath-circ56533-AT4G14410,ath-miR5640
ath-circ56555-AT4G14500,ath-miR852
ath-circ56557-AT4G14500,ath-miR852
ath-circ56576-AT4G14680,ath-miR395a
ath-circ56576-AT4G14680,ath-miR395a
ath-circ56626-AT4G14740,ath-miR1886.1
ath-circ56672-AT4G14930,ath-miR399a
ath-circ56815-AT4G15430,ath-miR5021
ath-circ56862-AT4G15530,ath-miR861-3p
ath-circ56932-AT4G15780,ath-miR870-3p
ath-circ57014-AT4G16130,ath-miR863-3p
ath-circ57015-AT4G16130,ath-miR863-3p
ath-circ57101-AT4G16280,ath-miR4221
ath-circ57242-AT4G16660,ath-miR5026
ath-circ57332-AT4G16780,ath-miR5021
ath-circ57333-AT4G16780,ath-miR5021
ath-circ57334-AT4G16780,ath-miR5021
ath-circ57404-AT4G16960,ath-miR414
ath-circ57404-AT4G16960,ath-miR414
ath-circ57406-AT4G16960,ath-miR414
ath-circ57406-AT4G16960,ath-miR414
ath-circ57433-AT4G16990,ath-miR865-3p
ath-circ57434-AT4G16990,ath-miR865-3p
ath-circ57435-AT4G16990,ath-miR865-3p
ath-circ57570-AT4G17260,ath-miR830-5p
ath-circ57719-AT4G17620,ath-miR846-3p
ath-circ57721-AT4G17620,ath-miR846-3p
ath-circ57722-AT4G17620,ath-miR846-3p
ath-circ57723-AT4G17620,ath-miR846-3p
ath-circ57729-AT4G17650,ath-miR5016
ath-circ57730-AT4G17650,ath-miR5016
ath-circ57731-AT4G17650,ath-miR5016
ath-circ57740-AT4G17740,ath-miR5021
ath-circ57827-AT4G18060,ath-miR841b-5p
ath-circ57828-AT4G18060,ath-miR841b-5p
ath-circ57925-AT4G18460,ath-miR5653
ath-circ57969-AT4G18710,ath-miR5649a
ath-circ57976-AT4G18710,ath-miR5649a
ath-circ57978-AT4G18710,ath-miR5649a
ath-circ57994-AT4G18780,ath-miR838
ath-circ58070-AT4G19020,ath-miR868-5p
ath-circ58074-AT4G19020,ath-miR868-5p
ath-circ58391-AT4G20070,ath-miR5658
ath-circ58391-AT4G20070,ath-miR5658
ath-circ58527-AT4G20300,ath-miR5021
ath-circ58527-AT4G20300,ath-miR5021
ath-circ58528-AT4G20300,ath-miR5021
ath-circ58528-AT4G20300,ath-miR5021
ath-circ58529-AT4G20300,ath-miR5021
ath-circ58529-AT4G20300,ath-miR5021
ath-circ58602-AT4G20400,ath-miR168b-3p
ath-circ58623-AT4G20440,ath-miR5648-3p
ath-circ58623-AT4G20440,ath-miR5648-3p
ath-circ58631-AT4G20720,ath-miR414
ath-circ58631-AT4G20720,ath-miR414
ath-circ58720-AT4G20910,ath-miR5017-3p
ath-circ58942-AT4G21470,ath-miR861-3p
ath-circ59012-AT4G21660,ath-miR5017-3p
ath-circ59035-AT4G21710,ath-miR167c-3p
ath-circ59038-AT4G21710,ath-miR5021
ath-circ59184-AT4G21990,ath-miR171b-5p
ath-circ59184-AT4G21990,ath-miR171c-5p
ath-circ59342-AT4G22670,ath-miR838
ath-circ59438-AT4G23040,ath-miR414
ath-circ59438-AT4G23040,ath-miR414
ath-circ59498-AT4G23180,ath-miR5659
ath-circ59562-AT4G23450,ath-miR5021
ath-circ59583-AT4G23500,ath-miR4221
ath-circ59676-AT4G23680,ath-miR5658
ath-circ59676-AT4G23680,ath-miR5658
ath-circ59677-AT4G23680,ath-miR5658
ath-circ59677-AT4G23680,ath-miR5658
ath-circ59722-AT4G23850,ath-miR5029
ath-circ59722-AT4G23850,ath-miR5029
ath-circ59968-AT4G24480,ath-miR5021
ath-circ59968-AT4G24480,ath-miR5021
ath-circ60023-AT4G24590,ath-miR1888b
ath-circ60152-AT4G24810,ath-miR837-3p
ath-circ60311-AT4G25170,ath-miR5640
ath-circ60312-AT4G25170,ath-miR5640
ath-circ60352-AT4G25290,ath-miR861-5p
ath-circ60378-AT4G25370,ath-miR824-3p
ath-circ60543-AT4G25730,ath-miR837-3p
ath-circ60543-AT4G25730,ath-miR837-3p
ath-circ60734-AT4G26400,ath-miR414
ath-circ60735-AT4G26400,ath-miR414
ath-circ60740-AT4G26430,ath-miR3440b-3p
ath-circ60783-AT4G26570,ath-miR5021
ath-circ60784-AT4G26590,ath-miR5021
ath-circ60785-AT4G26600,ath-miR414
ath-circ60785-AT4G26600,ath-miR414
ath-circ60800-AT4G26630,ath-miR838
ath-circ61072-AT4G27120,ath-miR414
ath-circ61072-AT4G27120,ath-miR414
ath-circ61230-AT4G27640,ath-miR414
ath-circ61244-AT4G27650,ath-miR400
ath-circ61264-AT4G27700,ath-miR835-3p
ath-circ61264-AT4G27700,ath-miR835-3p
ath-circ61267-AT4G27700,ath-miR835-3p
ath-circ61267-AT4G27700,ath-miR835-3p
ath-circ61269-AT4G27700,ath-miR835-3p
ath-circ61269-AT4G27700,ath-miR835-3p
ath-circ61270-AT4G27700,ath-miR835-3p
ath-circ61270-AT4G27700,ath-miR835-3p
ath-circ61284-AT4G27745,ath-miR829-5p
ath-circ61293-AT4G27760,ath-miR5658
ath-circ61293-AT4G27760,ath-miR5658
ath-circ61337-AT4G27870,ath-miR846-3p
ath-circ61339-AT4G27870,ath-miR846-3p
ath-circ61465-AT4G28250,ath-miR1886.1
ath-circ61539-AT4G28480,ath-miR5658
ath-circ61540-AT4G28480,ath-miR5658
ath-circ61540-AT4G28480,ath-miR5658
ath-circ61541-AT4G28480,ath-miR5658
ath-circ61541-AT4G28480,ath-miR5658
ath-circ61543-AT4G28480,ath-miR5658
ath-circ61543-AT4G28480,ath-miR5658
ath-circ61546-AT4G28480,ath-miR5658
ath-circ61546-AT4G28480,ath-miR5658
ath-circ61547-AT4G28480,ath-miR5658
ath-circ61547-AT4G28480,ath-miR5658
ath-circ61548-AT4G28480,ath-miR5658
ath-circ61548-AT4G28480,ath-miR5658
ath-circ61549-AT4G28480,ath-miR5658
