miRNA,mRNA
gma-miR156b,GLYMA02G09740
gma-miR156b,GLYMA05G35930
gma-miR156b,GLYMA07G35910
gma-miR156b,GLYMA08G07150
gma-miR156b,GLYMA08G07150
gma-miR156b,GLYMA14G16181
gma-miR156b,GLYMA09G39850
gma-miR156s,GLYMA11G36980
gma-miR156s,GLYMA11G36980
gma-miR156s,GLYMA05G38180
gma-miR156s,GLYMA05G38180
gma-miR156s,GLYMA05G38180
gma-miR156s,GLYMA05G38180
gma-miR156s,GLYMA18G00903
gma-miR156s,GLYMA0005S50
gma-miR156s,GLYMA17G08840
gma-miR156s,GLYMA0005S50
gma-miR156s,GLYMA04G32002
gma-miR156s,GLYMA02G13371
gma-miR156s,GLYMA01G08056
gma-miR156s,GLYMA03G29901
gma-miR156s,GLYMA01G08056
gma-miR156s,GLYMA02G13371
gma-miR156s,GLYMA01G08056
gma-miR156s,GLYMA11G36980
gma-miR156s,GLYMA06G17700
gma-miR156s,GLYMA04G37391
gma-miR156s,GLYMA08G01450
gma-miR156s,GLYMA06G17700
gma-miR156s,GLYMA11G36980
gma-miR156s,GLYMA01G15134
gma-miR156s,GLYMA19G32800
gma-miR156s,GLYMA05G38180
gma-miR156s,GLYMA05G38180
gma-miR156s,GLYMA02G30670
gma-miR156s,GLYMA08G01450
gma-miR156s,GLYMA18G36960
gma-miR156s,GLYMA05G38180
gma-miR156s,GLYMA07G14641
gma-miR156s,GLYMA03G27195
gma-miR156s,GLYMA11G16556
gma-miR156s,GLYMA13G35000
gma-miR156s,GLYMA12G35460
gma-miR156s,GLYMA17G10740
gma-miR156s,GLYMA17G10740
gma-miR156s,GLYMA17G10740
gma-miR156s,GLYMA06G36140
gma-miR156s,GLYMA06G05611
gma-miR156s,GLYMA16G27280
gma-miR156s,GLYMA15G24670
gma-miR156s,GLYMA03G29750
gma-miR156s,GLYMA09G13210
gma-miR156s,GLYMA03G29750
gma-miR156s,GLYMA03G29750
gma-miR156s,GLYMA20G22930
gma-miR156s,GLYMA16G05895
gma-miR156s,GLYMA19G26390
gma-miR156s,GLYMA16G05895
gma-miR156s,GLYMA03G40620
gma-miR156s,GLYMA03G40620
gma-miR156s,GLYMA12G27330
gma-miR156s,GLYMA19G43770
gma-miR156s,GLYMA05G22270
gma-miR156s,GLYMA05G22270
gma-miR156s,GLYMA17G17810
gma-miR156s,GLYMA17G17810
gma-miR156s,GLYMA17G17810
gma-miR156s,GLYMA05G22270
gma-miR156s,GLYMA05G22270
gma-miR156s,GLYMA17G17810
gma-miR156s,GLYMA17G17810
gma-miR156s,GLYMA14G16181
gma-miR156s,GLYMA14G16181
gma-miR5780d,GLYMA07G33460
gma-miR5780d,GLYMA06G18963
gma-miR5780d,GLYMA06G18963
gma-miR5780d,GLYMA06G18963
gma-miR5780d,GLYMA06G18963
gma-miR5780d,GLYMA18G02170
gma-miR5780d,GLYMA11G01360
gma-miR5780d,GLYMA08G17702
gma-miR5780d,GLYMA1961S00200
gma-miR5780d,GLYMA15G12651
gma-miR5780d,GLYMA15G12651
gma-miR5780d,GLYMA15G23830
gma-miR1507c-5p,GLYMA06G00480
gma-miR1507c-5p,GLYMA12G06200
gma-miR1507c-5p,GLYMA01G13532
gma-miR1507c-5p,GLYMA08G24610
gma-miR1507c-5p,GLYMA08G11730
gma-miR1507c-5p,GLYMA01G30350
gma-miR1507c-5p,GLYMA04G00390
gma-miR1507c-5p,GLYMA03G40360
gma-miR1507c-5p,GLYMA19G42990
gma-miR1507c-5p,GLYMA19G42990
gma-miR1507c-5p,GLYMA19G43070
gma-miR1507c-5p,GLYMA19G43070
gma-miR1507c-5p,GLYMA19G36960
gma-miR1507c-5p,GLYMA19G36960
gma-miR1507c-5p,GLYMA20G23301
gma-miR1507c-5p,GLYMA11G02500
gma-miR1507c-5p,GLYMA11G02500
gma-miR1507c-5p,GLYMA09G30724
gma-miR1507c-5p,GLYMA07G35500
gma-miR1507c-5p,GLYMA11G33650
gma-miR1507c-5p,GLYMA20G28870
gma-miR1507c-5p,GLYMA12G05220
gma-miR1507c-5p,GLYMA11G13177
gma-miR1507c-5p,GLYMA15G11480
gma-miR1507c-5p,GLYMA15G11480
gma-miR1507c-5p,GLYMA07G10070
gma-miR1507c-5p,GLYMA20G28170
gma-miR1507c-5p,GLYMA15G20350
gma-miR1507c-5p,GLYMA17G15840
gma-miR1507c-5p,GLYMA17G15840
gma-miR1507c-5p,GLYMA05G05510
gma-miR1507c-5p,GLYMA05G05510
gma-miR1507c-5p,GLYMA17G15840
gma-miR1507b,GLYMA17G08341
gma-miR1507b,GLYMA13G22281
gma-miR1507b,GLYMA05G09220
gma-miR1507b,GLYMA08G41800
gma-miR1507b,GLYMA08G41800
gma-miR1507b,GLYMA13G39750
gma-miR1507b,GLYMA03G29370
gma-miR1507b,GLYMA03G01130
gma-miR1507b,GLYMA07G07680
gma-miR1507b,GLYMA03G01130
gma-miR1507b,GLYMA10G06230
gma-miR1507b,GLYMA02G41540
gma-miR5035-5p,GLYMA09G28390
gma-miR5035-5p,GLYMA16G33190
gma-miR5035-5p,GLYMA15G03160
gma-miR5035-5p,GLYMA15G03160
gma-miR5035-5p,GLYMA06G12850
gma-miR5035-5p,GLYMA09G34061
gma-miR5035-5p,GLYMA09G34061
gma-miR5035-5p,GLYMA18G50610
gma-miR5035-5p,GLYMA05G13330
gma-miR5035-5p,GLYMA05G08420
gma-miR164f,GLYMA15G40510
gma-miR164f,GLYMA08G18470
gma-miR164f,GLYMA17G10970
gma-miR164f,GLYMA05G00930
gma-miR164f,GLYMA06G21020
gma-miR164f,GLYMA05G00930
gma-miR164f,GLYMA13G34950
gma-miR164f,GLYMA12G35530
gma-miR164f,GLYMA12G26190
gma-miR164f,GLYMA06G35660
gma-miR164f,GLYMA04G33270
gma-miR164f,GLYMA07G08081
gma-miR164f,GLYMA07G08081
gma-miR164f,GLYMA12G37050
gma-miR164f,GLYMA12G37050
gma-miR164f,GLYMA12G37050
gma-miR164f,GLYMA11G15010
gma-miR164f,GLYMA14G16040
gma-miR164f,GLYMA08G11150
gma-miR164f,GLYMA08G11150
gma-miR164f,GLYMA05G28180
gma-miR164f,GLYMA05G28180
gma-miR9738,GLYMA15G17810
gma-miR9738,GLYMA15G17810
gma-miR9738,GLYMA13G17413
gma-miR9738,GLYMA13G17413
gma-miR4995,GLYMA18G07530
gma-miR4995,GLYMA12G05436
gma-miR4995,GLYMA12G05436
gma-miR5761b,GLYMA10G44170
gma-miR5761b,GLYMA10G44170
gma-miR5761b,GLYMA01G33080
gma-miR5761b,GLYMA03G29173
gma-miR5761b,GLYMA13G39500
gma-miR5761b,GLYMA12G30780
gma-miR5761b,GLYMA13G39500
gma-miR5761b,GLYMA02G05830
gma-miR5761b,GLYMA20G37093
gma-miR5761b,GLYMA16G24510
gma-miR5761b,GLYMA16G24510
gma-miR5761b,GLYMA16G24510
gma-miR5777,GLYMA18G33521
gma-miR5777,GLYMA02G18351
gma-miR5777,GLYMA02G38940
gma-miR5777,GLYMA01G27970
gma-miR5777,GLYMA02G38940
gma-miR5777,GLYMA02G17980
gma-miR5777,GLYMA05G03720
gma-miR5777,GLYMA10G20670
gma-miR5777,GLYMA04G14710
gma-miR5777,GLYMA13G11750
gma-miR5777,GLYMA13G11750
gma-miR5777,GLYMA13G38980
gma-miR169v,GLYMA02G12185
gma-miR169v,GLYMA02G12185
gma-miR169v,GLYMA02G12185
gma-miR169v,GLYMA02G12185
gma-miR169v,GLYMA02G47380
gma-miR169v,GLYMA02G47380
gma-miR169v,GLYMA14G01360
gma-miR169v,GLYMA02G47380
gma-miR169v,GLYMA14G01360
gma-miR169v,GLYMA02G47380
gma-miR169v,GLYMA02G47380
gma-miR169v,GLYMA02G47380
gma-miR169v,GLYMA19G38800
gma-miR169v,GLYMA19G38800
gma-miR169v,GLYMA03G36140
gma-miR169v,GLYMA07G04050
gma-miR169v,GLYMA16G00711
gma-miR169v,GLYMA03G36140
gma-miR169v,GLYMA02G35190
gma-miR169v,GLYMA02G35190
gma-miR169v,GLYMA09G07960
gma-miR169v,GLYMA03G36140
gma-miR169v,GLYMA10G10240
gma-miR169v,GLYMA17G05920
gma-miR169v,GLYMA09G07960
gma-miR169v,GLYMA15G03175
gma-miR169v,GLYMA19G38800
gma-miR169v,GLYMA15G18970
gma-miR169v,GLYMA19G38800
gma-miR169v,GLYMA13G16770
gma-miR169v,GLYMA17G05920
gma-miR169v,GLYMA07G04050
gma-miR169v,GLYMA10G10240
gma-miR169v,GLYMA02G35190
gma-miR169v,GLYMA15G03175
gma-miR169v,GLYMA09G07960
gma-miR169v,GLYMA07G04050
gma-miR169v,GLYMA02G35190
gma-miR169v,GLYMA15G03175
gma-miR169v,GLYMA07G04050
gma-miR169v,GLYMA19G38800
gma-miR169v,GLYMA07G04050
gma-miR169v,GLYMA07G04050
gma-miR169v,GLYMA19G35620
gma-miR169v,GLYMA08G37548
gma-miR169v,GLYMA12G36540
gma-miR169v,GLYMA13G27230
gma-miR169v,GLYMA18G07890
gma-miR169v,GLYMA12G36540
gma-miR169v,GLYMA08G45030
gma-miR169v,GLYMA12G36540
gma-miR169v,GLYMA12G36540
gma-miR169v,GLYMA12G36540
gma-miR169v,GLYMA13G27230
gma-miR169v,GLYMA05G37120
gma-miR169v,GLYMA04G03371
gma-miR169v,GLYMA14G01080
gma-miR169v,GLYMA03G19880
gma-miR169v,GLYMA09G02371
gma-miR169v,GLYMA09G02371
gma-miR169v,GLYMA09G02371
gma-miR169v,GLYMA06G46190
gma-miR169v,GLYMA06G46190
gma-miR169v,GLYMA12G10580
gma-miR169v,GLYMA07G02880
gma-miR169v,GLYMA15G17721
gma-miR169v,GLYMA09G35260
gma-miR169v,GLYMA12G03750
gma-miR169v,GLYMA14G36650
gma-miR169v,GLYMA10G04230
gma-miR169v,GLYMA13G08720
gma-miR169v,GLYMA09G37260
gma-miR169v,GLYMA18G11330
gma-miR169v,GLYMA18G46260
gma-miR169v,GLYMA09G39960
gma-miR169v,GLYMA18G46260
gma-miR169v,GLYMA08G01881
gma-miR169v,GLYMA08G01881
gma-miR169v,GLYMA05G30793
gma-miR169v,GLYMA06G15123
gma-miR169v,GLYMA06G41700
gma-miR169v,GLYMA09G21550
gma-miR169v,GLYMA06G41880
gma-miR169v,GLYMA06G41700
gma-miR169v,GLYMA08G04770
gma-miR169v,GLYMA05G34960
gma-miR169v,GLYMA05G34960
gma-miR169v,GLYMA05G34960
gma-miR169v,GLYMA08G04770
gma-miR169v,GLYMA05G34960
gma-miR169v,GLYMA08G04770
gma-miR169v,GLYMA05G34960
gma-miR169v,GLYMA08G04770
gma-miR169v,GLYMA05G34960
gma-miR169v,GLYMA05G34960
gma-miR169v,GLYMA02G48060
gma-miR169v,GLYMA20G21960
gma-miR169v,GLYMA09G32880
gma-miR169v,GLYMA16G21580
gma-miR169v,GLYMA16G21580
gma-miR169v,GLYMA03G36140
gma-miR169v,GLYMA03G36140
gma-miR169v,GLYMA03G36140
gma-miR169v,GLYMA19G38800
gma-miR169v,GLYMA19G38800
gma-miR169v,GLYMA19G38800
gma-miR169v,GLYMA19G38800
gma-miR169v,GLYMA19G38800
gma-miR169v,GLYMA03G36140
gma-miR169v,GLYMA03G36140
gma-miR169v,GLYMA03G36140
gma-miR4348a,GLYMA04G01830
gma-miR4348a,GLYMA14G23280
gma-miR4348a,GLYMA09G38520
gma-miR4348a,GLYMA09G38520
gma-miR4348a,GLYMA06G01940
gma-miR4348a,GLYMA17G33470
gma-miR4348a,GLYMA07G09490
gma-miR4348a,GLYMA13G19860
gma-miR9762,GLYMA01G21790
gma-miR9762,GLYMA06G15530
gma-miR9762,GLYMA20G35670
gma-miR9762,GLYMA04G28970
gma-miR9762,GLYMA11G21600
gma-miR9766,GLYMA14G02911
gma-miR9766,GLYMA02G45850
gma-miR9766,GLYMA18G50201
gma-miR9766,GLYMA08G26990
gma-miR9766,GLYMA17G11870
gma-miR9766,GLYMA01G33620
gma-miR9766,GLYMA15G03335
gma-miR9766,GLYMA15G03335
gma-miR9766,GLYMA15G03335
gma-miR9766,GLYMA11G19440
gma-miR9766,GLYMA11G14590
gma-miR9766,GLYMA11G14590
gma-miR9766,GLYMA17G14260
gma-miR9766,GLYMA05G03750
gma-miR9766,GLYMA17G14270
gma-miR9766,GLYMA05G21600
gma-miR9766,GLYMA12G34270
gma-miR9766,GLYMA12G34270
gma-miR9766,GLYMA12G34270
gma-miR9766,GLYMA03G15020
gma-miR9766,GLYMA02G07240
gma-miR9766,GLYMA11G12790
gma-miR9766,GLYMA14G01800
gma-miR9766,GLYMA13G29280
gma-miR9766,GLYMA02G48035
gma-miR9766,GLYMA18G19770
gma-miR9766,GLYMA02G13120
gma-miR9766,GLYMA08G46470
gma-miR9766,GLYMA14G37170
gma-miR9766,GLYMA08G43800
gma-miR9766,GLYMA07G12600
gma-miR9766,GLYMA15G09810
gma-miR9766,GLYMA01G26950
gma-miR9766,GLYMA08G04800
gma-miR9766,GLYMA05G34910
gma-miR9766,GLYMA02G07720
gma-miR9766,GLYMA16G26790
gma-miR9766,GLYMA20G37010
gma-miR9766,GLYMA10G30710
gma-miR9766,GLYMA10G38255
gma-miR9766,GLYMA20G29600
gma-miR9766,GLYMA02G42251
gma-miR9766,GLYMA04G43220
gma-miR9766,GLYMA06G11470
gma-miR9766,GLYMA06G11470
gma-miR9766,GLYMA15G16975
gma-miR9766,GLYMA15G16975
gma-miR9766,GLYMA02G14090
gma-miR9766,GLYMA01G09650
gma-miR9766,GLYMA07G30110
gma-miR9766,GLYMA08G07200
gma-miR9766,GLYMA05G30905
gma-miR9766,GLYMA05G30905
gma-miR9766,GLYMA05G30905
gma-miR9766,GLYMA05G30905
gma-miR9766,GLYMA02G40060
gma-miR9766,GLYMA11G01050
gma-miR9766,GLYMA14G38255
gma-miR9766,GLYMA08G09480
gma-miR396g,GLYMA06G43900
gma-miR396g,GLYMA06G43900
gma-miR396g,GLYMA06G43900
gma-miR396g,GLYMA12G14007
gma-miR396g,GLYMA06G43900
gma-miR396g,GLYMA20G37630
gma-miR396g,GLYMA20G37630
gma-miR396g,GLYMA10G29680
gma-miR396g,GLYMA16G04380
gma-miR396g,GLYMA08G12041
gma-miR396g,GLYMA08G16670
gma-miR396g,GLYMA08G16670
gma-miR396g,GLYMA08G16670
gma-miR396g,GLYMA08G18590
gma-miR396g,GLYMA08G19970
gma-miR396g,GLYMA08G19970
gma-miR396g,GLYMA02G40720
gma-miR396g,GLYMA02G07790
gma-miR396g,GLYMA02G40720
gma-miR396g,GLYMA02G40720
gma-miR396g,GLYMA02G06600
gma-miR396g,GLYMA16G25650
gma-miR396g,GLYMA02G06600
gma-miR396g,GLYMA10G43440
gma-miR396g,GLYMA05G38160
gma-miR396g,GLYMA08G01460
gma-miR396g,GLYMA13G17440
gma-miR396g,GLYMA11G10550
gma-miR396g,GLYMA12G02850
gma-miR396g,GLYMA17G35500
gma-miR396g,GLYMA04G11730
gma-miR396g,GLYMA12G35420
gma-miR396g,GLYMA03G24980
gma-miR396g,GLYMA13G35060
gma-miR396g,GLYMA13G35060
gma-miR396g,GLYMA13G35065
gma-miR396g,GLYMA05G33260
gma-miR396g,GLYMA13G35065
gma-miR396g,GLYMA07G21181
gma-miR396g,GLYMA18G50440
gma-miR396g,GLYMA13G39560
gma-miR396g,GLYMA13G39560
gma-miR396g,GLYMA13G39560
gma-miR396g,GLYMA13G39560
gma-miR396g,GLYMA13G39560
gma-miR396g,GLYMA13G39560
gma-miR396g,GLYMA13G39560
gma-miR396g,GLYMA13G39560
gma-miR396g,GLYMA13G39560
gma-miR396g,GLYMA13G39560
gma-miR396g,GLYMA13G39560
gma-miR396g,GLYMA13G39560
gma-miR396g,GLYMA13G39560
gma-miR396g,GLYMA02G39031
gma-miR396g,GLYMA02G39031
gma-miR396g,GLYMA17G13730
gma-miR1507c-3p,GLYMA04G29220
gma-miR1507c-3p,GLYMA15G35920
gma-miR1507c-3p,GLYMA04G29220
gma-miR1507c-3p,GLYMA04G29220
gma-miR1507c-3p,GLYMA01G42331
gma-miR1507c-3p,GLYMA01G42331
gma-miR1507c-3p,GLYMA01G42331
gma-miR1507c-3p,GLYMA01G42331
gma-miR1507c-3p,GLYMA13G37111
gma-miR1507c-3p,GLYMA04G06150
gma-miR1507c-3p,GLYMA08G28130
gma-miR1507c-3p,GLYMA11G21200
gma-miR1507c-3p,GLYMA05G08621
gma-miR1507c-3p,GLYMA20G26420
gma-miR1507c-3p,GLYMA16G02100
gma-miR1507c-3p,GLYMA04G08000
gma-miR1507c-3p,GLYMA08G18660
gma-miR1507c-3p,GLYMA18G12330
gma-miR1507c-3p,GLYMA18G12330
gma-miR1507c-3p,GLYMA08G42430
gma-miR1507c-3p,GLYMA02G14370
gma-miR1507c-3p,GLYMA14G01780
gma-miR1507c-3p,GLYMA14G01780
gma-miR1507c-3p,GLYMA05G26310
gma-miR1507c-3p,GLYMA06G04440
gma-miR1507c-3p,GLYMA16G05470
gma-miR1507c-3p,GLYMA19G27360
gma-miR1507c-3p,GLYMA09G40290
gma-miR1507c-3p,GLYMA18G45723
gma-miR1507c-3p,GLYMA09G40290
gma-miR1507c-3p,GLYMA18G45723
gma-miR1507c-3p,GLYMA15G12690
gma-miR1507c-3p,GLYMA15G12690
gma-miR1507c-3p,GLYMA18G29510
gma-miR1507c-3p,GLYMA14G06340
gma-miR1507c-3p,GLYMA02G42560
gma-miR1507c-3p,GLYMA11G35460
gma-miR1507c-3p,GLYMA18G02960
gma-miR1507c-3p,GLYMA14G06340
gma-miR1507c-3p,GLYMA06G47650
gma-miR1507c-3p,GLYMA03G23215
gma-miR1507c-3p,GLYMA08G43730
gma-miR1507c-3p,GLYMA18G09100
gma-miR1507c-3p,GLYMA06G38170
gma-miR1507c-3p,GLYMA06G38170
gma-miR1507c-3p,GLYMA12G23110
gma-miR1507c-3p,GLYMA06G38170
gma-miR1507c-3p,GLYMA12G23110
gma-miR1507c-3p,GLYMA12G23110
gma-miR1507c-3p,GLYMA12G23110
gma-miR1507c-3p,GLYMA12G00440
gma-miR1507c-3p,GLYMA03G39620
gma-miR1507c-3p,GLYMA07G05200
gma-miR1507c-3p,GLYMA08G11330
gma-miR1507c-3p,GLYMA08G40638
gma-miR1507c-3p,GLYMA15G24120
gma-miR1507c-3p,GLYMA15G24120
gma-miR1507c-3p,GLYMA19G31910
gma-miR1507c-3p,GLYMA11G36020
gma-miR1507c-3p,GLYMA09G26255
gma-miR1507c-3p,GLYMA07G36180
gma-miR1507c-3p,GLYMA07G36180
gma-miR1507c-3p,GLYMA17G04400
gma-miR1507c-3p,GLYMA02G12950
gma-miR1507c-3p,GLYMA02G12950
gma-miR1507c-3p,GLYMA01G07100
gma-miR1507c-3p,GLYMA15G04841
gma-miR4390,GLYMA10G05935
gma-miR9763,GLYMA16G33550
gma-miR9763,GLYMA16G21904
gma-miR9763,GLYMA15G19980
gma-miR9763,GLYMA15G19980
gma-miR9763,GLYMA09G08350
gma-miR9763,GLYMA06G41010
gma-miR9763,GLYMA09G38230
gma-miR156v,GLYMA02G30670
gma-miR156v,GLYMA05G38180
gma-miR156v,GLYMA01G08056
gma-miR156v,GLYMA05G38180
gma-miR156v,GLYMA18G36960
gma-miR156v,GLYMA07G14641
gma-miR156v,GLYMA02G13371
gma-miR156v,GLYMA05G38180
gma-miR156v,GLYMA11G36980
gma-miR156v,GLYMA05G38180
gma-miR156v,GLYMA05G38180
gma-miR156v,GLYMA03G27195
gma-miR156v,GLYMA05G38180
gma-miR156v,GLYMA06G17700
gma-miR156v,GLYMA08G01450
gma-miR156v,GLYMA11G16556
gma-miR156v,GLYMA08G01450
gma-miR156v,GLYMA01G08056
gma-miR156v,GLYMA01G15134
gma-miR156v,GLYMA17G08840
gma-miR156v,GLYMA01G08056
gma-miR156v,GLYMA0005S50
gma-miR156v,GLYMA05G38180
gma-miR156v,GLYMA18G00903
gma-miR156v,GLYMA11G36980
gma-miR156v,GLYMA02G13371
gma-miR156v,GLYMA03G29901
gma-miR156v,GLYMA04G32002
gma-miR156v,GLYMA04G37391
gma-miR156v,GLYMA11G36980
gma-miR156v,GLYMA19G32800
gma-miR156v,GLYMA11G36980
gma-miR156v,GLYMA0005S50
gma-miR156v,GLYMA06G17700
gma-miR156v,GLYMA12G35460
gma-miR156v,GLYMA13G35000
gma-miR156v,GLYMA06G05611
gma-miR156v,GLYMA20G22930
gma-miR156v,GLYMA16G05895
gma-miR156v,GLYMA19G26390
gma-miR156v,GLYMA16G05895
gma-miR156v,GLYMA03G40620
gma-miR156v,GLYMA03G40620
gma-miR156v,GLYMA12G27330
gma-miR156v,GLYMA06G36140
gma-miR156v,GLYMA17G10740
gma-miR156v,GLYMA17G10740
gma-miR156v,GLYMA17G10740
gma-miR156v,GLYMA14G16181
gma-miR156v,GLYMA14G16181
gma-miR156v,GLYMA13G17870
gma-miR156v,GLYMA13G17870
gma-miR156v,GLYMA13G17870
gma-miR156v,GLYMA13G17870
gma-miR156v,GLYMA10G05770
gma-miR156v,GLYMA06G12190
gma-miR156v,GLYMA05G22270
gma-miR156v,GLYMA05G22270
gma-miR156v,GLYMA17G17810
gma-miR156v,GLYMA17G17810
gma-miR156v,GLYMA17G17810
gma-miR156v,GLYMA05G22270
gma-miR156v,GLYMA05G22270
gma-miR156v,GLYMA17G17810
gma-miR156v,GLYMA17G17810
gma-miR156v,GLYMA10G39940
gma-miR156v,GLYMA03G29983
gma-miR156v,GLYMA20G00820
gma-miR156v,GLYMA15G24670
gma-miR156v,GLYMA09G13210
gma-miR156v,GLYMA06G20030
gma-miR156v,GLYMA12G00350
gma-miR156v,GLYMA08G26083
gma-miR156v,GLYMA03G01320
gma-miR156v,GLYMA07G07870
gma-miR156v,GLYMA03G29750
gma-miR156v,GLYMA03G29750
gma-miR156v,GLYMA03G29750
gma-miR156v,GLYMA19G23020
gma-miR156v,GLYMA06G21050
gma-miR156v,GLYMA07G40011
gma-miR156v,GLYMA07G31880
gma-miR156v,GLYMA07G31880
gma-miR156v,GLYMA13G24590
gma-miR156v,GLYMA13G24590
gma-miR156v,GLYMA18G08961
gma-miR156v,GLYMA18G08961
gma-miR156v,GLYMA17G08570
gma-miR156v,GLYMA17G08270
gma-miR156v,GLYMA10G34350
gma-miR156v,GLYMA17G34100
gma-miR156v,GLYMA11G13490
gma-miR5775,GLYMA13G01050
gma-miR5775,GLYMA16G00890
gma-miR5775,GLYMA10G43240
gma-miR5775,GLYMA01G23056
gma-miR5775,GLYMA01G23056
gma-miR5775,GLYMA02G14380
gma-miR5775,GLYMA11G29773
gma-miR5775,GLYMA09G08190
gma-miR5775,GLYMA09G02260
gma-miR5775,GLYMA09G08190
gma-miR5775,GLYMA11G04720
gma-miR5775,GLYMA20G35011
gma-miR5775,GLYMA10G32571
gma-miR5775,GLYMA10G32571
gma-miR5775,GLYMA20G35011
gma-miR5775,GLYMA03G29600
gma-miR5775,GLYMA10G33430
gma-miR5775,GLYMA19G03820
gma-miR5775,GLYMA11G08430
gma-miR5775,GLYMA11G08430
gma-miR5775,GLYMA09G01110
gma-miR5775,GLYMA07G34180
gma-miR5775,GLYMA08G15670
gma-miR5775,GLYMA08G15670
gma-miR5775,GLYMA05G04804
gma-miR5775,GLYMA12G03250
gma-miR5775,GLYMA12G03250
gma-miR5775,GLYMA11G11050
gma-miR5775,GLYMA16G28701
gma-miR394c-5p,GLYMA18G00870
gma-miR394c-5p,GLYMA18G00870
gma-miR394c-5p,GLYMA08G11030
gma-miR394c-5p,GLYMA11G36960
gma-miR394c-5p,GLYMA18G00870
gma-miR394c-5p,GLYMA11G36960
gma-miR394c-5p,GLYMA08G11030
gma-miR394c-5p,GLYMA05G28050
gma-miR394c-5p,GLYMA20G30541
gma-miR394c-5p,GLYMA20G30541
gma-miR394c-5p,GLYMA20G30541
gma-miR394c-5p,GLYMA17G01391
gma-miR394c-5p,GLYMA01G38340
gma-miR394c-5p,GLYMA13G01180
gma-miR394c-5p,GLYMA13G01180
gma-miR394c-5p,GLYMA19G39521
gma-miR394c-5p,GLYMA19G28690
gma-miR394c-5p,GLYMA16G04610
gma-miR394c-5p,GLYMA18G13650
gma-miR394c-5p,GLYMA08G41820
gma-miR394c-5p,GLYMA08G41951
gma-miR394c-5p,GLYMA08G41544
gma-miR394c-5p,GLYMA13G28325
gma-miR394c-5p,GLYMA18G51240
gma-miR394c-5p,GLYMA01G28936
gma-miR394c-5p,GLYMA07G39331
gma-miR394c-5p,GLYMA11G07020
gma-miR9749,GLYMA0679S50
gma-miR9749,GLYMA16G32210
gma-miR9749,GLYMA16G06320
gma-miR9749,GLYMA16G06320
gma-miR9749,GLYMA09G30547
gma-miR9749,GLYMA09G30740
gma-miR9749,GLYMA09G30571
gma-miR9749,GLYMA09G30522
gma-miR9749,GLYMA09G30522
gma-miR9749,GLYMA16G28020
gma-miR9749,GLYMA09G30732
gma-miR9749,GLYMA12G13601
gma-miR9749,GLYMA09G30621
gma-miR9749,GLYMA16G25410
gma-miR9749,GLYMA09G30621
gma-miR9749,GLYMA16G25410
gma-miR9749,GLYMA16G27802
gma-miR9749,GLYMA16G25410
gma-miR9749,GLYMA09G30160
gma-miR9749,GLYMA07G11408
gma-miR9749,GLYMA09G07250
gma-miR9749,GLYMA07G11408
gma-miR9749,GLYMA16G27787
gma-miR9749,GLYMA09G30635
gma-miR9749,GLYMA16G27787
gma-miR9749,GLYMA19G28770
gma-miR9749,GLYMA16G31949
gma-miR9749,GLYMA16G32022
gma-miR9749,GLYMA16G32022
gma-miR9749,GLYMA12G25726
gma-miR9749,GLYMA01G45690
gma-miR9749,GLYMA18G08630
gma-miR9749,GLYMA18G08630
gma-miR9749,GLYMA18G08630
gma-miR9749,GLYMA18G08630
gma-miR9749,GLYMA14G38270
gma-miR9749,GLYMA08G43460
gma-miR9749,GLYMA12G35980
gma-miR9749,GLYMA17G11051
gma-miR9749,GLYMA17G11051
gma-miR9749,GLYMA08G44130
gma-miR9749,GLYMA08G44130
gma-miR9749,GLYMA08G44130
gma-miR9749,GLYMA07G11290
gma-miR9749,GLYMA09G30951
gma-miR9749,GLYMA09G07290
gma-miR9749,GLYMA09G07290
gma-miR9749,GLYMA09G39260
gma-miR9749,GLYMA16G32420
gma-miR9749,GLYMA09G39260
gma-miR9749,GLYMA11G10500
gma-miR9749,GLYMA12G02811
gma-miR9749,GLYMA12G02811
gma-miR9749,GLYMA07G15480
gma-miR9749,GLYMA07G15480
gma-miR9749,GLYMA14G01770
gma-miR9749,GLYMA17G01870
gma-miR9749,GLYMA0024S00260
gma-miR9749,GLYMA03G42510
gma-miR9749,GLYMA03G42510
gma-miR9749,GLYMA19G45290
gma-miR9749,GLYMA12G03530
gma-miR9749,GLYMA09G38430
gma-miR9749,GLYMA18G47910
gma-miR1514a-3p,GLYMA15G04760
gma-miR1514a-3p,GLYMA13G43070
gma-miR1514a-3p,GLYMA12G18403
gma-miR1514a-3p,GLYMA12G18403
gma-miR1514a-3p,GLYMA20G12020
gma-miR1514a-3p,GLYMA12G36620
gma-miR1514a-3p,GLYMA12G36620
gma-miR1514a-3p,GLYMA12G36620
gma-miR1514a-3p,GLYMA03G32950
gma-miR1514a-3p,GLYMA03G32950
gma-miR1514a-3p,GLYMA03G32950
gma-miR1514a-3p,GLYMA19G35661
gma-miR530c,GLYMA11G01040
gma-miR530c,GLYMA11G01040
gma-miR530c,GLYMA11G01040
gma-miR530c,GLYMA01G44491
gma-miR530c,GLYMA01G44491
gma-miR530c,GLYMA11G01040
gma-miR530c,GLYMA01G44491
gma-miR530c,GLYMA01G44491
gma-miR530c,GLYMA11G01040
gma-miR530c,GLYMA01G44491
gma-miR530c,GLYMA01G44491
gma-miR530c,GLYMA20G34771
