Drug,Target,Combine_score
Naproxen,ITPR3,0.095238095
Naproxen,FUS,0.095238095
Naproxen,IDS,0.17
Naproxen,SFRP1,0.095238095
Naproxen,USP17L20,0.153
Naproxen,HEY1,0.095238095
Naproxen,UGT2B7,0.742
Naproxen,NRXN1,0.095238095
Naproxen,USP36,0.197
Naproxen,ALDH1A2,0.24
Naproxen,MINPP1,0.286
Naproxen,PXDN,0.57
Naproxen,USP17L2,0.153
Naproxen,RPS6KA6,0.519428571
Naproxen,PPP1R16B,0.095238095
Naproxen,CDK5RAP3,0.333333333
Naproxen,APOB,0.095238095
Naproxen,NDRG2,0.333333333
Naproxen,BBS2,0.095238095
Naproxen,ABHD11,0.172
Naproxen,FGF2,0.333333333
Naproxen,SCN7A,0.095238095
Naproxen,RXRB,0.761904762
Naproxen,STC1,0.095238095
Naproxen,CYP2C19,1
Naproxen,ADRA2C,0.095238095
Naproxen,HOXB13,0.095238095
Naproxen,SLC22A8,0.095238095
Naproxen,SLC22A1,0.095238095
Naproxen,NOTCH1,0.333333333
Naproxen,SULF1,0.17
Naproxen,IL1B,0.838952381
Naproxen,COL1A1,0.095238095
Naproxen,TH,0.095238095
Naproxen,AADAC,0.266
Naproxen,INPP5D,0.095238095
Naproxen,ALOX12,0.591952381
Naproxen,SLC22A9,0.7
Naproxen,SLC6A3,0.095238095
Naproxen,RGCC,0.333333333
Naproxen,PLA2G1B,0.095238095
Naproxen,PDE3B,0.095238095
Naproxen,DRD2,0.095238095
Naproxen,GABRG2,0.095238095
Naproxen,PCSK4,0.172
Naproxen,ENSG00000269469,0.16
Naproxen,AGBL3,0.157
Naproxen,NCOA1,0.095238095
Naproxen,FOXC1,0.095238095
Naproxen,MED14,0.095238095
Naproxen,NKX3-1,0.095238095
Naproxen,ACADSB,0.095238095
Naproxen,AGT,0.095238095
Naproxen,PPARD,0.142857143
Naproxen,CYP2C9,1
Naproxen,FGF4,0.333333333
Naproxen,NR2E1,0.095238095
Naproxen,GSK3A,0.271666667
Naproxen,GCLM,0.274
Naproxen,SCP2,0.272
Naproxen,MMP13,0.095238095
Naproxen,UGT1A7,0.095238095
Naproxen,ARPP19,0.095238095
Naproxen,GRIA3,0.047619048
Naproxen,CIB2,0.095238095
Naproxen,ARSK,0.17
Naproxen,NR0B1,0.095238095
Naproxen,SCN10A,0.095238095
Naproxen,USP17L5,0.153
Naproxen,FLOT1,0.095238095
Naproxen,PRKAA2,0.857142857
Naproxen,ZSWIM2,0.225
Naproxen,IGF1,0.095238095
Naproxen,PDE2A,0.095238095
Naproxen,CRABP1,0.095238095
Naproxen,NPPC,0.333333333
Naproxen,AR,0.5
Naproxen,PSMB10,0.217
Naproxen,WNT5A,0.095238095
Naproxen,BMP7,0.095238095
Naproxen,RLIM,0.225
Naproxen,GATA6,0.095238095
Naproxen,FRS2,0.095238095
Naproxen,ABCG1,0.501333333
Naproxen,CIDEA,0.095238095
Naproxen,CD36,0.095238095
Naproxen,CX3CL1,0.095238095
Naproxen,CD82,0.15
Naproxen,TRIB1,0.095238095
Naproxen,SIRT1,0.095238095
Naproxen,USP17L15,0.153
Naproxen,HTT,0.5
Naproxen,ALDH1B1,0.16
Naproxen,GNS,0.17
Naproxen,PCSK2,0.15
Naproxen,CHRM2,0.095238095
Naproxen,PSENEN,0.3
Naproxen,SLC6A2,0.095238095
Naproxen,HAX1,0.095238095
Naproxen,RXRG,0.761904762
Naproxen,TP53,0.857142857
Naproxen,ABHD10,0.172
Naproxen,KIAA1149,0.242
Naproxen,MTOR,0.095238095
Naproxen,CARTPT,0.095238095
Naproxen,CIB1,0.095238095
Naproxen,FITM2,0.095238095
Naproxen,CCL2,0.095238095
Naproxen,DVL3,0.095238095
Naproxen,KCNMA1,0.095238095
Naproxen,AKT1,0.095238095
Naproxen,NR1H3,0.333333333
Naproxen,UGT2B4,0.7
Naproxen,GCG,0.333333333
Naproxen,TSPO,0.095238095
Naproxen,ADRA2A,0.095238095
Naproxen,HMOX2,0.397
Naproxen,HSD17B12,0.181
Naproxen,LHX2,0.095238095
Naproxen,CSNK1A1,0.165
Naproxen,PTGIR,0.318571429
Naproxen,MMP20,0.095238095
Naproxen,TFRC,0.095238095
Naproxen,AVIL,0.28
Naproxen,IL4R,0.095238095
Naproxen,PNPLA2,0.333333333
Naproxen,CXCR2,0.047619048
Naproxen,ID1,0.095238095
Naproxen,ALDH9A1,0.16
Naproxen,CPLX2,0.333333333
Naproxen,ALDH1L2,0.16
Naproxen,IGSF3,0.095238095
Naproxen,RNF44,0.225
Naproxen,TNFRSF21,0.269857143
Naproxen,FOXC2,0.095238095
Naproxen,RARB,0.761904762
Naproxen,ENSG00000266953,0.153
Naproxen,NFKBIA,0.857142857
Naproxen,ABHD5,0.448
Naproxen,RNF43,0.225
Naproxen,THBS1,0.095238095
Naproxen,SRSF1,0.215
Naproxen,UBB,0.167
Naproxen,ANXA1,0.333333333
Naproxen,CLCNKB,0.095238095
Naproxen,RNF122,0.225
Naproxen,SLC7A8,0.095238095
Naproxen,CYP3A4,1
Naproxen,GABRA5,0.095238095
Naproxen,SCN2A,0.095238095
Naproxen,AKR1A1,0.17
Naproxen,CFTR,0.952380952
Naproxen,NAMPT,0.333333333
Naproxen,VDR,0.666666667
Naproxen,USP17L10,0.153
Naproxen,MYOCD,0.095238095
Naproxen,PPARA,0.952380952
Naproxen,PLD1,0.3
Naproxen,CALCRL,0.095238095
Naproxen,EIF2S1,0.163
Naproxen,RUSC1,0.201
Naproxen,ALDH3B2,0.16
Naproxen,IL1RL1,0.095238095
Naproxen,ANKRD2,0.095238095
Naproxen,ABCB1,0.18
Naproxen,GCKR,0.095238095
Naproxen,DRD5,0.095238095
Naproxen,ABCA2,0.252
Naproxen,EDNRA,0.857142857
Naproxen,PLIN5,0.095238095
Naproxen,OGDHL,0.047619048
Naproxen,GRIN2C,0.095238095
Naproxen,STIM1,0.095238095
Naproxen,PRKDC,0.095238095
Naproxen,FOXP3,0.333333333
Naproxen,SCN3B,0.095238095
Naproxen,GABRA1,0.095238095
Naproxen,HOXA13,0.095238095
Naproxen,ALDH16A1,0.16
Naproxen,GRIN2A,0.095238095
Naproxen,ALAD,0.095238095
Naproxen,ALDH5A1,0.24
Naproxen,GSPT2,0.24
Naproxen,USP17L26,0.153
Naproxen,CHGA,0.095238095
Naproxen,TBX2,0.095238095
Naproxen,SCGB1A1,0.095238095
Naproxen,ITPR2,0.095238095
Naproxen,FARSA,0.095238095
Naproxen,GRIN3B,0.047619048
Naproxen,RBP1,0.380952381
Naproxen,CRP,0.257190476
Naproxen,PTGER2,0.428571429
Naproxen,FAM20C,0.095238095
Naproxen,LRRK2,0.095238095
Naproxen,CHRM5,0.095238095
Naproxen,CACNA1B,0.047619048
Naproxen,ADORA2A,0.095238095
Naproxen,CNTNAP4,0.095238095
Naproxen,APOA5,0.095238095
Naproxen,HRH1,0.095238095
Naproxen,HSPA5,0.857142857
Naproxen,DDC,0.095238095
Naproxen,CBFA2T3,0.095238095
Naproxen,AKR1B15,0.17
Naproxen,USP17L21,0.153
Naproxen,ALDH4A1,0.16
Naproxen,PIK3CB,0.095238095
Naproxen,PRKAB2,0.857142857
Naproxen,POR,0.095238095
Naproxen,PLA2G2A,0.952380952
Naproxen,NR1H4,0.095238095
Naproxen,PRKAG3,0.857142857
Naproxen,RNF149,0.225
Naproxen,CRABP2,0.095238095
Naproxen,P2RY1,0.095238095
Naproxen,CD46,0.095238095
Naproxen,PER2,0.095238095
Naproxen,ALOX15,0.333333333
Naproxen,USP17L19,0.153
Naproxen,PAWR,0.095238095
Naproxen,SLC22A2,0.7
Naproxen,SWT1,0.17
Naproxen,HOXA5,0.095238095
Naproxen,SCN4A,0.095238095
Naproxen,PTGES,0.095238095
Naproxen,YARS,0.095238095
Naproxen,NR3C1,0.095238095
Naproxen,APLP1,0.172
Naproxen,THBD,0.952380952
Naproxen,ABCA7,0.252
Naproxen,COPS5,0.476190476
Naproxen,MAPT,0.172
Naproxen,APOA1,0.095238095
Naproxen,MED6,0.4
Naproxen,LIPM,0.172
Naproxen,ACCS,0.213
Naproxen,PCSK6,0.154
Naproxen,RNF11,0.225
Naproxen,CEBPZ,0.234
Naproxen,ATP13A2,0.095238095
Naproxen,STS,0.17
Naproxen,RXRA,0.761904762
Naproxen,C1QC,0.095238095
Naproxen,NLGN2,0.095238095
Naproxen,CHRNA7,0.095238095
Naproxen,EPHX2,0.154
Naproxen,ITGB3,0.333333333
Naproxen,MRPS2,0.227
Naproxen,HMGCS2,0.095238095
Naproxen,CARM1,0.095238095
Naproxen,ATM,0.095238095
Naproxen,PLA2G3,0.095238095
Naproxen,OSBPL8,0.333333333
Naproxen,COPS7A,0.476190476
Naproxen,PDE4B,0.547619048
Naproxen,QPRT,0.047619048
Naproxen,SSH1,0.095238095
Naproxen,TAF11,0.095238095
Naproxen,UGT1A10,0.752095238
Naproxen,UGT1A9,0.753904762
Naproxen,NOD2,0.095238095
Naproxen,MPO,0.57
Naproxen,BMP10,0.095238095
Naproxen,AMELX,0.095238095
Naproxen,AXIN2,0.095238095
Naproxen,HNRNPK,0.714285714
Naproxen,HCLS1,0.095238095
Naproxen,ATF2,0.095238095
Naproxen,KHK,0.095238095
Naproxen,RARG,0.761904762
Naproxen,LMNA,0.095238095
Naproxen,CDH2,0.163
Naproxen,PPME1,0.172
Naproxen,USP17L13,0.153
Naproxen,SUPT20H,0.333333333
Naproxen,ABCA6,0.252
Naproxen,RNF103,0.225
Naproxen,THBS3,0.095238095
Naproxen,IHH,0.333333333
Naproxen,SMO,0.095238095
Naproxen,CLYBL,0.155
Naproxen,HECTD1,0.18
Naproxen,MAPK7,0.095238095
Naproxen,ALDH8A1,0.16
Naproxen,TBC1D32,0.333333333
Naproxen,RNF111,0.225
Naproxen,BCL6,0.095238095
Naproxen,CYP26A1,0.095238095
Naproxen,SLC26A6,0.095238095
Naproxen,RPS6KB2,0.159
Naproxen,PIBF1,0.095238095
Naproxen,BATF,0.095238095
Naproxen,TAF7,0.095238095
Naproxen,RGN,0.095238095
Naproxen,ENSG00000249209,0.181
Naproxen,INS,0.333333333
Naproxen,DFFA,0.541
Naproxen,TBX20,0.095238095
Naproxen,HTR1B,0.274380952
Naproxen,SHANK3,0.095238095
Naproxen,FYN,0.318
Naproxen,CTNNB1,0.095238095
Naproxen,FAM63A,0.206
Naproxen,AGER,0.25447619
Naproxen,MAPK9,0.333333333
Naproxen,MKKS,0.095238095
Naproxen,JAG2,0.174
Naproxen,SOD1,0.095238095
Naproxen,TCF7L2,0.095238095
Naproxen,RNF215,0.225
Naproxen,WNT7B,0.095238095
Naproxen,XCL1,0.095238095
Naproxen,NKX2-5,0.095238095
Naproxen,STK11,0.095238095
Naproxen,MYOG,0.095238095
Naproxen,PIK3CA,0.095238095
Naproxen,ENSG00000249884,0.225
Naproxen,SCN1A,0.095238095
Naproxen,OGDH,0.095238095
Naproxen,PSAPL1,0.095238095
Naproxen,TSHR,0.5
Naproxen,SLC7A11,0.095238095
Naproxen,USP17L28,0.153
Naproxen,AKR1C2,1
Naproxen,PSMB7,0.217
Naproxen,CHRM1,0.095238095
Naproxen,MAPK8IP1,0.192
Naproxen,RPSAP58,0.157
Naproxen,SIGMAR1,0.095238095
Naproxen,UGT1A6,0.714285714
Naproxen,ARSH,0.17
Naproxen,LPO,0.57
Naproxen,HOXD13,0.095238095
Naproxen,NR1D1,0.333333333
Naproxen,OPRK1,0.095238095
Naproxen,RAC3,0.817
Naproxen,HR,0.095238095
Naproxen,CHUK,0.095238095
Naproxen,FABP1,0.095238095
Naproxen,SLC22A7,0.7
Naproxen,COMP,0.095238095
Naproxen,DHFRL1,0.095238095
Naproxen,PLAT,0.952380952
Naproxen,ALDH3A1,0.16
Naproxen,ABCC1,0.095238095
Naproxen,DAB1,0.095238095
Naproxen,NLGN3,0.095238095
Naproxen,TESC,0.095238095
Naproxen,ALDH1A3,0.16
Naproxen,SERPINB7,0.714285714
Naproxen,LRAT,0.095238095
Naproxen,APLP2,0.192
Naproxen,MTNR1B,0.095238095
Naproxen,ELANE,0.8
Naproxen,CTPS1,0.166
Naproxen,IKBKB,0.857142857
Naproxen,AADACL3,0.266
Naproxen,AADACL4,0.266
Naproxen,TCF3,0.333333333
Naproxen,CTNNA1,0.167
Naproxen,LIPJ,0.172
Naproxen,PIK3CD,0.095238095
Naproxen,ADRB1,0.095238095
Naproxen,CTPS2,0.151
Naproxen,PDE1B,0.095238095
Naproxen,ALOX5AP,0.095238095
Naproxen,GABRD,0.095238095
Naproxen,ADRA2B,0.095238095
Naproxen,ADAM9,0.095238095
Naproxen,RAB3B,0.095238095
Naproxen,SNCA,0.333333333
Naproxen,LTF,0.741
Naproxen,CRHR1,0.095238095
Naproxen,HBS1L,0.16
Naproxen,CYR61,0.333333333
Naproxen,ADIPOQ,0.333333333
Naproxen,ITGAV,0.333333333
Naproxen,MGMT,0.18
Naproxen,PTCD1,0.201
Naproxen,SLC35A2,0.153
Naproxen,PAEP,0.095238095
Naproxen,PNLIP,0.8
Naproxen,LPL,0.095238095
Naproxen,ADORA2B,0.095238095
Naproxen,P2RY12,0.142857143
Naproxen,DRD4,0.095238095
Naproxen,BCL2,0.952380952
Naproxen,GABRR3,0.047619048
Naproxen,PNKD,0.095238095
Naproxen,RBP7,0.047619048
Naproxen,IL33,0.095238095
Naproxen,ABHD16A,0.476190476
Naproxen,ANKRD33,0.095238095
Naproxen,SLC34A2,0.095238095
Naproxen,MEF2A,0.095238095
Naproxen,HPGD,0.095238095
Naproxen,SLC22A11,0.728571429
Naproxen,CETP,0.095238095
Naproxen,IMPA1,0.047619048
Naproxen,XBP1,0.095238095
Naproxen,RNF165,0.225
Naproxen,USP17L25,0.153
Naproxen,LONP2,0.095238095
Naproxen,CXCR1,0.095238095
Naproxen,ABCA4,0.252
Naproxen,PI4K2B,0.172
Naproxen,ABCC9,0.095238095
Naproxen,CHRNA3,0.095238095
Naproxen,RNF150,0.225
Naproxen,COPS3,0.476190476
Naproxen,CDKN2A,0.333333333
Naproxen,GLO1,0.952380952
Naproxen,PDE1A,0.095238095
Naproxen,UGT1A4,0.047619048
Naproxen,ETFB,0.287
Naproxen,RNF130,0.225
Naproxen,EIF2AK1,0.333333333
Naproxen,PTPN2,0.095238095
Naproxen,ITGB1BP1,0.095238095
Naproxen,SMAD3,0.095238095
Naproxen,CHRNB1,0.095238095
Naproxen,ALOX5,1
Naproxen,LUM,0.095238095
Naproxen,DOCK4,0.095238095
Naproxen,HTR7,0.095238095
Naproxen,SOCS5,0.095238095
Naproxen,NR1H2,0.333333333
Naproxen,HEY2,0.095238095
Naproxen,EGLN1,0.095238095
Naproxen,PAH,0.095238095
Naproxen,PSAP,0.095238095
Naproxen,KCNQ2,0.095238095
Naproxen,ACAD10,0.154
Naproxen,ARSA,0.17
Naproxen,ENSG00000248919,0.201
Naproxen,LRP6,0.095238095
Naproxen,ABCC2,0.095238095
Naproxen,ABCA12,0.252
Naproxen,NEUROD2,0.333333333
Naproxen,PDE8B,0.095238095
Naproxen,RARA,0.761904762
Naproxen,A2M,0.163
Naproxen,PARK2,0.095238095
Naproxen,CES1,0.095238095
Naproxen,IL1A,0.095238095
Naproxen,LCN12,0.095238095
Naproxen,DLL4,0.095238095
Naproxen,GRIN2D,0.095238095
Naproxen,FOXA1,0.333333333
Naproxen,CUL1,0.476190476
Naproxen,MSX2,0.095238095
Naproxen,CCDC88A,0.095238095
Naproxen,LTC4S,0.095238095
Naproxen,ADRA1B,0.095238095
Naproxen,AKR1B1,0.20952381
Naproxen,GABRQ,0.095238095
Naproxen,FOXL1,0.095238095
Naproxen,BDKRB2,0.333333333
Naproxen,FABP2,0.952380952
Naproxen,FDFT1,0.5
Naproxen,KCND2,0.095238095
Naproxen,NOS2,0.231857143
Naproxen,BCL3,0.095238095
Naproxen,BCHE,0.095238095
Naproxen,RNF115,0.225
Naproxen,MED24,0.095238095
Naproxen,ABCC8,0.380952381
Naproxen,CASP6,0.168
Naproxen,CLCNKA,0.095238095
Naproxen,SOX9,0.333333333
Naproxen,DHFR,0.095238095
Naproxen,ALDH1L1,0.16
Naproxen,ADAM10,0.163
Naproxen,AKR1C4,0.525714286
Naproxen,ENSG00000257767,0.16
Naproxen,HDAC1,0.047619048
Naproxen,ABCA8,0.252
Naproxen,MAD2L2,0.095238095
Naproxen,HDAC5,0.095238095
Naproxen,AADACL2,0.266
Naproxen,KLF4,0.095238095
Naproxen,PRKCZ,0.095238095
Naproxen,HRH2,0.095238095
Naproxen,ALOX15B,0.699333333
Naproxen,PDE7A,0.095238095
Naproxen,FBP1,0.095238095
Naproxen,USP17L17,0.153
Naproxen,RPSA,0.157
Naproxen,MLXIPL,0.095238095
Naproxen,CYP1A2,0.917214286
Naproxen,TYMS,0.095238095
Naproxen,TNFSF11,0.095238095
Naproxen,RSPO2,0.095238095
Naproxen,FARS2,0.095238095
Naproxen,MME,0.179
Naproxen,PRKAB1,0.857142857
Naproxen,CACNA2D2,0.047619048
Naproxen,ENSG00000255154,0.25
Naproxen,IKZF1,0.095238095
Naproxen,UGT1A3,0.759333333
Naproxen,UGT1A5,0.047619048
Naproxen,RGS2,0.095238095
Naproxen,FOXF1,0.095238095
Naproxen,MAPK14,0.333333333
Naproxen,IRS2,0.095238095
Naproxen,SLC12A1,0.047619048
Naproxen,HTR2C,0.095238095
Naproxen,MFI2,0.695
Naproxen,PTH2,0.174
Naproxen,NPY1R,0.206
Naproxen,USP17L23,0.153
Naproxen,FARSB,0.095238095
Naproxen,SERPINA5,0.095238095
Naproxen,CHRM3,0.095238095
Naproxen,CYP19A1,0.267
Naproxen,DLL1,0.242714286
Naproxen,MAOB,0.095238095
Naproxen,SCN11A,0.095238095
Naproxen,STAT5A,0.095238095
Naproxen,ACTN3,0.095238095
Naproxen,ZNF675,0.095238095
Naproxen,CYP3A5,0.095238095
Naproxen,RPS6KB1,0.159
Naproxen,TRAF6,0.095238095
Naproxen,BBS4,0.095238095
Naproxen,FHL2,0.095238095
Naproxen,GATA3,0.095238095
Naproxen,SERPINA6,0.2
Naproxen,RET,0.095238095
Naproxen,SACM1L,0.195
Naproxen,ABCA13,0.252
Naproxen,APLN,0.095238095
Naproxen,CREB1,0.095238095
Naproxen,MED25,0.095238095
Naproxen,DRD3,0.095238095
Naproxen,CHRM4,0.095238095
Naproxen,NGFR,0.314190476
Naproxen,HDAC4,0.095238095
Naproxen,SREBF2,0.333333333
Naproxen,NR4A3,0.095238095
Naproxen,ANAPC2,0.333333333
Naproxen,SNW1,0.095238095
Naproxen,HMGA1,0.095238095
Naproxen,PLA2G2D,0.047619048
Naproxen,TIGAR,0.095238095
Naproxen,ATP6AP2,0.095238095
Naproxen,HTR2A,0.247238095
Naproxen,NR1I2,0.095238095
Naproxen,GABRG3,0.095238095
Naproxen,MED17,0.095238095
Naproxen,ABCA3,0.252
Naproxen,FAM63B,0.174
Naproxen,SCN2B,0.095238095
Naproxen,HSPA8,0.095238095
Naproxen,HTR3A,0.047619048
Naproxen,FEM1B,0.095238095
Naproxen,F11,0.233
Naproxen,ZNRF3,0.225
Naproxen,ENSG00000261884,0.206
Naproxen,GPX4,0.095238095
Naproxen,PTGIS,0.333333333
Naproxen,GALNS,0.17
Naproxen,MSX1,0.095238095
Naproxen,GATA1,0.095238095
Naproxen,LIPN,0.172
Naproxen,DOCK5,0.095238095
Naproxen,PRKCA,0.159
Naproxen,ZFPM2,0.095238095
Naproxen,IFFO2,0.16
Naproxen,RAB3GAP1,0.095238095
Naproxen,AMTN,0.095238095
Naproxen,ABCB5,0.18
Naproxen,USP17L27,0.153
Naproxen,ATG5,0.095238095
Naproxen,GABRE,0.095238095
Naproxen,ADRA1A,0.095238095
Naproxen,PLA2G5,0.047619048
Naproxen,ABHD4,0.172
Naproxen,ARSB,0.17
Naproxen,MED1,0.333333333
Naproxen,NAE1,0.231
Naproxen,PVRL1,0.095238095
Naproxen,RYR2,0.047619048
Naproxen,HSPA1L,0.095238095
Naproxen,IFNL1,0.095238095
Naproxen,EHD1,0.095238095
Naproxen,PTGDS,0.095238095
Naproxen,PTGR1,0.095238095
Naproxen,HSPA1B,0.095238095
Naproxen,GDNF,0.095238095
Naproxen,COL27A1,0.714285714
Naproxen,RYR1,0.095238095
Naproxen,GABRB2,0.095238095
Naproxen,ABCB11,0.746
Naproxen,MAP2K5,0.095238095
Naproxen,PPARG,0.952380952
Naproxen,RPS6KA3,0.879857143
Naproxen,ACAT1,0.095238095
Naproxen,GABRB3,0.095238095
Naproxen,PDCD10,0.095238095
Naproxen,EEF1A1,0.16
Naproxen,TGDS,0.266
Naproxen,TNF,0.761428571
Salsalate,SERPINB7,0.952380952
Salsalate,RPS6KA2,0.095238095
Salsalate,NLGN3,0.19047619
Salsalate,GUCY1A3,0.19047619
Salsalate,PRKAA1,0.904761905
Salsalate,PDXP,0.19047619
Salsalate,GABRA6,0.095238095
Salsalate,DHFRL1,0.285714286
Salsalate,HTR1A,0.095238095
Salsalate,IL13,0.095238095
Salsalate,OPRK1,0.095238095
Salsalate,ALOX12B,0.19047619
Salsalate,TNR,0.19047619
Salsalate,HTR2B,0.095238095
Salsalate,SLC6A4,0.619047619
Salsalate,CHUK,0.380952381
Salsalate,GABRP,0.095238095
Salsalate,AKR1C3,0.571428571
Salsalate,ADRB3,0.19047619
Salsalate,FDPS,0.285714286
Salsalate,CRHR1,0.19047619
Salsalate,ADIPOQ,0.285
Salsalate,HSP90B1,0.19047619
Salsalate,SNCA,0.619047619
Salsalate,ALDH1A1,0.5
Salsalate,ADAM9,0.19047619
Salsalate,RAB3B,0.19047619
Salsalate,ATP1A1,0.285714286
Salsalate,GEMIN6,0.165
Salsalate,CCL5,0.19047619
Salsalate,ADRB1,0.19047619
Salsalate,ND1,0.095238095
Salsalate,ADRA2B,0.19047619
Salsalate,BAK1,0.425
Salsalate,ALOX5AP,0.19047619
Salsalate,GABRD,0.095238095
Salsalate,IKBKB,0.923809524
Salsalate,TYR,0.095238095
Salsalate,HDAC7,0.19047619
Salsalate,ITGB1BP1,0.19047619
Salsalate,SMAD3,0.19047619
Salsalate,ADRB2,0.19047619
Salsalate,SLC34A2,0.19047619
Salsalate,HPGD,0.595238095
Salsalate,AVP,0.619047619
Salsalate,GPX1,0.19047619
Salsalate,XBP1,0.19047619
Salsalate,P2RY12,0.19047619
Salsalate,PTGER3,0.19047619
Salsalate,ADORA2B,0.19047619
Salsalate,DRD4,0.19047619
Salsalate,BCL2,0.425
Salsalate,IMPDH2,0.047619048
Salsalate,PNKD,0.19047619
Salsalate,GABRA2,0.095238095
Salsalate,LTC4S,0.19047619
Salsalate,ADRA1B,0.095238095
Salsalate,GRIN2D,0.095238095
Salsalate,ENSG00000260170,0.15
Salsalate,BDKRB2,0.619047619
Salsalate,GABRQ,0.095238095
Salsalate,D2HGDH,0.19047619
Salsalate,PARK2,0.19047619
Salsalate,RARA,0.095238095
Salsalate,BCL2L1,0.425
Salsalate,NEUROD2,0.619047619
Salsalate,ROCK1,0.095238095
Salsalate,DLL4,0.19047619
Salsalate,NFKB1,0.904761905
Salsalate,IL1A,0.19047619
Salsalate,ROCK2,0.095238095
Salsalate,GRIN3A,0.095238095
Salsalate,HTR1E,0.095238095
Salsalate,FNDC5,0.619047619
Salsalate,CXADR,0.157
Salsalate,HTR7,0.095238095
Salsalate,DOCK4,0.19047619
Salsalate,ATP5J,0.291
Salsalate,ALOX5,0.380952381
Salsalate,LUM,0.19047619
Salsalate,AKR1D1,0.095238095
Salsalate,NR1H2,0.19047619
Salsalate,PRKCZ,0.28
Salsalate,ALOX15B,0.619047619
Salsalate,KLF4,0.19047619
Salsalate,NRXN1,0.19047619
Salsalate,MLXIPL,0.19047619
Salsalate,CYP1A2,0.19047619
Salsalate,ORM1,0.095238095
Salsalate,EPX,0.047619048
Salsalate,AKR1C4,0.238095238
Salsalate,DHFR,0.523809524
Salsalate,HDAC5,0.19047619
Salsalate,SERPINF2,0.19047619
Salsalate,MECOM,0.619047619
Salsalate,LY6E,0.19047619
Salsalate,BCHE,0.19047619
Salsalate,ARRDC3,0.19047619
Salsalate,TBXAS1,0.19047619
Salsalate,ORM2,0.095238095
Salsalate,CYP3A5,0.19047619
Salsalate,TH,0.19047619
Salsalate,SLC22A1,0.19047619
Salsalate,NOTCH1,0.19047619
Salsalate,COL1A1,0.095238095
Salsalate,IL1B,0.19047619
Salsalate,RXRB,0.095238095
Salsalate,ADRA2C,0.19047619
Salsalate,MCL1,0.425
Salsalate,FGF2,0.19047619
Salsalate,DLL1,0.19047619
Salsalate,CHRM3,0.095238095
Salsalate,RGS2,0.19047619
Salsalate,PPP1R16B,0.19047619
Salsalate,RPS6KA6,0.095238095
Salsalate,HTR2C,0.095238095
Salsalate,NDRG2,0.619047619
Salsalate,TNFSF11,0.19047619
Salsalate,AIFM1,0.15
Salsalate,TYMS,0.523809524
Salsalate,PRKAB1,0.904761905
Salsalate,RAB3GAP1,0.19047619
Salsalate,NR2E1,0.19047619
Salsalate,SEPP1,0.8
Salsalate,DOCK5,0.19047619
Salsalate,AGT,0.19047619
Salsalate,GABRE,0.095238095
Salsalate,HSPA8,0.095238095
Salsalate,HTR3A,0.095238095
Salsalate,GABRG3,0.095238095
Salsalate,PTGIS,0.619047619
Salsalate,GPX4,0.19047619
Salsalate,GABRG2,0.095238095
Salsalate,ANAPC2,0.619047619
Salsalate,DRD2,0.19047619
Salsalate,ATP6AP2,0.19047619
Salsalate,HTR2A,0.095238095
Salsalate,MMD2,0.163
Salsalate,VCAM1,0.177
Salsalate,ALOX12,0.19047619
Salsalate,APLN,0.19047619
Salsalate,CREB1,0.19047619
Salsalate,RGCC,0.619047619
Salsalate,PLA2G1B,0.142857143
Salsalate,SLC6A3,0.095238095
Salsalate,CHRM4,0.095238095
Salsalate,DRD3,0.19047619
Salsalate,NGFR,0.19047619
Salsalate,PDCD10,0.19047619
Salsalate,GABRB3,0.095238095
Salsalate,CX3CL1,0.19047619
Salsalate,TNF,0.19047619
Salsalate,GABRB2,0.095238095
Salsalate,PPARG,0.380952381
Salsalate,MAP2K5,0.19047619
Salsalate,ACAT1,0.142857143
Salsalate,RPS6KA3,0.904761905
Salsalate,IFNG,0.238095238
Salsalate,HSPA1L,0.095238095
Salsalate,PTGR1,0.19047619
Salsalate,PTGDS,0.19047619
Salsalate,PRKAA2,0.904761905
Salsalate,GDNF,0.19047619
Salsalate,FLOT1,0.19047619
Salsalate,HSPA1B,0.095238095
Salsalate,ADRA1A,0.095238095
Salsalate,SCN10A,0.095238095
Salsalate,CIB2,0.19047619
Salsalate,NR1H3,0.19047619
Salsalate,UBR5,0.239
Salsalate,DUSP10,0.19047619
Salsalate,DHDH,0.095238095
Salsalate,APOA2,0.095238095
Salsalate,PINK1,0.19047619
Salsalate,P2RX4,0.19047619
Salsalate,KCNMA1,0.285714286
Salsalate,CD34,0.19047619
Salsalate,GART,0.523809524
Salsalate,TOR1A,0.19047619
Salsalate,CCL2,0.19047619
Salsalate,RXRG,0.095238095
Salsalate,TP53,0.904761905
Salsalate,CHRM2,0.095238095
Salsalate,SLC6A2,0.095238095
Salsalate,CARTPT,0.19047619
Salsalate,CIB1,0.19047619
Salsalate,SQRDL,0.15
Salsalate,MPL,0.047619048
Salsalate,PMP22,0.5
Salsalate,ESR1,1
Salsalate,SIRT1,0.31352381
Salsalate,UCP1,0.8
Salsalate,ABAT,0.19047619
Salsalate,GRIA1,0.095238095
Salsalate,HSPA6,0.095238095
Salsalate,FOXC2,0.19047619
Salsalate,SNRK,0.217
Salsalate,HDAC9,0.19047619
Salsalate,CNR1,0.19047619
Salsalate,GABRA4,0.095238095
Salsalate,RARB,0.095238095
Salsalate,NFKBIA,0.904761905
