Drug,Target,Combine_score
Magnesium_salicylate,GLUL,0.095238095
Magnesium_salicylate,P2RY11,0.095238095
Magnesium_salicylate,PTGS2,0.995238095
Magnesium_salicylate,ALOXE3,0.095238095
Magnesium_salicylate,CHIT1,0.549
Magnesium_salicylate,NLGN1,0.095238095
Magnesium_salicylate,CHRNB2,0.095238095
Magnesium_salicylate,CDC20,0.333333333
Magnesium_salicylate,WNT11,0.333333333
Magnesium_salicylate,CCM2L,0.333333333
Magnesium_salicylate,PLA2G2E,0.761904762
Magnesium_salicylate,HCAR2,0.095238095
Magnesium_salicylate,IL6,0.095238095
Magnesium_salicylate,CBR1,0.095238095
Magnesium_salicylate,OXTR,0.095238095
Magnesium_salicylate,FKBP1A,0.095238095
Magnesium_salicylate,SORL1,0.095238095
Magnesium_salicylate,JAK2,0.095238095
Magnesium_salicylate,LPCAT4,0.095238095
Magnesium_salicylate,SDR16C5,0.095238095
Magnesium_salicylate,ACSM2B,0.9
Magnesium_salicylate,AKR1C1,0.980952381
Magnesium_salicylate,MMRN2,0.095238095
Magnesium_salicylate,NFKB2,0.619047619
Magnesium_salicylate,RYR3,0.095238095
Magnesium_salicylate,ADORA1,0.095238095
Magnesium_salicylate,MYO1C,0.095238095
Magnesium_salicylate,DRD1,0.095238095
Magnesium_salicylate,MSR1,0.095238095
Magnesium_salicylate,TENM4,0.095238095
Magnesium_salicylate,NPC1L1,0.095238095
Magnesium_salicylate,PTGDR,0.095238095
Magnesium_salicylate,SLC2A5,0.095238095
Magnesium_salicylate,PRDX2,0.095238095
Magnesium_salicylate,TP53INP1,0.095238095
Magnesium_salicylate,VRK2,0.095238095
Magnesium_salicylate,LTB4R,0.095238095
Magnesium_salicylate,PRDM16,0.333333333
Magnesium_salicylate,ZNF488,0.095238095
Magnesium_salicylate,NCF1,0.095238095
Magnesium_salicylate,CDH13,0.095238095
Magnesium_salicylate,NUAK1,0.095238095
Magnesium_salicylate,ABCG8,0.095238095
Magnesium_salicylate,NTRK1,0.095238095
Magnesium_salicylate,TLR3,0.095238095
Magnesium_salicylate,AGTR2,0.095238095
Magnesium_salicylate,TAC1,0.095238095
Magnesium_salicylate,NPS,0.095238095
Magnesium_salicylate,LEP,0.095238095
Magnesium_salicylate,DNMT3B,0.095238095
Magnesium_salicylate,C1QTNF2,0.095238095
Magnesium_salicylate,IL1RL2,0.095238095
Magnesium_salicylate,PTK2B,0.095238095
Magnesium_salicylate,RPS6KA4,0.095238095
Magnesium_salicylate,SERPINE1,0.714285714
Magnesium_salicylate,CXCR4,0.095238095
Magnesium_salicylate,TXN,0.15
Magnesium_salicylate,IRAK1,0.095238095
Magnesium_salicylate,PIK3CG,0.095238095
Magnesium_salicylate,AKT2,0.095238095
Magnesium_salicylate,IL4,0.728571429
Magnesium_salicylate,GSTM2,0.095238095
Magnesium_salicylate,HIF1A,0.095238095
Magnesium_salicylate,BCO1,0.095238095
Magnesium_salicylate,NCKAP1L,0.333333333
Magnesium_salicylate,TRPV1,0.095238095
Magnesium_salicylate,FURIN,0.095238095
Magnesium_salicylate,GLYAT,0.9
Magnesium_salicylate,METRNL,0.333333333
Magnesium_salicylate,NNMT,0.047619048
Magnesium_salicylate,UGT1A8,0.7
Magnesium_salicylate,GABRA3,0.095238095
Magnesium_salicylate,PTGER4,0.095238095
Magnesium_salicylate,CRH,0.095238095
Magnesium_salicylate,PPP1R12A,0.095238095
Magnesium_salicylate,APOC2,0.095238095
Magnesium_salicylate,AKR1B10,0.333333333
Magnesium_salicylate,OCLN,0.095238095
Magnesium_salicylate,ABCG5,0.095238095
Magnesium_salicylate,CALCA,0.095238095
Magnesium_salicylate,LRP1,0.095238095
Magnesium_salicylate,MRVI1,0.095238095
Magnesium_salicylate,KCNMB3,0.095238095
Magnesium_salicylate,ADRA1D,0.095238095
Magnesium_salicylate,PRKAG2,0.619047619
Magnesium_salicylate,SOAT2,0.095238095
Magnesium_salicylate,ARG1,0.095238095
Magnesium_salicylate,KCNN2,0.095238095
Magnesium_salicylate,PARP1,0.7
Magnesium_salicylate,OLIG2,0.095238095
Magnesium_salicylate,NCOR1,0.095238095
Magnesium_salicylate,NSD1,0.095238095
Magnesium_salicylate,LTA,0.095238095
Magnesium_salicylate,HEXA,0.095238095
Magnesium_salicylate,CERS1,0.095238095
Magnesium_salicylate,NCOA6,0.095238095
Magnesium_salicylate,CAMP,0.095238095
Magnesium_salicylate,PTGDR2,0.095238095
Magnesium_salicylate,NR0B2,0.095238095
Magnesium_salicylate,GABRB1,0.095238095
Magnesium_salicylate,LIPC,0.095238095
Magnesium_salicylate,CYP2D6,0.095238095
Magnesium_salicylate,TNFSF4,0.095238095
Magnesium_salicylate,ID2,0.095238095
Magnesium_salicylate,PLA2G10,0.095238095
Magnesium_salicylate,PLA2G2F,0.095238095
Magnesium_salicylate,FSHB,0.095238095
Magnesium_salicylate,GABRA4,0.095238095
Magnesium_salicylate,CNR1,0.095238095
Magnesium_salicylate,HDAC9,0.095238095
Magnesium_salicylate,MCHR2,0.095238095
Magnesium_salicylate,MPL,0.142857143
Magnesium_salicylate,TWIST1,0.095238095
Magnesium_salicylate,ESR1,0.095238095
Magnesium_salicylate,HSPA6,0.15
Magnesium_salicylate,ABAT,0.095238095
Magnesium_salicylate,SEC24A,0.095238095
Magnesium_salicylate,AZU1,0.095238095
Magnesium_salicylate,ADIG,0.095238095
Magnesium_salicylate,TRAF5,0.095238095
Magnesium_salicylate,ENPP1,0.095238095
Magnesium_salicylate,APOA2,0.714285714
Magnesium_salicylate,ADAMTS1,0.095238095
Magnesium_salicylate,PEPD,0.7
Magnesium_salicylate,TOR1A,0.095238095
Magnesium_salicylate,STX3,0.333333333
Magnesium_salicylate,PINK1,0.095238095
Magnesium_salicylate,P2RX4,0.095238095
Magnesium_salicylate,CD34,0.095238095
Magnesium_salicylate,DHDH,0.333333333
Magnesium_salicylate,DUSP10,0.095238095
Magnesium_salicylate,CYSLTR2,0.095238095
Magnesium_salicylate,PSMB9,0.15
Magnesium_salicylate,FOXB1,0.095238095
Magnesium_salicylate,RIPK2,0.095238095
Magnesium_salicylate,SCP2,0.095238095
Magnesium_salicylate,UGT1A7,0.7
Magnesium_salicylate,ADA,0.095238095
Magnesium_salicylate,APOBEC1,0.095238095
Magnesium_salicylate,PRLR,0.095238095
Magnesium_salicylate,CIB2,0.095238095
Magnesium_salicylate,PRKCD,0.095238095
Magnesium_salicylate,SCN10A,0.095238095
Magnesium_salicylate,OBFC1,0.095238095
Magnesium_salicylate,VAMP7,0.095238095
Magnesium_salicylate,FLOT1,0.095238095
Magnesium_salicylate,PRKAA2,0.619047619
Magnesium_salicylate,PSMB10,0.15
Magnesium_salicylate,CYGB,0.095238095
Magnesium_salicylate,SIGLEC15,0.095238095
Magnesium_salicylate,STAP1,0.095238095
Magnesium_salicylate,CYSLTR1,0.095238095
Magnesium_salicylate,PIF1,0.095238095
Magnesium_salicylate,ABCG1,0.333333333
Magnesium_salicylate,CIDEA,0.095238095
Magnesium_salicylate,CD36,0.095238095
Magnesium_salicylate,CASP3,0.7
Magnesium_salicylate,CX3CL1,0.095238095
Magnesium_salicylate,ALOX12,0.591952381
Magnesium_salicylate,SLC22A9,0.7
Magnesium_salicylate,SLC18A1,0.095238095
Magnesium_salicylate,SLC6A3,0.095238095
Magnesium_salicylate,PLA2G1B,0.238095238
Magnesium_salicylate,RGCC,0.333333333
Magnesium_salicylate,DRD2,0.095238095
Magnesium_salicylate,OSBP,0.095238095
Magnesium_salicylate,GABRG2,0.095238095
Magnesium_salicylate,VIL1,0.095238095
Magnesium_salicylate,DDRGK1,0.095238095
Magnesium_salicylate,ANO6,0.095238095
Magnesium_salicylate,NCOA1,0.095238095
Magnesium_salicylate,IGF1R,0.095238095
Magnesium_salicylate,AGT,0.095238095
Magnesium_salicylate,PPARD,0.095238095
Magnesium_salicylate,NR2E1,0.095238095
Magnesium_salicylate,STX4,0.095238095
Magnesium_salicylate,CHRNA2,0.095238095
Magnesium_salicylate,PPP1R16B,0.095238095
Magnesium_salicylate,LPAR1,0.095238095
Magnesium_salicylate,TLR2,0.095238095
Magnesium_salicylate,NDRG2,0.333333333
Magnesium_salicylate,APOB,0.095238095
Magnesium_salicylate,FGF2,0.095238095
Magnesium_salicylate,MBL2,0.095238095
Magnesium_salicylate,RXRB,0.095238095
Magnesium_salicylate,PLCB1,0.095238095
Magnesium_salicylate,ADRA2C,0.095238095
Magnesium_salicylate,S1PR3,0.095238095
Magnesium_salicylate,STXBP2,0.095238095
Magnesium_salicylate,AACS,0.095238095
Magnesium_salicylate,F3,0.095238095
Magnesium_salicylate,KCNMB4,0.095238095
Magnesium_salicylate,SLC22A1,0.095238095
Magnesium_salicylate,NOTCH1,0.095238095
Magnesium_salicylate,IL1B,0.757142857
Magnesium_salicylate,COL1A1,0.333333333
Magnesium_salicylate,TH,0.095238095
Magnesium_salicylate,LY6E,0.095238095
Magnesium_salicylate,CD86,0.095238095
Magnesium_salicylate,IRF8,0.095238095
Magnesium_salicylate,TBXAS1,0.238095238
Magnesium_salicylate,ARRDC3,0.095238095
Magnesium_salicylate,HDAC2,0.095238095
Magnesium_salicylate,ADAM8,0.095238095
Magnesium_salicylate,MECOM,0.333333333
Magnesium_salicylate,CD300A,0.095238095
Magnesium_salicylate,SERPINF2,0.095238095
Magnesium_salicylate,PPARGC1A,0.095238095
Magnesium_salicylate,MAOA,0.095238095
Magnesium_salicylate,EPX,0.238095238
Magnesium_salicylate,FUS,0.095238095
Magnesium_salicylate,MAP3K13,0.095238095
Magnesium_salicylate,PLA2G4B,0.095238095
Magnesium_salicylate,LBP,0.095238095
Magnesium_salicylate,PRKCB,0.095238095
Magnesium_salicylate,TIPRL,0.095238095
Magnesium_salicylate,SFRP1,0.095238095
Magnesium_salicylate,NRXN1,0.095238095
Magnesium_salicylate,ALDH1A2,0.095238095
Magnesium_salicylate,CLEC7A,0.095238095
Magnesium_salicylate,RNF31,0.095238095
Magnesium_salicylate,CPT1A,0.095238095
Magnesium_salicylate,VAMP8,0.095238095
Magnesium_salicylate,AKR1D1,0.142857143
Magnesium_salicylate,SCARB1,0.230952381
Magnesium_salicylate,P2RY6,0.095238095
Magnesium_salicylate,SCN3A,0.047619048
Magnesium_salicylate,APP,0.095238095
Magnesium_salicylate,GRIN3A,0.095238095
Magnesium_salicylate,ROCK2,0.333333333
Magnesium_salicylate,IGF2R,0.095238095
Magnesium_salicylate,FNDC5,0.333333333
Magnesium_salicylate,CLDN5,0.095238095
Magnesium_salicylate,CBR4,0.095238095
Magnesium_salicylate,SLC22A6,0.9
Magnesium_salicylate,PRDX4,0.095238095
Magnesium_salicylate,NFKB1,0.619047619
Magnesium_salicylate,NOS1,0.095238095
Magnesium_salicylate,CEBPA,0.095238095
Magnesium_salicylate,GNAL,0.095238095
Magnesium_salicylate,TAT,0.047619048
Magnesium_salicylate,D2HGDH,0.095238095
Magnesium_salicylate,CMYA5,0.095238095
Magnesium_salicylate,TBXA2R,0.095238095
Magnesium_salicylate,FGF10,0.095238095
Magnesium_salicylate,NLRP3,0.095238095
Magnesium_salicylate,CYP11A1,0.095238095
Magnesium_salicylate,GABRA2,0.095238095
Magnesium_salicylate,GNG2,0.095238095
Magnesium_salicylate,ABCA5,0.095238095
Magnesium_salicylate,PTGER3,0.095238095
Magnesium_salicylate,YARS2,0.047619048
Magnesium_salicylate,GPX3,0.095238095
Magnesium_salicylate,DNAJA3,0.333333333
Magnesium_salicylate,IKBKG,0.095238095
Magnesium_salicylate,P2RY4,0.095238095
Magnesium_salicylate,AVP,0.333333333
Magnesium_salicylate,GPX1,0.095238095
Magnesium_salicylate,APOC4,0.095238095
Magnesium_salicylate,CAT,0.90952381
Magnesium_salicylate,UNC119,0.095238095
Magnesium_salicylate,NKX2-2,0.095238095
Magnesium_salicylate,HMGCS1,0.095238095
Magnesium_salicylate,ADRB2,0.095238095
Magnesium_salicylate,IRS1,0.095238095
Magnesium_salicylate,TYR,0.095238095
Magnesium_salicylate,ZDHHC17,0.095238095
Magnesium_salicylate,HDAC7,0.095238095
Magnesium_salicylate,CCL5,0.095238095
Magnesium_salicylate,ANXA11,0.095238095
Magnesium_salicylate,ABCA1,0.333333333
Magnesium_salicylate,PDE3A,0.047619048
Magnesium_salicylate,PKP2,0.095238095
Magnesium_salicylate,HSP90B1,0.095238095
Magnesium_salicylate,TRAF2,0.095238095
Magnesium_salicylate,F2RL1,0.095238095
Magnesium_salicylate,RPS6KA5,0.095238095
Magnesium_salicylate,LDLR,0.095238095
Magnesium_salicylate,ADRB3,0.095238095
Magnesium_salicylate,SLC34A1,0.095238095
Magnesium_salicylate,AKR1C3,0.814285714
Magnesium_salicylate,ATG7,0.095238095
Magnesium_salicylate,GABRP,0.095238095
Magnesium_salicylate,TNFRSF1A,0.095238095
Magnesium_salicylate,ADM,0.095238095
Magnesium_salicylate,TBL1XR1,0.095238095
Magnesium_salicylate,PPP2R4,0.095238095
Magnesium_salicylate,TNR,0.095238095
Magnesium_salicylate,ALOX12B,0.095238095
Magnesium_salicylate,FAS,0.095238095
Magnesium_salicylate,GSTP1,0.095238095
Magnesium_salicylate,TLR4,0.095238095
Magnesium_salicylate,HCAR3,0.047619048
Magnesium_salicylate,SLC6A4,0.333333333
Magnesium_salicylate,MGST1,0.095238095
Magnesium_salicylate,IL13,0.714285714
Magnesium_salicylate,PDXP,0.095238095
Magnesium_salicylate,PRKAA1,0.619047619
Magnesium_salicylate,GABRA6,0.095238095
Magnesium_salicylate,GNB1,0.095238095
Magnesium_salicylate,CAD,0.095238095
Magnesium_salicylate,CD38,0.095238095
Magnesium_salicylate,GUCY1A3,0.095238095
Naproxen,NCOR2,0.095238095
Naproxen,TWIST1,0.095238095
Naproxen,P2RX3,0.8
Naproxen,ESR1,0.095238095
Naproxen,IDO1,0.095238095
Naproxen,BCL10,0.095238095
Naproxen,HSPA6,0.095238095
Naproxen,ABAT,0.095238095
Naproxen,ABCB4,0.18
Naproxen,PDE9A,0.095238095
Naproxen,PPP4R3B,0.095238095
Naproxen,STAT3,0.095238095
Naproxen,MED30,0.095238095
Naproxen,HRH4,0.095238095
Naproxen,ENPP1,0.095238095
Naproxen,IL15,0.246
Naproxen,PCSK5,0.154
Naproxen,APOA2,0.095238095
Naproxen,TOR1A,0.095238095
Naproxen,ZNF536,0.333333333
Naproxen,COQ3,0.218
Naproxen,ZBTB46,0.095238095
Naproxen,P2RX4,0.095238095
Naproxen,PINK1,0.095238095
Naproxen,CD34,0.095238095
Naproxen,COL9A1,0.095238095
Naproxen,TBX1,0.095238095
Naproxen,USP42,0.197
Naproxen,DUSP10,0.095238095
Naproxen,USP17L30,0.153
Naproxen,LRP1,0.165
Naproxen,MRVI1,0.095238095
Naproxen,EEF1A2,0.16
Naproxen,ADRA1D,0.095238095
Naproxen,CNNM4,0.095238095
Naproxen,ARG1,0.095238095
Naproxen,PRKAG2,0.857142857
Naproxen,KCNQ3,0.095238095
Naproxen,BACE1,0.175
Naproxen,OTC,0.095238095
Naproxen,MED13,0.095238095
Naproxen,LIPF,0.172
Naproxen,NUCB1,0.476190476
Naproxen,TPO,0.57
Naproxen,NSD1,0.095238095
Naproxen,NCOR1,0.333333333
Naproxen,MED12,0.095238095
Naproxen,TNFRSF1B,0.176
Naproxen,ATP4A,0.32
Naproxen,MEX3C,0.333333333
Naproxen,HDHD3,0.154
Naproxen,ABCG4,0.252
Naproxen,HLA-E,0.095238095
Naproxen,NCOA6,0.095238095
Naproxen,RNF32,0.225
Naproxen,PDE4C,0.095238095
Naproxen,CA2,0.047619048
Naproxen,PTGDR2,0.952380952
Naproxen,NR0B2,0.095238095
Naproxen,YES1,0.151
Naproxen,DDIT4,0.095238095
Naproxen,GABRB1,0.095238095
Naproxen,CYP2D6,1
Naproxen,RNF6,0.225
Naproxen,TNFSF4,0.095238095
Naproxen,GATA4,0.333333333
Naproxen,PDE5A,0.095238095
Naproxen,IFNA2,0.095238095
Naproxen,FGFR2,0.095238095
Naproxen,GABRA4,0.095238095
Naproxen,CACNA2D1,0.095238095
Naproxen,CNR1,0.095238095
Naproxen,HDAC9,0.095238095
Naproxen,AKT2,0.095238095
Naproxen,IL4,0.095238095
Naproxen,ARSI,0.17
Naproxen,SCN9A,0.095238095
Naproxen,PDE11A,0.095238095
Naproxen,ARSG,0.17
Naproxen,ARSF,0.17
Naproxen,APH1B,0.257
Naproxen,FAM20A,0.095238095
Naproxen,RPS6KA1,0.519428571
Naproxen,GRIN2B,0.095238095
Naproxen,NKX2-6,0.095238095
Naproxen,BAD,0.095238095
Naproxen,PLAA,0.179
Naproxen,TRPV1,0.095238095
Naproxen,FURIN,0.172
Naproxen,IRF4,0.095238095
Naproxen,NNMT,0.047619048
Naproxen,METRNL,0.333333333
Naproxen,UGT1A8,0.095238095
Naproxen,RBX1,0.476190476
Naproxen,GABRA3,0.095238095
Naproxen,RNF14,0.17
Naproxen,SIRT6,0.095238095
Naproxen,PTGER4,0.428571429
Naproxen,NRG1,0.095238095
Naproxen,ARSE,0.17
Naproxen,EIF2AK3,0.165
Naproxen,UCN,0.095238095
Naproxen,NENF,0.095238095
Naproxen,HTR1F,0.095238095
Naproxen,CRH,0.095238095
Naproxen,APOC2,0.095238095
Naproxen,SCN4B,0.095238095
Naproxen,AKR1B10,0.20952381
Naproxen,SULF2,0.17
Naproxen,CDC37,0.095238095
Naproxen,ABCG5,0.252
Naproxen,USP17L24,0.153
Naproxen,CALCA,0.095238095
Naproxen,OGT,0.095238095
Naproxen,ETF1,0.215
Naproxen,TP63,0.095238095
Naproxen,MATN1,0.333333333
Naproxen,SLC2A5,0.095238095
Naproxen,TAB2,0.163
Naproxen,UBC,0.165
Naproxen,PRDM16,0.333333333
Naproxen,APBA2,0.168
Naproxen,NCF1,0.095238095
Naproxen,ABCA10,0.252
Naproxen,HTR1D,0.095238095
Naproxen,THRAP3,0.095238095
Naproxen,ABCG8,0.252
Naproxen,NTRK1,0.095238095
Naproxen,ATF6,0.171
Naproxen,PDE4A,0.095238095
Naproxen,AGTR2,0.095238095
Naproxen,OPRM1,0.095238095
Naproxen,PJA2,0.225
Naproxen,NPS,0.095238095
Naproxen,ATP12A,0.32
Naproxen,LEP,0.095238095
Naproxen,C1QTNF2,0.095238095
Naproxen,PTK2B,0.095238095
Naproxen,ATP5O,0.181
Naproxen,ABCA9,0.252
Naproxen,DICER1,0.095238095
Naproxen,USP17L29,0.153
Naproxen,INSRR,0.151
Naproxen,CXCR4,0.156
Naproxen,PANX1,0.095238095
Naproxen,WNT11,0.333333333
Naproxen,CCM2L,0.333333333
Naproxen,PLA2G2E,0.047619048
Naproxen,PDE6C,0.095238095
Naproxen,ARSD,0.17
Naproxen,PDE1C,0.095238095
Naproxen,SERPINH1,0.333333333
Naproxen,ASS1,0.095238095
Naproxen,GDF5,0.333333333
Naproxen,HCAR2,0.047619048
Naproxen,RUNX1,0.095238095
Naproxen,PRKG2,0.192
Naproxen,IL6,0.234571429
Naproxen,CBR1,0.095238095
Naproxen,OXTR,0.095238095
Naproxen,APBB1,0.16
Naproxen,GABRR1,0.047619048
Naproxen,LIPA,0.172
Naproxen,WDR77,0.333333333
Naproxen,AKR1CL1,0.17
Naproxen,NR2F2,0.095238095
Naproxen,AKR1C1,0.963285714
Naproxen,RYR3,0.249952381
Naproxen,NFKB2,0.857142857
Naproxen,ADORA1,0.095238095
Naproxen,MMRN2,0.095238095
Naproxen,DDIT3,0.095238095
Naproxen,DRD1,0.095238095
Naproxen,HSPA9,0.047619048
Naproxen,GGCX,0.095238095
Naproxen,PTGR2,0.952380952
Naproxen,MSR1,0.095238095
Naproxen,KAT2B,0.333333333
Naproxen,PDE6A,0.095238095
Naproxen,GHR,0.211
Naproxen,KMT2E,0.095238095
Naproxen,DBH,0.095238095
Naproxen,NANP,0.217
Naproxen,FOXO1,0.095238095
Naproxen,ALB,0.984
Naproxen,PROX1,0.095238095
Naproxen,GSK3B,0.047619048
Naproxen,PRKG1,0.24
Naproxen,NAPRT,0.333333333
Naproxen,SIN3A,0.095238095
Naproxen,APPL1,0.095238095
Naproxen,HLX,0.095238095
Naproxen,GLUL,0.095238095
Naproxen,HMGB1,0.095238095
Naproxen,P2RY11,0.095238095
Naproxen,OPRD1,0.316904762
Naproxen,KCND3,0.095238095
Naproxen,NPFF,0.095238095
Naproxen,PTGS2,1
Naproxen,SRF,0.095238095
Naproxen,TRIP12,0.283
Naproxen,ALOXE3,0.095238095
Naproxen,NLGN1,0.095238095
Naproxen,CD44,0.095238095
Naproxen,CHRNB2,0.095238095
Naproxen,CDC20,0.333333333
Naproxen,USP17L12,0.153
Naproxen,GABRR2,0.047619048
Naproxen,SHH,0.095238095
Naproxen,GPI,0.153
Naproxen,SOAT1,0.095238095
Naproxen,KCNA1,0.095238095
Naproxen,PTGS1,1
Naproxen,LGALS9,0.095238095
Naproxen,ALDH3A2,0.16
Naproxen,GLT8D1,0.163
Naproxen,SLC27A1,0.095238095
Naproxen,HTR4,0.047619048
Naproxen,SCN5A,0.095238095
Naproxen,FITM1,0.095238095
Naproxen,NAPG,0.163
Naproxen,AVPR1A,0.333333333
Naproxen,GIP,0.095238095
Naproxen,PRKAG1,0.857142857
Naproxen,UBA7,0.184
Naproxen,BMP4,0.095238095
Naproxen,SOX10,0.095238095
Naproxen,CAV1,0.476190476
Naproxen,HTR6,0.095238095
Naproxen,SRPX2,0.095238095
Naproxen,CCK,0.095238095
Naproxen,GABRG1,0.095238095
Naproxen,KCNA2,0.047619048
Naproxen,MYH10,0.095238095
Naproxen,RNF24,0.225
Naproxen,TOB2,0.095238095
Naproxen,ABHD14B,0.172
Naproxen,PDE10A,0.095238095
Naproxen,NCEH1,0.266
Naproxen,LIPE,1
Naproxen,SCN8A,0.095238095
Naproxen,ALDOB,0.095238095
Naproxen,HSPA2,0.095238095
Naproxen,HMGCR,0.15
Naproxen,HPGDS,0.095238095
Naproxen,CRHR2,0.095238095
Naproxen,CHRNB4,0.095238095
Naproxen,IL18,0.095238095
Naproxen,RFWD3,0.333333333
Naproxen,NRIP1,0.095238095
Naproxen,RORC,0.5
Naproxen,PTGES3,0.095238095
Naproxen,SOX11,0.095238095
Naproxen,ESRRG,0.095238095
Naproxen,CCNB1,0.095238095
Naproxen,HAND1,0.095238095
Naproxen,TNFRSF11A,0.095238095
Naproxen,PTGER1,0.428571429
Naproxen,RELN,0.095238095
Naproxen,GSPT1,0.24
Naproxen,HEG1,0.333333333
Naproxen,FAM213B,0.095238095
Naproxen,PJA1,0.225
Naproxen,TYSND1,0.095238095
Naproxen,ISL1,0.095238095
Naproxen,OSBPL11,0.095238095
Naproxen,ABCD2,0.095238095
Naproxen,MID1IP1,0.095238095
Naproxen,PXDNL,0.57
Naproxen,ACE,0.167
Naproxen,SLC11A2,0.095238095
Naproxen,SRI,0.095238095
Naproxen,MLYCD,0.095238095
Naproxen,PI4K2A,0.172
Naproxen,CYP26C1,0.095238095
Naproxen,VEGFA,0.095238095
Naproxen,GRIN1,0.095238095
Naproxen,CD200,0.233
Naproxen,PDPK1,0.095238095
Naproxen,HSPA1A,0.095238095
Naproxen,PLA2G4A,0.095238095
Naproxen,UGT1A1,0.761142857
Naproxen,IL1RN,0.095238095
Naproxen,EDNRB,0.047619048
Naproxen,AKR1C3,1
Naproxen,PSMC5,0.476190476
Naproxen,GABRP,0.095238095
Naproxen,TRIT1,0.16
Naproxen,TNR,0.095238095
Naproxen,EPHX1,0.172
Naproxen,ALOX12B,0.095238095
Naproxen,REN,0.751
Naproxen,HGD,0.159
Naproxen,HCAR3,0.047619048
Naproxen,SLC6A4,0.333333333
Naproxen,MESP2,0.198
Naproxen,AKR1E2,0.17
Naproxen,USP17L18,0.153
Naproxen,HTR1A,0.095238095
Naproxen,ABHD14A,0.172
Naproxen,IL13,0.095238095
Naproxen,PSEN2,0.319
Naproxen,RPS6KA2,0.519428571
Naproxen,PAX2,0.333333333
Naproxen,PDXP,0.095238095
Naproxen,PRKAA1,0.857142857
Naproxen,GABRA6,0.095238095
Naproxen,APH1A,0.229
Naproxen,GUCY1A3,0.095238095
Naproxen,SGSH,0.17
Naproxen,CYP26B1,0.095238095
Naproxen,PDE7B,0.095238095
Naproxen,TYR,0.095238095
Naproxen,IMPA2,0.047619048
Naproxen,HDAC7,0.095238095
Naproxen,TF,0.741
Naproxen,SCN1B,0.095238095
Naproxen,CHMP3,0.225
Naproxen,CCL5,0.095238095
Naproxen,SERHL2,0.172
Naproxen,HSD17B4,0.271
Naproxen,NPL2,0.172
Naproxen,RSAD2,0.095238095
Naproxen,ENSG00000264813,0.165
Naproxen,ABCA1,0.501333333
Naproxen,PDE3A,0.095238095
Naproxen,HSP90B1,0.095238095
Naproxen,ALDH1A1,0.16
Naproxen,FDPS,0.201
Naproxen,SPI1,0.333333333
Naproxen,ADRB3,0.095238095
Naproxen,PSME3,0.333333333
Naproxen,IL9,0.095238095
Naproxen,NLRP3,0.095238095
Naproxen,CUL4A,0.476190476
Naproxen,GABRA2,0.095238095
Naproxen,FGF8,0.095238095
Naproxen,AHR,0.095238095
Naproxen,CTSB,0.164
Naproxen,NMS,0.174
Naproxen,ABCA5,0.323238095
Naproxen,PSMD1,0.476190476
Naproxen,YARS2,0.095238095
Naproxen,PTGER3,0.428571429
Naproxen,PSEN1,0.309
Naproxen,USP17L22,0.153
Naproxen,RNF181,0.225
Naproxen,POMP,0.209
Naproxen,MED16,0.095238095
Naproxen,AVP,0.333333333
Naproxen,RAC1,0.817
Naproxen,GPX1,0.095238095
Naproxen,ENSG00000255275,0.16
Naproxen,APOC4,0.095238095
Naproxen,PDE8A,0.095238095
Naproxen,IER3,0.095238095
Naproxen,NCSTN,0.3
Naproxen,RNF38,0.225
Naproxen,NTRK2,0.095238095
Naproxen,ADRB2,0.095238095
Naproxen,IRS1,0.095238095
Naproxen,LEF1,0.095238095
Naproxen,PSTPIP2,0.156
Naproxen,AKR1D1,0.20952381
Naproxen,CPT1A,0.095238095
Naproxen,SCARB1,0.095238095
Naproxen,SCN3A,0.095238095
Naproxen,APP,0.225
Naproxen,GRIN3A,0.095238095
Naproxen,GCLC,0.15
Naproxen,CPS1,0.095238095
Naproxen,UPP2,0.182
Naproxen,CHRNA4,0.095238095
Naproxen,AFMID,0.266
Naproxen,ITPR1,0.095238095
Naproxen,FNDC5,0.333333333
Naproxen,CD74,0.095238095
Naproxen,LAMP1,0.163
Naproxen,SLC22A6,0.772904762
Naproxen,RNF126,0.225
Naproxen,NFKB1,0.857142857
Naproxen,MED4,0.095238095
Naproxen,ALDH7A1,0.16
Naproxen,LIPK,0.172
Naproxen,CER1,0.095238095
Naproxen,TRPM7,0.171
Naproxen,UBE2J2,0.183
Naproxen,TAT,0.095238095
Naproxen,MEF2C,0.095238095
Naproxen,D2HGDH,0.095238095
Naproxen,IL5,0.095238095
Naproxen,FGF10,0.333333333
Naproxen,SRC,0.151
Naproxen,LY6E,0.095238095
Naproxen,CD86,0.095238095
Naproxen,PDE6B,0.095238095
Naproxen,KAT2A,0.333333333
Naproxen,ARRDC3,0.095238095
Naproxen,HDAC2,0.095238095
Naproxen,TBXAS1,0.095238095
Naproxen,WDR5,0.333333333
Naproxen,CHRNA5,0.095238095
Naproxen,PDE4D,0.095238095
Naproxen,SMPD2,0.178
Naproxen,HEBP2,0.169
Naproxen,MECOM,0.333333333
Naproxen,SERPINF2,0.095238095
Naproxen,ARSJ,0.17
Naproxen,PPARGC1A,0.095238095
Naproxen,PARVA,0.095238095
Naproxen,SPX,0.095238095
Naproxen,USP17L11,0.153
Naproxen,MTNR1A,0.095238095
Naproxen,EPX,0.610952381
Naproxen,PRKCG,0.159
Naproxen,ALDH2,0.16
Naproxen,PSMB4,0.232
