"gene","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance","ensembl_gene_id","logFC","logCPM","LR","PValue","FDR","Significance","Label","Source"
"SLC9A9","SLC9A9",1.65213317498866e-10,-0.475690634234387,0.015,0.03,3.01068228478184e-06,"Downregulated","ENSG00000181804",2.69771430973721,2.33694773844404,187.873643779089,9.25725206829131e-43,7.50344057788256e-42,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SLFN13","SLFN13",8.76053405616936e-07,-1.00578977735063,0.009,0.018,0.0159643212105574,"Downregulated","ENSG00000154760",-2.66781912729897,-2.32717465750368,6.20386584183735,0.0127471599277878,0.0260449438947816,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SLFN5","SLFN5",4.93133190242112e-24,-0.931767054918514,0.052,0.093,8.986366125782e-20,"Downregulated","ENSG00000166750",2.97288960850415,5.61388139528356,1426.58796792786,3.50627258157292e-312,4.09857740196199e-310,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SMARCC2","SMARCC2",3.08020632630149e-12,-0.290100791221608,0.055,0.084,5.61305998841921e-08,"Downregulated","ENSG00000139613",-1.86652740917056,7.30108873269861,1111.7891725025,9.04873272283026e-244,6.23177847947694e-242,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SMC1A","SMC1A",1.25429393572744e-06,-0.322475559490369,0.039,0.056,0.0228569983907612,"Downregulated","ENSG00000072501",-2.20590957271383,7.53971271374297,1379.26957364384,6.71767105915704e-302,7.24202919942835e-300,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SMC6","SMC6",2.49068387637834e-16,-0.959186050341704,0.025,0.05,4.53877322792424e-12,"Downregulated","ENSG00000163029",-1.3483370320088,4.3935619014807,225.252684676547,6.46694237177565e-51,6.02994941382956e-50,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SMIM14","SMIM14",2.002264291856e-26,-0.61957855340118,0.053,0.098,3.64872621904919e-22,"Downregulated","ENSG00000163683",1.86373196570222,6.1951976244263,826.351208884588,1.0068127010262e-181,4.38186144017236e-180,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SMPD1","SMPD1",5.21091134030941e-07,-0.360336552522926,0.058,0.079,0.00949584373544583,"Downregulated","ENSG00000166311",1.34198500938652,5.11150606786101,325.20288302869,1.06568468761351e-72,1.39900921404478e-71,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SMPD3","SMPD3",1.51757078734495e-16,-1.736677241324,0.009,0.026,2.76546924577871e-12,"Downregulated","ENSG00000103056",1.11607618298095,6.01140160760003,301.888900408449,1.27716739755948e-67,1.54623413222787e-66,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SNAPIN","SNAPIN",3.09627267962707e-12,-0.396845356100583,0.045,0.072,5.64233770408441e-08,"Downregulated","ENSG00000143553",-1.0472180018771,7.06546773924786,369.621786145426,2.26226302230211e-82,3.42029312478063e-81,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SNX11","SNX11",2.51785306266549e-06,-0.47063919075163,0.013,0.024,0.0458828363609531,"Downregulated","ENSG00000002919",1.30127941575932,4.85875967036884,277.09919154687,3.21917157009968e-62,3.61878059809032e-61,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SNX29","SNX29",1.48227614061711e-08,-0.451559199755602,0.018,0.032,0.000270115181104656,"Downregulated","ENSG00000048471",1.98998687637382,4.90729580211674,595.794433596174,1.37577847794433e-131,3.76782994466819e-130,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SNX5","SNX5",2.06023415273269e-10,-0.296769657043885,0.072,0.101,3.75436469652478e-06,"Downregulated","ENSG00000089006",-1.42723709011545,6.24335733473515,500.114312336447,8.97631829072784e-111,1.95334161720268e-109,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SORL1","SORL1",1.6407219323684e-10,-0.493259822381017,0.054,0.08,2.98988757735494e-06,"Downregulated","ENSG00000137642",-1.89841336467169,3.04819454517086,144.766646438355,2.41533908838447e-33,1.62993984179433e-32,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SPATA6L","SPATA6L",4.14011593974872e-09,-2.01232724150553,0.003,0.011,7.54453327700409e-05,"Downregulated","ENSG00000106686",1.51827050171916,-0.31514888722307,13.9442165814822,0.000188316120249661,0.000486727932285405,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SPHK2","SPHK2",7.13206448855843e-10,-0.478861407911636,0.02,0.037,1.29967611175e-05,"Downregulated","ENSG00000063176",1.58575261508067,4.52273058434459,328.49994216621,2.03940828161474e-73,2.71112449951129e-72,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SPINK2","SPINK2",4.22128021342519e-08,-0.966097760955572,0.013,0.025,0.000769243893292472,"Downregulated","ENSG00000128040",1.375117078418,0.0246014794037724,14.4304015328365,0.000145435415581945,0.000379595268542182,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SPOCK2","SPOCK2",3.51190532344254e-26,0.690982349674099,0.287,0.215,6.39974507090933e-22,"Upregulated","ENSG00000107742",2.2828181502879,3.15408185422548,230.308616281751,5.10550508238065e-52,4.84490993960657e-51,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SPP1","SPP1",3.0999670464913e-16,3.55161102232703,0.033,0.012,5.64906994882109e-12,"Upregulated","ENSG00000118785",6.68670497117038,-1.46290464249545,32.96655119791,9.37581421626196e-09,3.1378533997799e-08,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SPRY2","SPRY2",9.29705533531201e-11,-1.50817268738999,0.006,0.016,1.69420239375391e-06,"Downregulated","ENSG00000136158",1.1307449819758,4.15159593482475,148.676241897695,3.37528180171084e-34,2.32033511690843e-33,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SRGAP1","SRGAP1",3.09172257742536e-13,-0.284493807232144,0.019,0.038,5.63404605284223e-09,"Downregulated","ENSG00000196935",1.50435728984733,4.350951017766,260.302890355396,1.47398621625538e-58,1.56091098478776e-57,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SRGAP3","SRGAP3",2.76978609667195e-12,-0.631680654168865,0.032,0.055,5.04738120396529e-08,"Downregulated","ENSG00000196220",1.16341319646733,3.30178503599365,81.4126874026677,1.83178186556695e-19,8.87640294418394e-19,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SRP9","SRP9",7.0855286344184e-26,-0.277910749225081,0.249,0.325,1.29119588305006e-21,"Downregulated","ENSG00000143742",-1.03804650950712,8.64317465770086,432.690016880548,4.22095086856217e-96,7.6607370641858e-95,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SRSF1","SRSF1",4.85828943982467e-21,-0.423526832880742,0.092,0.141,8.85326084619249e-17,"Downregulated","ENSG00000136450",-1.72053406975016,7.75333488304389,1027.51082885472,1.88141100867745e-225,1.1277007556727e-223,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SSBP2","SSBP2",3.83372313659864e-10,-0.289971812570271,0.03,0.05,6.9861936718237e-06,"Downregulated","ENSG00000145687",-1.47869062236369,5.4063251325723,431.031785129015,9.68993175475544e-96,1.7482562265277e-94,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ST6GAL1","ST6GAL1",3.95454479900638e-07,-0.388306758135346,0.024,0.038,0.00720636698722933,"Downregulated","ENSG00000073849",-3.01092408285558,3.71038302466815,583.200506162029,7.5493362914612e-129,2.00629530414799e-127,"Significant","Down in WA (Up in Control)","Common_DEGs"
"STAT4","STAT4",3.9417486836988e-09,0.555709058535718,0.242,0.206,7.18304862630432e-05,"Upregulated","ENSG00000138378",3.5385597397754,-0.778405321987267,32.5295192270496,1.17395776550089e-08,3.91178216116937e-08,"Significant","Up in WA (Down in Control)","Common_DEGs"
"STAT6","STAT6",6.44786084471028e-14,-0.695729264843026,0.03,0.055,1.17499368173155e-09,"Downregulated","ENSG00000166888",1.55024426641929,0.177166773303739,18.1836277379846,2.00595872715003e-05,5.60899961567412e-05,"Significant","Up in WA (Down in Control)","Common_DEGs"
"STOML1","STOML1",2.71687964998754e-06,-0.884867882216941,0.005,0.012,0.049509697861723,"Downregulated","ENSG00000067221",-1.18496808636623,3.72159742553696,133.783461431116,6.09314622508528e-31,3.90045736846678e-30,"Significant","Down in WA (Up in Control)","Common_DEGs"
"STUB1","STUB1",2.34784713576626e-07,-0.862341797645726,0.02,0.034,0.00427848183550685,"Downregulated","ENSG00000103266",-1.66819447149681,6.57048003271362,759.21821359465,3.9723383492573e-167,1.52634849744951e-165,"Significant","Down in WA (Up in Control)","Common_DEGs"
"STX17","STX17",1.51180515952651e-07,-0.659616472920422,0.025,0.04,0.00275496254220516,"Downregulated","ENSG00000136874",1.58498984030205,4.34559976502994,283.252759750386,1.4681748396953e-63,1.67636774641706e-62,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SUGP2","SUGP2",1.91764894978381e-09,-0.771157044821653,0.02,0.035,3.49453168119104e-05,"Downregulated","ENSG00000064607",-1.11929705969364,5.97797517326553,318.072201357456,3.80909170966312e-71,4.87464676888055e-70,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SULT1A1","SULT1A1",7.67121250882636e-12,-1.0363183968723,0.011,0.025,1.39792505548343e-07,"Downregulated","ENSG00000196502",-1.20232389600498,3.77699728058161,141.422903279575,1.30037473334505e-32,8.63210024795996e-32,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SYK","SYK",3.63929640140951e-09,-0.366077206352029,0.018,0.032,6.63188983228855e-05,"Downregulated","ENSG00000165025",-1.66223931046142,3.49609830132792,191.207830709669,1.73257472232747e-43,1.42708213292356e-42,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SYNE1","SYNE1",1.36865815170981e-16,-0.65644625228197,0.04,0.071,2.49410574986078e-12,"Downregulated","ENSG00000131018",1.91282182611323,3.69400331971972,293.973174053064,6.77419325334808e-66,7.99512038554725e-65,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SYNGR1","SYNGR1",1.10727937821272e-09,-0.297990314461359,0.02,0.036,2.01779521091705e-05,"Downregulated","ENSG00000100321",-1.45127085455652,5.76550654437784,494.939266929876,1.19976108739166e-109,2.56686613010042e-108,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SYNGR2","SYNGR2",1.29631039354205e-17,-0.369029886324351,0.097,0.142,2.36226643015167e-13,"Downregulated","ENSG00000108639",-1.33483058572481,6.96772133185927,530.567300643865,2.12583533470865e-117,4.97370477198053e-116,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SYNJ2BP","SYNJ2BP",1.47108668609346e-12,-0.682524732262077,0.025,0.047,2.6807612680681e-08,"Downregulated","ENSG00000213463",1.17180403250389,4.27262858900275,168.989814788886,1.22971586301168e-38,9.23164401196439e-38,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SYNRG","SYNRG",4.39020251853055e-25,-0.629709941317308,0.078,0.128,8.00026604951822e-21,"Downregulated","ENSG00000006114",1.1722962720303,6.26945743720091,379.140106520388,1.91502354059516e-84,2.96575904568618e-83,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TAF3","TAF3",9.37027727193329e-07,-0.369942310652382,0.05,0.069,0.017075456272644,"Downregulated","ENSG00000165632",1.12151482829063,4.68278051640663,188.835598898005,5.70819313039839e-43,4.64899263788907e-42,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TAMM41","TAMM41",1.56433959419122e-06,-1.00443610755482,0.013,0.024,0.0285069604249465,"Downregulated","ENSG00000144559",-1.39613223197001,3.71993264557815,168.913941615661,1.2775468067626e-38,9.58364286390956e-38,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TAZ","TAZ",5.50754550438045e-07,-0.669724681038962,0.026,0.04,0.0100364001726325,"Downregulated","ENSG00000102125",-1.2657042500581,4.4996659855451,223.333667845858,1.69531295396089e-50,1.56924462719639e-49,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TBCD","TBCD",1.6161906625209e-08,-0.377741271642878,0.089,0.117,0.000294518424431184,"Downregulated","ENSG00000141556",-1.90785973087654,6.52969366215089,1031.74138294608,2.26433164260919e-226,1.36797017988839e-224,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TCHH","TCHH",2.66191832266464e-06,2.54269158718384,0.013,0.005,0.0485081375939177,"Upregulated","ENSG00000159450",1.1589579079853,3.87666207958938,108.09659231508,2.55993281124123e-25,1.44470939952199e-24,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TCOF1","TCOF1",2.47154629107709e-12,-0.508819819300607,0.055,0.084,4.50389880622978e-08,"Downregulated","ENSG00000070814",-2.19750990077937,7.08444830666477,1434.24693587932,7.59557837661915e-314,8.94723940896754e-312,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TFCP2","TFCP2",1.68423454592509e-06,-0.699413544501374,0.011,0.021,0.0306918061303929,"Downregulated","ENSG00000135457",-7.34601595836981,0.695243889449346,188.288988444327,7.51305517343414e-43,6.10428229790418e-42,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TGIF1","TGIF1",1.33433504984857e-06,0.631021896131371,0.182,0.155,0.0243155876133904,"Upregulated","ENSG00000177426",1.50825588512252,5.70256259955923,452.198946135952,2.39644033523847e-100,4.56101049206428e-99,"Significant","Up in WA (Down in Control)","Common_DEGs"
"THAP3","THAP3",5.86737922757756e-09,-1.20844133551757,0.01,0.022,0.000106921251664146,"Downregulated","ENSG00000041988",1.09443166179592,4.9207589739427,153.986898128297,2.3312677552281e-35,1.63055130546204e-34,"Significant","Up in WA (Down in Control)","Common_DEGs"
"THBS1","THBS1",2.75895472426487e-09,1.54628141415656,0.038,0.021,5.02764319402788e-05,"Upregulated","ENSG00000137801",-1.11534957409451,2.38829408487362,47.5499774953972,5.36193744385081e-12,2.06003462378094e-11,"Significant","Down in WA (Up in Control)","Common_DEGs"
"THRA","THRA",1.74137079840539e-06,-1.12761335596045,0.007,0.015,0.0317330000593414,"Downregulated","ENSG00000126351",-3.41318496249589,6.03412444930614,2037.23959594429,0,0,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TIMELESS","TIMELESS",1.64481000220298e-08,-1.14327213235596,0.004,0.013,0.000299733726701449,"Downregulated","ENSG00000111602",-1.88837760634193,7.37042370050788,1122.34760271523,4.58991832813427e-246,3.21178482277634e-244,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TIMM9","TIMM9",7.28165782648232e-07,-0.272505623196849,0.041,0.059,0.0132693650571987,"Downregulated","ENSG00000100575",-1.33013516015201,3.62429764578045,144.900261125593,2.25822076944924e-33,1.525599146482e-32,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TIMP1","TIMP1",5.88268445479958e-10,1.39378207624057,0.179,0.146,1.07200158819813e-05,"Upregulated","ENSG00000102265",1.12656292616757,-0.289439214982692,6.47939118636686,0.0109132357602566,0.0226159427937555,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TINCR","TINCR",1.4566749784013e-06,-1.1663422869244,0.004,0.01,0.0265449881314069,"Downregulated","ENSG00000223573",-1.9439428336369,2.82194476873894,181.215745643027,2.63013807608061e-41,2.06811552997792e-40,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TIPARP","TIPARP",5.3815769892721e-09,0.634937517054651,0.162,0.129,9.80684774755055e-05,"Upregulated","ENSG00000163659",3.17161413361458,6.04150984452999,1728.80434203429,0,0,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TLR10","TLR10",5.07159508566411e-13,-1.17141425610305,0.008,0.022,9.2419677246057e-09,"Downregulated","ENSG00000174123",6.40062439240605,-1.67591042750471,28.1693251902932,1.11152274443267e-07,3.54055621318609e-07,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TLR6","TLR6",5.11296137102737e-12,-1.89048216236895,0.002,0.011,9.31734950642318e-08,"Downregulated","ENSG00000174130",6.71692901535541,0.960081599211957,199.732632562982,2.3887882107164e-45,2.02950541689632e-44,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TMC7","TMC7",1.40831529250842e-06,-1.6168360574378,0.004,0.01,0.0256637295753809,"Downregulated","ENSG00000170537",2.27797343632707,3.3347384979553,295.412194515686,3.29097798769614e-66,3.90830858024996e-65,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TMC8","TMC8",3.67944547656563e-08,-0.580410577881273,0.056,0.078,0.000670505349194555,"Downregulated","ENSG00000167895",1.25464355560945,-0.252608291035596,8.80374999943139,0.0030061202916009,0.00681481081709407,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TMCO3","TMCO3",5.06224000479956e-11,-0.639661558879864,0.016,0.032,9.22491996074624e-07,"Downregulated","ENSG00000150403",1.34553234933322,5.88532417438557,421.155502963776,1.36753419536335e-93,2.39782188312301e-92,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TMEM106B","TMEM106B",4.16054920031728e-07,-0.547271072298997,0.039,0.056,0.00758176880773817,"Downregulated","ENSG00000106460",1.26759442434888,5.74652960044217,348.787966234989,7.78177049155657e-78,1.09660062783787e-76,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TMEM107","TMEM107",5.07569898552557e-10,-0.292306706101041,0.048,0.072,9.24944626132324e-06,"Downregulated","ENSG00000179029",-1.55883809955327,4.43239801867795,316.809332945841,7.17642805219297e-71,9.16090558344583e-70,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TMEM132B","TMEM132B",7.969047980698e-11,-2.20166987363698,0.002,0.011,1.4521996135226e-06,"Downregulated","ENSG00000139364",3.38059632887667,-0.506390749536553,40.9238442666297,1.58278193324924e-10,5.72756422743459e-10,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TMEM160","TMEM160",9.00507101956728e-11,-1.47884279696975,0.01,0.023,1.64099409189575e-06,"Downregulated","ENSG00000130748",-1.50386384430052,5.86592641247442,511.676183367299,2.73858560264967e-113,6.15254110097488e-112,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TMEM186","TMEM186",1.30200593367708e-07,-0.876866932017552,0.007,0.015,0.00237264541293974,"Downregulated","ENSG00000184857",-1.05482542539269,3.60458612481071,93.2863930085485,4.52492287288932e-22,2.35541497916704e-21,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TMEM19","TMEM19",2.92952629829492e-13,-0.560756708192988,0.027,0.05,5.33847577338283e-09,"Downregulated","ENSG00000139291",-1.90188051221756,4.02912505720861,343.870419956641,9.16169451523425e-77,1.27283305084372e-75,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TMEM199","TMEM199",1.23801509437527e-09,-0.256023168816641,0.035,0.055,2.25603490648005e-05,"Downregulated","ENSG00000244045",1.10444059500826,3.76507683368783,110.968700939068,6.01123058567062e-26,3.44989905828113e-25,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TMEM219","TMEM219",5.98989020177369e-24,-0.424231563278816,0.15,0.211,1.09153769146922e-19,"Downregulated","ENSG00000149932",-1.15240572374385,5.08725012962615,214.913584694913,1.16390722993912e-48,1.04501605880555e-47,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TMEM42","TMEM42",1.65982387995536e-06,-0.476954362703066,0.022,0.035,0.0302469705644266,"Downregulated","ENSG00000169964",-1.26122431430999,-0.339933087368447,7.89893187307179,0.00494639976303309,0.0108607204296781,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TMEM69","TMEM69",3.090965121889e-07,-0.359025772540115,0.023,0.037,0.00563266574161832,"Downregulated","ENSG00000159596",-1.02045837199585,5.73601757252637,228.187094297493,1.48154126020794e-51,1.39507229344704e-50,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TNFAIP8L1","TNFAIP8L1",1.47118271810382e-06,-0.827340241542813,0.014,0.025,0.0268093626720059,"Downregulated","ENSG00000185361",-2.9849405023709,3.26568636426095,471.273924821084,1.69259928699052e-104,3.41079997667066e-103,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TNPO1","TNPO1",1.87873690122483e-06,-0.265758410476265,0.047,0.065,0.0342362225510201,"Downregulated","ENSG00000083312",1.66438229104275,7.67691715061242,794.845307209568,7.1250617018758e-175,2.91783231493327e-173,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TONSL","TONSL",4.30828654844038e-10,-0.752662337981008,0.01,0.023,7.8509905772229e-06,"Downregulated","ENSG00000160949",-2.48241385440356,6.9974094682271,1706.62376098332,0,0,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TRAF3IP3","TRAF3IP3",7.76920909358162e-65,-0.707603343097002,0.173,0.285,1.41578297312338e-60,"Downregulated","ENSG00000009790",-1.10467630567953,2.43423548883149,52.6235469607438,4.04016127817857e-13,1.61294530798155e-12,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TRAF5","TRAF5",9.79120153655707e-07,-0.385240208925652,0.043,0.061,0.0178425065600679,"Downregulated","ENSG00000082512",-2.86233031255405,2.60242251137522,304.935708572333,2.76997220084813e-68,3.37766114611013e-67,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TRGC2","TRGC2",1.30916642654495e-35,-0.757970838913823,0.142,0.219,2.38569397909285e-31,"Downregulated","ENSG00000227191",-2.71295096547213,-0.0255176266686883,42.5640156427453,6.84063420271728e-11,2.51446878181568e-10,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TRIB3","TRIB3",2.90738432568057e-07,-1.08535714119507,0.007,0.015,0.0052981264566877,"Downregulated","ENSG00000101255",1.36246220819548,7.61305512357799,674.849034068057,8.81230993236382e-149,2.88780626988709e-147,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TRIM13","TRIM13",5.68337919576192e-18,-0.557869646255799,0.043,0.075,1.03568219084369e-13,"Downregulated","ENSG00000204977",1.18319910652547,4.60620761483965,195.930300542247,1.61426970562902e-44,1.35375905577339e-43,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TRIM14","TRIM14",1.83832858481288e-07,-0.824779361967322,0.009,0.019,0.00334998618010452,"Downregulated","ENSG00000106785",-2.7830150337687,5.58123988937286,1321.71629479961,2.15772571958258e-289,2.1654623019324e-287,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TRIM27","TRIM27",1.034502765286e-10,-0.662892201700731,0.031,0.051,1.88517438918067e-06,"Downregulated","ENSG00000204713",1.22861204821371,7.60411825935156,509.163850580727,9.64133395714649e-113,2.14706173502615e-111,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TRIM56","TRIM56",6.68814962538216e-18,-0.820752763253406,0.046,0.079,1.21878150623339e-13,"Downregulated","ENSG00000169871",1.20251195920801,5.1929752839858,264.752087003764,1.58019238024289e-59,1.69933342717061e-58,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TRIM65","TRIM65",4.36272110653578e-09,-1.12376678730208,0.006,0.015,7.95018667244015e-05,"Downregulated","ENSG00000141569",-1.06346738922332,5.78684752076682,274.046689194056,1.48927461918488e-61,1.65765338769469e-60,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TRIM68","TRIM68",1.02946234899791e-08,-2.01091979664139,0.003,0.01,0.000187598923857889,"Downregulated","ENSG00000167333",1.85693815846702,4.70374158575801,466.284796018624,2.0617263876529e-103,4.10582313060719e-102,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TRMT13","TRMT13",1.13758086635961e-29,-1.25675066696873,0.022,0.057,2.07301361276713e-25,"Downregulated","ENSG00000122435",-1.06626416913934,4.01456141929251,117.667140127157,2.05069973602805e-27,1.21603106407152e-26,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TRPM8","TRPM8",4.85796928597268e-09,-1.59387111792317,0.004,0.012,8.85267742982802e-05,"Downregulated","ENSG00000144481",2.71175520490008,-2.22825488410621,6.15658291888822,0.0130923893242714,0.0266948944659625,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TSPAN31","TSPAN31",2.61086902750811e-13,-0.518589493452269,0.03,0.053,4.75778662882803e-09,"Downregulated","ENSG00000135452",1.29710594379782,5.4823091113469,301.569119146348,1.49939507752115e-67,1.81240271078022e-66,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TSPAN32","TSPAN32",1.53184225261383e-20,-0.827670874109963,0.028,0.058,2.79147613693818e-16,"Downregulated","ENSG00000064201",-2.65979364572389,2.14546725326069,189.297130481975,4.5264083655196e-43,3.69636490427295e-42,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TSTA3","TSTA3",7.2992185465104e-07,-0.288196880185513,0.081,0.104,0.0133013659573059,"Downregulated","ENSG00000104522",-1.20466564283772,6.62256555116645,405.180723284996,4.10368678968501e-90,6.8753091854201e-89,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TTBK2","TTBK2",1.88168998299168e-07,-0.955301291226534,0.01,0.021,0.00342900365600574,"Downregulated","ENSG00000128881",1.67851931008743,4.78283118519795,366.669061505288,9.94148855965853e-82,1.49484906094934e-80,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TTC1","TTC1",1.47747981579972e-25,-0.482405147464551,0.074,0.125,2.69241146833183e-21,"Downregulated","ENSG00000113312",2.33540336100745,7.28005713775729,1644.35691665408,0,0,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TTC7B","TTC7B",1.36580577090031e-10,-1.67473810028196,0.003,0.011,2.48890785631164e-06,"Downregulated","ENSG00000165914",-2.26423020902497,3.68500175667446,357.368209720441,1.05354838875788e-79,1.52987662030529e-78,"Significant","Down in WA (Up in Control)","Common_DEGs"
"TTLL7","TTLL7",4.7142367448652e-14,-1.23208023610755,0.014,0.032,8.59075362016785e-10,"Downregulated","ENSG00000137941",2.23244786969263,5.15379641988666,786.672551184892,4.26303324284926e-173,1.72266067822633e-171,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TTPAL","TTPAL",5.12975537541593e-10,-0.464250364406315,0.036,0.057,9.34795322062045e-06,"Downregulated","ENSG00000124120",1.22961515364495,4.64565347454795,210.526580402647,1.05434212178699e-47,9.30486658767693e-47,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TUBA4A","TUBA4A",1.37292878650607e-18,0.61356634071422,0.415,0.369,2.50188812765e-14,"Upregulated","ENSG00000127824",4.25537112530325,6.08175580844163,2867.57714974502,0,0,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TUBB2A","TUBB2A",1.67124562472942e-08,0.948793880516861,0.134,0.106,0.000304551090194442,"Upregulated","ENSG00000137267",2.5943611490777,4.72804284491891,809.486359989762,4.67273094147752e-178,1.95288148347312e-176,"Significant","Up in WA (Down in Control)","Common_DEGs"
"TXNIP","TXNIP",6.83579476109033e-166,-0.675741305355106,0.418,0.654,1.24568687931349e-161,"Downregulated","ENSG00000117289",-5.74715773801346,5.16074513219357,2534.95644184667,0,0,"Significant","Down in WA (Up in Control)","Common_DEGs"
"UBE3D","UBE3D",1.08010251370168e-07,-1.03584575550432,0.009,0.018,0.00196827081071857,"Downregulated","ENSG00000118420",-1.32050143886147,1.97482134060208,47.536137518319,5.39992654542811e-12,2.07436865996558e-11,"Significant","Down in WA (Up in Control)","Common_DEGs"
"UBL4A","UBL4A",3.53758814521877e-10,-0.89508343106824,0.019,0.036,6.44654687703217e-06,"Downregulated","ENSG00000102178",-1.06183689381199,5.83104976706287,263.668766087545,2.72165986112052e-59,2.91249108042532e-58,"Significant","Down in WA (Up in Control)","Common_DEGs"
"UNC13D","UNC13D",3.65914672754541e-16,-0.64366078253056,0.049,0.081,6.66806308160601e-12,"Downregulated","ENSG00000092929",3.36838310798749,2.35609919840497,297.05087027808,1.44643135651546e-66,1.72581831270747e-65,"Significant","Up in WA (Down in Control)","Common_DEGs"
"UNG","UNG",1.94127481950071e-07,-0.345201770111618,0.024,0.039,0.00353758510357614,"Downregulated","ENSG00000076248",-3.03930281763631,7.35765479535229,2612.55042942989,0,0,"Significant","Down in WA (Up in Control)","Common_DEGs"
