BioMarkers,Irinotecan.estimate,Irinotecan.se,Irinotecan.n,Irinotecan.tstat,Irinotecan.fstat,Irinotecan.pvalue,Irinotecan.df,Irinotecan.fdr
ENSG00000164743,-0.07232249,0.06450983,309,-1.121108051,1.256883262,0.263182328,286,0.56399432
ENSG00000091513,-0.008142155,0.058274566,309,-0.139720561,0.019521835,0.888979122,286,0.957165771
ENSG00000008294,-0.026564812,0.0577788,309,-0.459767462,0.211386119,0.646032446,286,0.847976694
ENSG00000169519,0.072340338,0.053149953,309,1.36106118,1.852487537,0.174565803,286,0.456981166
ENSG00000127580,-0.063391121,0.054650668,309,-1.159933139,1.345444887,0.247043427,286,0.545933512
ENSG00000171045,0.096327427,0.055222053,309,1.744365203,3.042809962,0.082169707,286,0.305638178
ENSG00000108950,-0.012174006,0.05214535,309,-0.233462919,0.054504935,0.815568972,286,0.929373611
ENSG00000119707,0.110228416,0.05713257,309,1.929344595,3.722370567,0.054677237,286,0.245428604
ENSG00000101958,0.003981418,0.052049811,309,0.076492457,0.005851096,0.939080797,286,0.977631746
ENSG00000130821,0.115118351,0.07012287,309,1.641666282,2.695068183,0.101758304,286,0.343031696
ENSG00000164746,-0.082347159,0.052182652,309,-1.578056218,2.490261428,0.115658077,286,0.367725839
ENSG00000138669,-0.009810726,0.052248962,309,-0.187768816,0.035257128,0.85119103,286,0.943182402
ENSG00000146373,-0.153039359,0.060179207,309,-2.543060411,6.467156255,0.011515547,286,0.103263467
ENSG00000261678,-0.021254469,0.055343595,309,-0.384045686,0.147491089,0.701229954,286,0.875073451
ENSG00000122877,-0.02055308,0.054660889,309,-0.37601071,0.141384054,0.707187694,286,0.878567777
ENSG00000231971,-0.047078746,0.052183341,309,-0.902179611,0.81392805,0.367720623,286,0.65913864
ENSG00000116260,-0.083376591,0.059431674,309,-1.402898227,1.968123435,0.161731828,286,0.440255317
ENSG00000170484,-0.013801806,0.056097739,309,-0.246031419,0.060531459,0.805834386,286,0.924658449
ENSG00000123200,0.113587818,0.05873099,309,1.934035461,3.740493165,0.054095173,286,0.244074301
ENSG00000146166,-0.110247459,0.054313245,309,-2.029844842,4.120270083,0.043297835,286,0.21631633
ENSG00000214087,0.101703243,0.052036807,309,1.954448191,3.81986773,0.051622453,286,0.238532192
ENSG00000160867,0.03898214,0.059898237,309,0.650806133,0.423548622,0.515694147,286,0.769117505
ENSG00000114923,-0.002752231,0.058962312,309,-0.046677795,0.002178817,0.962802605,286,0.986643884
ENSG00000244158,-0.013259165,0.053413906,309,-0.248234323,0.061620279,0.804131252,286,0.923969045
ENSG00000205808,0.027702643,0.05325545,309,0.52018419,0.270591592,0.603337623,286,0.823148775
ENSG00000166813,0.042695506,0.060543658,309,0.70520195,0.49730979,0.481258499,286,0.745241682
ENSG00000182179,-0.051362126,0.059411618,309,-0.864513163,0.747383008,0.388030557,286,0.678003828
ENSG00000090530,-0.12828206,0.06283146,309,-2.04168516,4.168478293,0.042100174,286,0.213284742
ENSG00000118508,-0.024737822,0.06856292,309,-0.360804675,0.130180013,0.718511819,286,0.884938366
ENSG00000163075,-0.153372135,0.05396769,309,-2.84192511,8.076538333,0.00480682,286,0.061410897
ENSG00000139223,-0.010928083,0.053141881,309,-0.205639751,0.042287707,0.837218619,286,0.938765014
ENSG00000236306,-0.012449858,0.051880218,309,-0.239973128,0.057587102,0.810522994,286,0.927066094
ENSG00000136213,-0.017204293,0.055495072,309,-0.31001478,0.096109164,0.756775492,286,0.904804899
ENSG00000133318,-0.052244668,0.057521857,309,-0.90825768,0.824932014,0.364506783,286,0.656792276
ENSG00000075651,-0.014150701,0.055120303,309,-0.25672394,0.065907181,0.797576471,286,0.921039201
ENSG00000154451,-0.074840634,0.055399698,309,-1.350921336,1.824988456,0.177788418,286,0.461383524
ENSG00000154864,-0.073853357,0.058308125,309,-1.266604897,1.604287964,0.206327159,286,0.49897283
ENSG00000183287,-0.078691792,0.058248488,309,-1.350967119,1.825112156,0.177773768,286,0.461383524
ENSG00000205269,0.132987049,0.055555868,309,2.393753399,5.730055337,0.017321366,286,0.132033112
ENSG00000165192,0.05561131,0.051418131,309,1.081550599,1.169751699,0.280363363,286,0.581761242
ENSG00000169762,0.074795756,0.062048729,309,1.205435749,1.453075345,0.229031516,286,0.526596289
ENSG00000176928,0.077288463,0.052387095,309,1.475333999,2.176610409,0.141222793,286,0.410904562
ENSG00000227089,0.012833408,0.051467327,309,0.249350584,0.062175714,0.803268593,286,0.923693381
ENSG00000114054,0.11009459,0.05571556,309,1.976011542,3.904621616,0.049114327,286,0.232442753
ENSG00000117228,-0.02578003,0.058182805,309,-0.44308675,0.196325868,0.658037951,286,0.853293627
ENSG00000186814,-0.057297434,0.05761503,309,-0.994487605,0.989005597,0.320826179,286,0.616959962
ENSG00000007174,0.033695066,0.052369408,309,0.643411242,0.413978026,0.520472851,286,0.77192156
ENSG00000004897,0.103067482,0.053776651,309,1.916584243,3.673295159,0.056287225,286,0.248916829
ENSG00000230006,-0.047362091,0.056742841,309,-0.834679582,0.696690004,0.404594801,286,0.690615147
ENSG00000148832,-0.113812454,0.054545442,309,-2.086562149,4.353741602,0.037813361,286,0.201322716
ENSG00000196159,-0.046969015,0.058522452,309,-0.802581119,0.644136453,0.422883304,286,0.703909865
ENSG00000149658,-0.030369879,0.051841801,309,-0.585818365,0.343183157,0.558459574,286,0.797162425
ENSG00000144674,-0.0883304,0.053584703,309,-1.648425663,2.717307165,0.100363389,286,0.340680878
ENSG00000113552,-0.123205223,0.060562605,309,-2.03434482,4.138558847,0.042839291,286,0.214990969
ENSG00000136488,-0.004411948,0.051899757,309,-0.085009028,0.007226535,0.93231369,286,0.974843267
ENSG00000144224,0.00413771,0.054351839,309,0.076128234,0.005795508,0.939370304,286,0.977652365
ENSG00000181163,0.138793927,0.052742897,309,2.631518836,6.924891386,0.008961634,286,0.087495563
ENSG00000253302,-0.07489092,0.053755112,309,-1.393186946,1.940969866,0.16464512,286,0.443740022
ENSG00000188676,0.006839143,0.051724993,309,0.132221247,0.017482458,0.894902268,286,0.959592055
ENSG00000122863,-0.086583416,0.061457925,309,-1.408824256,1.984785784,0.159973395,286,0.437698843
ENSG00000119042,0.150066073,0.056465985,309,2.657636672,7.063032682,0.008311637,286,0.083619287
ENSG00000172936,0.014463752,0.056612444,309,0.255487155,0.065273686,0.798530505,286,0.921266329
ENSG00000167664,0.055320694,0.05514886,309,1.003115835,1.006241379,0.316652915,286,0.613013238
ENSG00000184374,0.033445048,0.052102115,309,0.641913448,0.412052875,0.521443537,286,0.772093105
ENSG00000164318,-0.00595815,0.059263899,309,-0.100535912,0.01010747,0.919989313,286,0.971065572
ENSG00000111224,0.157991021,0.058772338,309,2.68818676,7.226348055,0.007605357,286,0.07948313
ENSG00000206337,-0.017228927,0.057138539,309,-0.301529015,0.090919747,0.763230251,286,0.907556414
ENSG00000115825,0.008615283,0.059539441,309,0.144698748,0.020937728,0.885050643,286,0.955334816
ENSG00000134871,-0.019288994,0.067249334,309,-0.286828024,0.082270315,0.774451689,286,0.912642456
ENSG00000235927,-0.030875813,0.053224542,309,-0.580104819,0.336521601,0.562300672,286,0.799681013
ENSG00000143376,-0.025073849,0.053415317,309,-0.469413085,0.220348644,0.639132062,286,0.844082602
ENSG00000167074,-0.047004706,0.055015702,309,-0.8543871,0.729977317,0.393605628,286,0.68376017
ENSG00000188573,0.005875061,0.056598719,309,0.10380202,0.010774859,0.917399215,286,0.969988955
ENSG00000126067,0.122378239,0.052668834,309,2.323541823,5.398846602,0.020851113,286,0.146602066
ENSG00000187758,0.009994137,0.052679922,309,0.189714347,0.035991534,0.849667551,286,0.942694096
ENSG00000164296,0.006362416,0.052030575,309,0.122282263,0.014952952,0.902761357,286,0.962919801
ENSG00000104883,-0.133791613,0.056744249,309,-2.357800406,5.559222753,0.019056957,286,0.139268797
ENSG00000102158,-0.158232059,0.05274512,309,-2.999937414,8.999624488,0.002938136,286,0.04582028
ENSG00000259267,0.003230446,0.05138884,309,0.062862801,0.003951732,0.949919668,286,0.981855606
ENSG00000083937,-0.033010157,0.057900328,309,-0.570120377,0.325037244,0.569043641,286,0.803531894
ENSG00000170128,0.056436987,0.051839822,309,1.088680184,1.185224543,0.277211466,286,0.578699166
ENSG00000127954,0.005180921,0.053852586,309,0.096205615,0.00925552,0.923424648,286,0.972678025
ENSG00000275074,-0.103509403,0.053407862,309,-1.938092993,3.756204448,0.053595897,286,0.242601388
ENSG00000184344,-0.109525953,0.051949617,309,-2.108311083,4.444975621,0.035873807,286,0.195306444
ENSG00000031698,0.029669523,0.0533706,309,0.555915103,0.309041602,0.578703523,286,0.808878395
ENSG00000153006,0.160164401,0.060519539,309,2.646490776,7.003913429,0.008583655,286,0.085299806
ENSG00000144227,-0.00247952,0.053375812,309,-0.046454006,0.002157975,0.962980812,286,0.986675624
ENSG00000105464,0.024012095,0.055236542,309,0.434713947,0.188976216,0.664097891,286,0.856516598
ENSG00000166881,0.127676704,0.060219577,309,2.120185996,4.495188657,0.034851265,286,0.192354392
ENSG00000175262,-0.070354311,0.051011532,309,-1.379184442,1.902149726,0.168915436,286,0.449423689
ENSG00000095059,0.117487339,0.055402613,309,2.120610056,4.49698701,0.034815217,286,0.192230957
ENSG00000251081,0.00527683,0.05412483,309,0.097493703,0.009505022,0.922402622,286,0.972115269
ENSG00000137975,0.035192633,0.055008165,309,0.63977108,0.409307035,0.522833583,286,0.773109106
ENSG00000260423,-0.042810409,0.05280139,309,-0.810781856,0.657367218,0.418165123,286,0.700873728
ENSG00000155111,0.016595345,0.056713339,309,0.292618025,0.085625309,0.770026311,286,0.910861059
ENSG00000006118,0.094722896,0.061819437,309,1.532251042,2.347793254,0.126565875,286,0.387397596
ENSG00000065675,0.087234276,0.061263987,309,1.423907921,2.027513768,0.15556321,286,0.430650382
ENSG00000128606,0.079956304,0.067676307,309,1.18145193,1.395828663,0.238404709,286,0.536323546
ENSG00000114853,-0.024260968,0.053125675,309,-0.45667125,0.208548631,0.648253991,286,0.849054502
ENSG00000105664,-0.046523816,0.051308209,309,-0.906751905,0.822199017,0.365301328,286,0.657192782
ENSG00000128266,0.047592425,0.052798489,309,0.901397492,0.812517438,0.36813546,286,0.659528
ENSG00000074356,0.194043032,0.052569102,309,3.691199281,13.62495213,0.000267224,286,0.010875803
ENSG00000228536,0.004030311,0.050793604,309,0.079346813,0.006295917,0.936812262,286,0.976500677
ENSG00000104881,-0.130782963,0.068622658,309,-1.905827702,3.63217923,0.057675034,286,0.252433854
ENSG00000140545,-0.196951831,0.05669522,309,-3.473870139,12.06777374,0.000592453,286,0.017575234
ENSG00000133246,0.195829637,0.083291378,309,2.351139365,5.527856315,0.019394783,286,0.140419866
ENSG00000204138,-0.025032443,0.053829355,309,-0.465033303,0.216255972,0.642261471,286,0.845476574
ENSG00000174007,0.046683676,0.054491963,309,0.856707543,0.733947813,0.392323782,286,0.682705433
ENSG00000162947,-0.019742432,0.051060531,309,-0.386647611,0.149496375,0.69930462,286,0.874378491
ENSG00000123607,0.020744029,0.053374481,309,0.388650699,0.151049366,0.697823726,286,0.873817916
ENSG00000145725,0.013108126,0.062768285,309,0.208833589,0.043611468,0.834726806,286,0.93778238
ENSG00000101883,-0.025894162,0.053458664,309,-0.484377277,0.234621347,0.628488867,286,0.837423996
ENSG00000197646,-0.02876119,0.056572891,309,-0.508391732,0.258462154,0.611570564,286,0.828101724
ENSG00000260937,-0.034220004,0.05289739,309,-0.646912893,0.418496291,0.518207169,286,0.770576292
ENSG00000167912,-0.015112857,0.057190646,309,-0.264253995,0.069830174,0.791774528,286,0.918994502
ENSG00000178917,0.067754838,0.06493674,309,1.04339759,1.08867853,0.297645323,286,0.596661715
ENSG00000189410,0.007555423,0.063087474,309,0.119761063,0.014342712,0.90475651,286,0.963918295
ENSG00000228203,0.086921976,0.055599725,309,1.563352626,2.444071432,0.119075473,286,0.373315683
ENSG00000213846,0.07516755,0.055926255,309,1.344047608,1.806463973,0.179998193,286,0.464749729
ENSG00000160271,0.053035902,0.054958929,309,0.96500974,0.931243798,0.335355191,286,0.631835938
ENSG00000174607,0.014454156,0.060622896,309,0.238427339,0.056847596,0.811720407,286,0.927733415
ENSG00000234653,-0.044893629,0.054159319,309,-0.828917909,0.6871049,0.407842111,286,0.692674337
ENSG00000267296,0.007194195,0.055221269,309,0.13027943,0.01697273,0.896436938,286,0.960162181
ENSG00000269556,-0.003335744,0.05340703,309,-0.0624589,0.003901114,0.950241019,286,0.981855606
ENSG00000136960,-0.102882457,0.061593788,309,-1.670338205,2.790029719,0.095946441,286,0.334174642
ENSG00000095794,0.121498298,0.060504667,309,2.008081415,4.032390971,0.045574771,286,0.223072407
ENSG00000165943,0.017582998,0.056339961,309,0.312087512,0.097398615,0.755201422,286,0.904380192
ENSG00000231436,0.015108663,0.052085194,309,0.290075966,0.084144066,0.771968324,286,0.911694157
ENSG00000175352,0.074013158,0.061228292,309,1.208806515,1.461213191,0.227735607,286,0.524942764
ENSG00000147202,0.09507279,0.053153414,309,1.78864878,3.199264458,0.074729702,286,0.290391531
ENSG00000109445,0.143657438,0.061189826,309,2.347734053,5.511855183,0.019569513,286,0.141210782
ENSG00000185272,0.065315193,0.055419743,309,1.178554595,1.388990934,0.239555193,286,0.537500806
ENSG00000156738,0.034162005,0.063860824,309,0.534944636,0.286165764,0.5931038,286,0.817317006
ENSG00000184224,-0.176137348,0.052745303,309,-3.339393995,11.15155225,0.000951014,286,0.023018725
ENSG00000103061,0.017460544,0.054643096,309,0.319537966,0.102104512,0.749551888,286,0.901857792
ENSG00000256050,-0.033444512,0.050707217,309,-0.659561177,0.435020946,0.510066222,286,0.766036603
ENSG00000157119,-0.037944748,0.051396454,309,-0.738275608,0.545050873,0.460952353,286,0.730681468
ENSG00000140575,-0.195620295,0.055581793,309,-3.519503117,12.38690219,0.000502853,286,0.015989377
ENSG00000147274,0.203511093,0.055374339,309,3.675187726,13.50700482,0.00028374,286,0.011335475
ENSG00000055950,0.083747592,0.055614638,309,1.505855206,2.267599901,0.133207981,286,0.397875389
ENSG00000179364,-0.154437402,0.054810952,309,-2.817637654,7.939081947,0.005175011,286,0.063729659
ENSG00000011132,0.01479667,0.053608256,309,0.276014755,0.076184145,0.782736071,286,0.914813931
ENSG00000183822,-0.063975872,0.053102101,309,-1.204771028,1.45147323,0.229287694,286,0.526744983
ENSG00000113369,-0.125561098,0.056596519,309,-2.218530391,4.921877096,0.027303857,286,0.168277138
ENSG00000138639,-0.052836728,0.052951413,309,-0.997834156,0.995673003,0.319203264,286,0.615476761
ENSG00000126545,0.00933708,0.054182402,309,0.172326795,0.029696524,0.863302501,286,0.948571624
ENSG00000198346,-0.055986301,0.054826142,309,-1.021160691,1.042769158,0.308041307,286,0.605026885
ENSG00000258867,-0.034343982,0.052952979,309,-0.648575069,0.42064962,0.517133484,286,0.769722804
ENSG00000178057,-0.011618637,0.053224814,309,-0.218293608,0.047652099,0.827356033,286,0.935089304
ENSG00000118702,0.067597864,0.050511154,309,1.338275982,1.790982605,0.181869456,286,0.467186732
ENSG00000188001,0.012067075,0.053111749,309,0.227201615,0.051620574,0.820429294,286,0.931783573
ENSG00000149633,-0.058159682,0.053046235,309,-1.096396053,1.202084305,0.27382782,286,0.575260179
ENSG00000135476,0.217893844,0.053432289,309,4.077943265,16.62962128,5.90E-05,286,0.004611181
ENSG00000073060,0.023719506,0.058384903,309,0.406260939,0.165047951,0.684854695,286,0.867615488
ENSG00000186710,-0.030083099,0.054918213,309,-0.547780002,0.300062931,0.58427022,286,0.812598861
ENSG00000260011,-0.012159064,0.053900491,309,-0.225583545,0.050887936,0.821686453,286,0.932302089
ENSG00000180458,-0.034344422,0.051518779,309,-0.666638901,0.444407424,0.505540235,286,0.762901324
ENSG00000126262,-0.022546807,0.051789594,309,-0.435354001,0.189533106,0.663633856,286,0.856114182
ENSG00000187513,-0.045340041,0.053023013,309,-0.855101174,0.731198018,0.393210892,286,0.683299046
ENSG00000156482,0.07498457,0.058223135,309,1.287882736,1.658641941,0.198827854,286,0.490070033
ENSG00000156853,0.096884111,0.054532478,309,1.776631376,3.156419046,0.076691847,286,0.294812352
ENSG00000081307,0.005087774,0.054994911,309,0.092513546,0.008558756,0.926354799,286,0.973425841
ENSG00000258427,0.070827688,0.055135773,309,1.284604955,1.65020989,0.199969863,286,0.491131674
ENSG00000177706,-0.051789057,0.05973022,309,-0.867049493,0.751774824,0.386641749,286,0.676639956
ENSG00000204687,0.024117206,0.051594591,309,0.46743672,0.218497088,0.640543404,286,0.844299482
ENSG00000159618,-0.069851518,0.06408471,309,-1.089987273,1.188072256,0.276636261,286,0.57837092
ENSG00000126878,0.011305553,0.062882647,309,0.179788123,0.032323769,0.857446222,286,0.946034326
ENSG00000143554,-0.036444236,0.055922622,309,-0.651690403,0.424700382,0.515124253,286,0.768984461
ENSG00000157800,-0.075971758,0.073550715,309,-1.032916644,1.066916793,0.302515552,286,0.599939559
ENSG00000133943,0.029332811,0.059044754,309,0.496789458,0.246799766,0.619719172,286,0.832966002
ENSG00000148341,-0.018191547,0.059014764,309,-0.308254167,0.095020631,0.75811333,286,0.905377308
ENSG00000176903,0.05012561,0.05994758,309,0.836157359,0.699159128,0.40376443,286,0.690246169
ENSG00000221930,0.025491195,0.052192261,309,0.488409465,0.238543806,0.625634102,286,0.836294877
ENSG00000272129,0.046774838,0.051404273,309,0.909940663,0.827992011,0.363620018,286,0.656606029
ENSG00000042286,-0.009031227,0.058368084,309,-0.15472885,0.023941017,0.877144221,286,0.953007916
ENSG00000108932,0.030102364,0.06604974,309,0.455752952,0.207710753,0.64891348,286,0.84928721
ENSG00000198298,0.049794586,0.055559176,309,0.896244132,0.803253545,0.370876131,286,0.661562959
ENSG00000187840,0.087072011,0.055367425,309,1.57262164,2.473138824,0.116912034,286,0.369600028
ENSG00000100219,-0.155538519,0.053311146,309,-2.917560962,8.512161967,0.003807668,286,0.052891247
ENSG00000138095,0.096661589,0.059927002,309,1.612988885,2.601733143,0.107849757,286,0.354088136
ENSG00000144034,0.189543383,0.051283048,309,3.696024115,13.66059426,0.000262428,286,0.010834741
ENSG00000176485,-0.148953277,0.058796823,309,-2.533355851,6.417891865,0.011831965,286,0.104737158
ENSG00000196741,0.040126488,0.055783411,309,0.71932654,0.517430671,0.472527096,286,0.739094092
ENSG00000205755,-0.07624222,0.051467819,309,-1.481357121,2.194418921,0.139612305,286,0.408175908
ENSG00000125337,-0.000483847,0.051663213,309,-0.009365413,8.77E-05,0.99253412,286,0.997126997
ENSG00000168566,0.218448401,0.054423546,309,4.013858262,16.11105815,7.64E-05,286,0.005254335
ENSG00000180776,0.152331457,0.056313698,309,2.705051576,7.317304028,0.007239072,286,0.07723064
ENSG00000174792,-0.071665324,0.051998782,309,-1.378211601,1.899467216,0.169215196,286,0.449862598
ENSG00000159884,0.008931189,0.055704804,309,0.160330679,0.025705927,0.872733775,286,0.951285058
ENSG00000279284,-0.101294299,0.053318176,309,-1.899808023,3.609270524,0.058464095,286,0.253889619
ENSG00000029639,0.204618792,0.051606744,309,3.964962274,15.72092583,9.28E-05,286,0.005863065
ENSG00000167840,0.172179934,0.053536377,309,3.216129727,10.34349042,0.001448389,286,0.029206993
ENSG00000154040,0.036873556,0.060246045,309,0.612049406,0.374604476,0.540991333,286,0.785327711
ENSG00000154175,-0.069647452,0.05848258,309,-1.190909351,1.418265083,0.234676624,286,0.533087319
ENSG00000196189,-0.092745368,0.064122659,309,-1.446374329,2.091998698,0.149167256,286,0.422777797
ENSG00000180914,-0.117149927,0.057246803,309,-2.046401217,4.187757939,0.041631049,286,0.211847554
ENSG00000080824,0.105671766,0.054080378,309,1.953976101,3.818022604,0.051678547,286,0.238600698
ENSG00000149311,-0.051327019,0.064131835,309,-0.800336034,0.640537767,0.424180427,286,0.70485617
ENSG00000130724,-0.188490569,0.051723344,309,-3.64420691,13.280244,0.000318464,286,0.012054669
ENSG00000066136,0.088466173,0.054439792,309,1.625027765,2.640715237,0.105258095,286,0.348551033
ENSG00000145309,-0.020300314,0.053651642,309,-0.378372645,0.143165859,0.705434485,286,0.877748893
ENSG00000259981,-0.018024374,0.051483483,309,-0.35010012,0.122570094,0.726521249,286,0.88966161
ENSG00000164117,-0.057896266,0.054735158,309,-1.057752787,1.118840958,0.291060749,286,0.591177778
ENSG00000276075,-0.062920107,0.051782044,309,-1.215095087,1.47645607,0.225331989,286,0.522043624
ENSG00000158555,-0.158618176,0.052711791,309,-3.00915929,9.055039631,0.002853083,286,0.044984364
ENSG00000160808,0.007156899,0.052718839,309,0.135755995,0.01842969,0.892109681,286,0.958292303
ENSG00000082929,0.014991476,0.051711678,309,0.289905039,0.084044931,0.772098957,286,0.911694157
ENSG00000198796,-0.107386863,0.059897526,309,-1.79284305,3.214286203,0.074054662,286,0.289171323
ENSG00000135074,0.023628275,0.055185244,309,0.428162906,0.183323474,0.668854773,286,0.859022579
ENSG00000159593,0.201447725,0.051377104,309,3.920963014,15.37395095,0.000110461,286,0.006495758
ENSG00000115282,0.013845855,0.052564867,309,0.263405118,0.069382256,0.792428019,286,0.919037287
ENSG00000130559,0.16782697,0.053779376,309,3.120656712,9.738498315,0.001988971,286,0.035848016
ENSG00000112333,0.061869701,0.05324366,309,1.162010677,1.350268813,0.246199912,286,0.545223074
ENSG00000212743,0.01268786,0.053819962,309,0.23574635,0.055576342,0.813798227,286,0.928690232
ENSG00000111231,0.179899659,0.051300609,309,3.506774318,12.29746612,0.000526478,286,0.016446468
ENSG00000136160,-0.258745628,0.076322499,309,-3.390161921,11.49319785,0.000796808,286,0.020954743
ENSG00000246263,0.033615454,0.067240283,309,0.499930291,0.249930296,0.617508579,286,0.831631846
ENSG00000115474,-0.022208438,0.054239524,309,-0.409451206,0.16765029,0.68251505,286,0.8660138
ENSG00000139880,-0.016325721,0.056428437,309,-0.289317263,0.083704479,0.772548217,286,0.911990164
ENSG00000260377,-0.002884854,0.051879422,309,-0.055606903,0.003092128,0.955693791,286,0.983548707
ENSG00000072657,0.011243706,0.053816414,309,0.208927073,0.043650522,0.834653896,286,0.937779688
ENSG00000135828,0.041752492,0.05874451,309,0.710747124,0.505161474,0.477820149,286,0.743135585
ENSG00000100823,0.134266425,0.053913609,309,2.490399493,6.202089637,0.013327576,286,0.113043915
ENSG00000116221,0.200332018,0.050114335,309,3.997499317,15.98000079,8.15E-05,286,0.005496784
ENSG00000155761,0.051199443,0.054164196,309,0.945263604,0.893523281,0.345322211,286,0.641427569
ENSG00000103479,0.043084877,0.055601717,309,0.774883927,0.600445101,0.439048419,286,0.715334317
ENSG00000162368,0.075242868,0.05692585,309,1.32176978,1.747075351,0.187301091,286,0.474947029
ENSG00000137364,-0.016453909,0.057860441,309,-0.284372333,0.080867624,0.776330843,286,0.913301258
ENSG00000152223,-0.115957946,0.056034667,309,-2.069396549,4.282402079,0.03940685,286,0.205223087
ENSG00000198185,-0.110329479,0.056491115,309,-1.953041273,3.814370212,0.051789776,286,0.238948957
ENSG00000240291,0.124969193,0.064674758,309,1.93227152,3.733673225,0.054313438,286,0.244673181
ENSG00000258593,-0.05842373,0.055936742,309,-1.044460728,1.090898211,0.297154269,286,0.596214136
ENSG00000132849,-0.169045214,0.071952326,309,-2.349405822,5.519707718,0.019483561,286,0.140742719
ENSG00000170085,0.153015102,0.051881705,309,2.949307528,8.698414893,0.00344796,286,0.050115848
ENSG00000178700,0.008742207,0.052868475,309,0.165357648,0.027343152,0.868779308,286,0.949835713
ENSG00000227907,8.46E-05,0.053061009,309,0.001593889,2.54E-06,0.998729372,286,0.999358611
ENSG00000251297,-0.067198219,0.052185781,309,-1.287672957,1.658101644,0.198900799,286,0.490079733
ENSG00000151923,0.103258813,0.054886736,309,1.881307211,3.539316822,0.060945801,286,0.260689327
ENSG00000185087,-0.037673065,0.052145513,309,-0.722460341,0.521948944,0.470601828,286,0.737706709
ENSG00000138463,-0.154871948,0.076199358,309,-2.032457381,4.130883007,0.043031115,286,0.21552152
ENSG00000245526,-0.0480671,0.06272171,309,-0.766355069,0.587300091,0.444097127,286,0.71842568
ENSG00000120645,0.025314649,0.054879048,309,0.461280767,0.212779946,0.644947796,286,0.847403849
ENSG00000148175,-0.060951202,0.057969634,309,-1.05143328,1.105511942,0.293947208,286,0.59388547
ENSG00000130940,0.157610528,0.06304193,309,2.50009045,6.250452257,0.012976215,286,0.111421842
ENSG00000160199,-0.005133115,0.058278199,309,-0.088079514,0.007758001,0.92987512,286,0.974451507
ENSG00000113763,0.008695454,0.057292886,309,0.151771963,0.023034729,0.8794738,286,0.954111833
ENSG00000107443,0.228795091,0.053467053,309,4.279179048,18.31137333,2.56E-05,286,0.002622693
ENSG00000118922,-0.020440062,0.059181103,309,-0.345381563,0.119288424,0.730061424,286,0.891247633
ENSG00000161634,0.04663179,0.050633516,309,0.920966849,0.848179938,0.357843918,286,0.651473128
ENSG00000126822,-0.095409989,0.068021863,309,-1.402637102,1.96739084,0.161809647,286,0.440347428
ENSG00000103811,-0.098623213,0.054522664,309,-1.808848022,3.271931168,0.071524655,286,0.283472632
ENSG00000179115,0.178669847,0.056587238,309,3.157422997,9.969319983,0.00176187,286,0.033187263
ENSG00000135900,0.182569312,0.056949027,309,3.205837256,10.27739251,0.001499315,286,0.029902677
ENSG00000224846,-0.063795267,0.051695077,309,-1.234068528,1.522925131,0.218190466,286,0.513944935
ENSG00000162188,-0.02575457,0.06522515,309,-0.394856432,0.155911602,0.693243155,286,0.87145666
ENSG00000233760,-0.031321138,0.051302515,309,-0.61051857,0.372732924,0.542003186,286,0.786357947
ENSG00000260196,0.139974147,0.05693317,309,2.458569376,6.044563375,0.014541844,286,0.119681825
ENSG00000245317,-0.062715219,0.05138542,309,-1.220486656,1.489587678,0.223285769,286,0.519764218
ENSG00000224582,-0.119533368,0.053617786,309,-2.229360381,4.970047709,0.026566532,286,0.165803941
ENSG00000261242,0.00683277,0.055433176,309,0.123261387,0.015193369,0.901986693,286,0.962554974
ENSG00000154783,0.016492237,0.053235647,309,0.309796864,0.095974097,0.75694104,286,0.904916271
ENSG00000176659,0.189566111,0.069180299,309,2.740174776,7.508557805,0.006526857,286,0.072311804
ENSG00000169297,-0.018271611,0.054366852,309,-0.336079984,0.112949756,0.737056984,286,0.895179781
ENSG00000120440,-0.012464286,0.052548134,309,-0.237197497,0.056262652,0.812673395,286,0.928292759
ENSG00000169738,0.095995524,0.054191362,309,1.771417429,3.137919708,0.077556191,286,0.29625814
ENSG00000065183,0.14993047,0.052663519,309,2.846951219,8.105131245,0.004733667,286,0.060944032
ENSG00000067601,0.057709712,0.053550934,309,1.077660218,1.161351545,0.282093531,286,0.583356488
ENSG00000229015,-0.036391091,0.051017321,309,-0.713308551,0.508809088,0.476236477,286,0.74182491
ENSG00000135930,0.099597408,0.051671566,309,1.927508966,3.715290814,0.054906436,286,0.246054252
ENSG00000276293,0.036585817,0.051286325,309,0.713363968,0.508888151,0.476202246,286,0.74182491
ENSG00000139908,-0.084424628,0.053039725,309,-1.59172446,2.533586756,0.112551276,286,0.36286053
ENSG00000228594,-0.006167116,0.058612506,309,-0.10521843,0.011070918,0.916276242,286,0.969568904
ENSG00000147894,0.099906478,0.054277739,309,1.840652898,3.388003091,0.06670827,286,0.272892842
ENSG00000081177,-0.082876394,0.059342378,309,-1.396580267,1.950436443,0.163622673,286,0.442455153
ENSG00000101198,-0.020790446,0.052967626,309,-0.392512329,0.154065928,0.69497207,286,0.872250472
ENSG00000126337,-0.050709562,0.054043831,309,-0.938304348,0.88041505,0.34887974,286,0.644343103
ENSG00000164902,0.051780219,0.052474938,309,0.986760933,0.97369714,0.324593905,286,0.620763931
ENSG00000145826,0.028307403,0.053408867,309,0.53001317,0.28091396,0.596514024,286,0.818719423
