"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significance"
"CASTOR1",0.259193924556639,-0.179420525608718,0.01,0.012,1,"CASTOR1","Not Significant"
"SLC25A12",0.259200602770705,-0.136768377940538,0.014,0.016,1,"SLC25A12","Not Significant"
"CSNK1D",0.259885224192317,0.389260706810146,0.171,0.166,1,"CSNK1D","Not Significant"
"MRPS30",0.260076911750832,0.384488924855362,0.089,0.095,1,"MRPS30","Not Significant"
"QSOX1",0.260102383975224,0.147433156869621,0.028,0.031,1,"QSOX1","Not Significant"
"TRIM39",0.260946819269529,-0.122287835128748,0.019,0.022,1,"TRIM39","Not Significant"
"MCRIP2",0.261325333874414,-0.47269078411421,0.009,0.011,1,"MCRIP2","Not Significant"
"BRF2",0.262112237401486,0.241494123909905,0.015,0.017,1,"BRF2","Not Significant"
"CASK",0.263160612915202,0.169875452415776,0.022,0.025,1,"CASK","Not Significant"
"KLHL25",0.264097957018143,0.557831871383592,0.009,0.01,1,"KLHL25","Not Significant"
"RAB18",0.26412543400833,0.216725272434986,0.135,0.142,1,"RAB18","Not Significant"
"CNEP1R1",0.264608035567331,0.166262691561474,0.021,0.023,1,"CNEP1R1","Not Significant"
"SDHAF4",0.26517586478806,-0.281143685210607,0.009,0.011,1,"SDHAF4","Not Significant"
"KLF3",0.265638064837542,0.162442587739709,0.024,0.027,1,"KLF3","Not Significant"
"N4BP2",0.265642034807611,0.149697226865797,0.027,0.03,1,"N4BP2","Not Significant"
"PBDC1",0.266905023068274,0.497110532430592,0.096,0.091,1,"PBDC1","Not Significant"
"CD300C",0.266998107938162,0.835372618030311,0.008,0.01,1,"CD300C","Not Significant"
"PELI1",0.267652145463834,0.376633232957527,0.06,0.065,1,"PELI1","Not Significant"
"SRRM1",0.267854514237677,0.324788383317003,0.331,0.35,1,"SRRM1","Not Significant"
"MRPL44",0.267915196563364,0.194017069966772,0.052,0.057,1,"MRPL44","Not Significant"
"RELT",0.268224086383847,0.614424866245457,0.027,0.024,1,"RELT","Not Significant"
"H2AFX",0.268848037491671,0.423358247998361,0.016,0.018,1,"H2AFX","Not Significant"
"SSSCA1",0.268918916315721,0.342072470659571,0.057,0.061,1,"SSSCA1","Not Significant"
"CEP57L1",0.269135073661121,0.627712138956603,0.012,0.014,1,"CEP57L1","Not Significant"
"KLC4",0.269699312865943,-0.137814269218357,0.01,0.012,1,"KLC4","Not Significant"
"LEMD3",0.269781646305126,-0.152129807035992,0.018,0.02,1,"LEMD3","Not Significant"
"MKLN1",0.270675548068127,0.105152833308872,0.037,0.041,1,"MKLN1","Not Significant"
"ACIN1",0.271549585776071,0.502981605244267,0.063,0.068,1,"ACIN1","Not Significant"
"SLC5A6",0.272352744165635,0.279341008366384,0.026,0.023,1,"SLC5A6","Not Significant"
"NELFA",0.272997312256224,0.22130773134547,0.023,0.026,1,"NELFA","Not Significant"
"KLF10",0.273159205233541,0.406681672096394,0.107,0.114,1,"KLF10","Not Significant"
"HDGF",0.273685271609158,0.389949601631978,0.03,0.027,1,"HDGF","Not Significant"
"AC020659.1",0.273999476780601,0.762840051345182,0.01,0.008,1,"AC020659.1","Not Significant"
"SLC25A32",0.274329210792042,0.198162889750293,0.04,0.044,1,"SLC25A32","Not Significant"
"SENP2",0.274550018151898,0.129710225824115,0.029,0.032,1,"SENP2","Not Significant"
"RNF138",0.275428213012359,0.358869035054644,0.12,0.115,1,"RNF138","Not Significant"
"BRAF",0.275623435972086,0.449022370841192,0.096,0.091,1,"BRAF","Not Significant"
"MT1F",0.276314746497522,0.766287202283623,0.127,0.124,1,"MT1F","Not Significant"
"FAM193A",0.276721679528599,0.553027497561633,0.015,0.013,1,"FAM193A","Not Significant"
"IFI6",0.276846500710132,0.56186594891533,0.098,0.093,1,"IFI6","Not Significant"
"AK6",0.277770728409922,0.307852757823245,0.064,0.069,1,"AK6","Not Significant"
"H2AFY2",0.278171603775541,0.216565275654441,0.013,0.015,1,"H2AFY2","Not Significant"
"RPL22L1",0.278514454065236,0.229327775170046,0.196,0.206,1,"RPL22L1","Not Significant"
"ARL4D",0.279728973382321,0.384041852171176,0.046,0.05,1,"ARL4D","Not Significant"
"HIPK1",0.279770827824372,0.207109782095705,0.056,0.051,1,"HIPK1","Not Significant"
"C9orf72",0.279801006400016,0.436287177304251,0.039,0.043,1,"C9orf72","Not Significant"
"SUCO",0.28068481168812,0.360036383202884,0.035,0.039,1,"SUCO","Not Significant"
"CLEC2D",0.281076286608336,0.352613638691129,0.289,0.288,1,"CLEC2D","Not Significant"
"RBM27",0.281453713500383,0.656591603388019,0.018,0.016,1,"RBM27","Not Significant"
"LINC00893",0.281518098326806,0.12903273055738,0.011,0.013,1,"LINC00893","Not Significant"
"SERTAD1",0.281649646794433,0.260776147019437,0.244,0.24,1,"SERTAD1","Not Significant"
"HNRNPAB",0.281721723622573,0.282195984151191,0.034,0.031,1,"HNRNPAB","Not Significant"
"LINC00944",0.282568463536013,0.377799448729446,0.015,0.018,1,"LINC00944","Not Significant"
"CHI3L2",0.283107419706264,-0.356727587848834,0.016,0.018,1,"CHI3L2","Not Significant"
"NPLOC4",0.283193212856689,0.184484710687426,0.017,0.019,1,"NPLOC4","Not Significant"
"FCER1G",0.283505345571403,0.297483689205453,0.16,0.173,1,"FCER1G","Not Significant"
"COLGALT1",0.284304381094322,0.754174970979462,0.012,0.014,1,"COLGALT1","Not Significant"
"NRBF2",0.284678898396999,0.226427791155166,0.089,0.095,1,"NRBF2","Not Significant"
"DNAJC3",0.284915714197044,0.671799034955626,0.117,0.126,1,"DNAJC3","Not Significant"
"ACOX3",0.285063025131104,0.402315744387841,0.013,0.011,1,"ACOX3","Not Significant"
"MIDN",0.285411378394166,0.432100709482774,0.147,0.142,1,"MIDN","Not Significant"
"SMCO4",0.285843666374525,0.481373776226783,0.022,0.025,1,"SMCO4","Not Significant"
"LACTB",0.285983600703904,0.291455455601539,0.012,0.014,1,"LACTB","Not Significant"
"NR1D1",0.286878631396849,0.826091908268563,0.014,0.012,1,"NR1D1","Not Significant"
"FOXP1",0.286999573845577,0.457984949534672,0.256,0.254,1,"FOXP1","Not Significant"
"BLOC1S3",0.287507519321697,0.398009671524988,0.009,0.011,1,"BLOC1S3","Not Significant"
"ANKS4B",0.288018817678001,0.131106567870701,0.009,0.01,1,"ANKS4B","Not Significant"
"FURIN",0.288181017336523,0.388334143628103,0.021,0.018,1,"FURIN","Not Significant"
"RNF169",0.289046128174822,0.239464298399789,0.008,0.01,1,"RNF169","Not Significant"
"HIGD1A",0.289357762080553,0.175696268782865,0.096,0.101,1,"HIGD1A","Not Significant"
"TFIP11",0.289359103516157,0.19834812772196,0.038,0.042,1,"TFIP11","Not Significant"
"CCNYL1",0.292051544584008,0.751395184241302,0.013,0.011,1,"CCNYL1","Not Significant"
"CREG1",0.292153586160283,0.455071101889161,0.01,0.012,1,"CREG1","Not Significant"
"TMED4",0.29281220965749,0.636916251145145,0.115,0.122,1,"TMED4","Not Significant"
"BID",0.294459290055429,0.795813982750432,0.1,0.096,1,"BID","Not Significant"
"NDC80",0.294704957133055,0.662276365409699,0.014,0.012,1,"NDC80","Not Significant"
"PAPOLA",0.295047166683827,0.405433167177466,0.283,0.298,1,"PAPOLA","Not Significant"
"PNP",0.295121480134832,0.614361947434839,0.065,0.061,1,"PNP","Not Significant"
"AKIRIN2",0.297974792176422,0.200301142199215,0.13,0.137,1,"AKIRIN2","Not Significant"
"SKP1",0.298263786178328,0.202435729790648,0.593,0.65,1,"SKP1","Not Significant"
"HMGCR",0.29871147613892,0.104523230146325,0.015,0.018,1,"HMGCR","Not Significant"
"OGFRL1",0.298735586993327,0.810890863206431,0.035,0.038,1,"OGFRL1","Not Significant"
"AC003102.1",0.298875432206465,0.794444857478484,0.008,0.01,1,"AC003102.1","Not Significant"
"TOR1AIP2",0.299345905336929,1.075385028496,0.082,0.079,1,"TOR1AIP2","Not Significant"
"YAF2",0.299941573530474,0.551768040915481,0.1,0.095,1,"YAF2","Not Significant"
"MBIP",0.300748648452578,0.246863794418374,0.04,0.044,1,"MBIP","Not Significant"
"DUSP5",0.301093278596207,0.597282641889826,0.029,0.026,1,"DUSP5","Not Significant"
"BCL2",0.301861855979204,0.245796238328591,0.052,0.056,1,"BCL2","Not Significant"
"SLC39A8",0.302053086773067,0.168294529504415,0.028,0.025,1,"SLC39A8","Not Significant"
"TOM1",0.302381194447337,0.130213405996653,0.042,0.045,1,"TOM1","Not Significant"
"MRPS15",0.303209858657278,0.301710775556099,0.095,0.1,1,"MRPS15","Not Significant"
"COX20",0.303264574180556,0.330597157642979,0.118,0.125,1,"COX20","Not Significant"
"IFI27",0.303487802996576,0.353449964128984,0.023,0.025,1,"IFI27","Not Significant"
"S1PR4",0.303868856436125,0.123551831062406,0.1,0.105,1,"S1PR4","Not Significant"
"LILRA5",0.30582505834784,1.00044043026361,0.009,0.011,1,"LILRA5","Not Significant"
"RRP12",0.305928669782017,-0.242587525631722,0.008,0.01,1,"RRP12","Not Significant"
"SUPT3H",0.306303730570099,0.123440824401646,0.061,0.065,1,"SUPT3H","Not Significant"
"ARNTL",0.306478612113544,0.168013205973663,0.034,0.037,1,"ARNTL","Not Significant"
"FNBP1",0.307254895165575,0.2007825501299,0.249,0.259,1,"FNBP1","Not Significant"
"HLA-DQB2",0.307286974133319,1.14344513086998,0.017,0.019,1,"HLA-DQB2","Not Significant"
"KMT5C",0.307565561604098,0.499462863695258,0.023,0.02,1,"KMT5C","Not Significant"
"SLC35B1",0.307771504303002,0.300413497933619,0.053,0.058,1,"SLC35B1","Not Significant"
"ANKRD35",0.30841415360314,-0.29974319430208,0.012,0.013,1,"ANKRD35","Not Significant"
"OTUD1",0.308548914897619,0.155304880619817,0.018,0.02,1,"OTUD1","Not Significant"
"ATP13A1",0.308761163728662,-0.2255349826007,0.009,0.011,1,"ATP13A1","Not Significant"
"ZNF593",0.310730029822939,0.343974614844552,0.045,0.048,1,"ZNF593","Not Significant"
"ZNF254",0.310751401775254,0.401518839937064,0.012,0.01,1,"ZNF254","Not Significant"
"HAUS3",0.312468903221275,0.196443966384093,0.063,0.068,1,"HAUS3","Not Significant"
"C12orf66",0.312971708221642,0.163600682454195,0.011,0.013,1,"C12orf66","Not Significant"
"LYPD3",0.313562796620094,0.886507677731682,0.023,0.02,1,"LYPD3","Not Significant"
"NRBP1",0.314064611986681,0.205257130674837,0.139,0.146,1,"NRBP1","Not Significant"
"CDK5RAP1",0.314340897507147,0.139535776873804,0.063,0.067,1,"CDK5RAP1","Not Significant"
"DDX27",0.314498358185832,0.502341549234118,0.126,0.122,1,"DDX27","Not Significant"
"ACSL1",0.315264087215771,0.846866054099391,0.038,0.042,1,"ACSL1","Not Significant"
"LINC02132",0.315340781132236,-0.311348957378548,0.009,0.01,1,"LINC02132","Not Significant"
"NUDT2",0.315385570110512,0.103489144439663,0.025,0.028,1,"NUDT2","Not Significant"
"PARD6G",0.315894052350039,0.337720800985219,0.011,0.009,1,"PARD6G","Not Significant"
"NRIP3",0.316292744747891,0.945112648800588,0.015,0.013,1,"NRIP3","Not Significant"
"ELOC",0.316464077472222,0.521512495189496,0.236,0.25,1,"ELOC","Not Significant"
"CD300E",0.317455439998227,0.260871148007753,0.009,0.011,1,"CD300E","Not Significant"
"SEC24B",0.317602308527649,0.263911344932495,0.015,0.018,1,"SEC24B","Not Significant"
"CD70",0.318460251266185,0.805364452841747,0.03,0.027,1,"CD70","Not Significant"
"JAZF1",0.318639713296574,0.213278593697346,0.04,0.044,1,"JAZF1","Not Significant"
"ATG2A",0.318809628110585,0.29868207759418,0.068,0.064,1,"ATG2A","Not Significant"
"RFLNB",0.319101621803027,-0.222579960328333,0.012,0.014,1,"RFLNB","Not Significant"
"APOL2",0.320174853372122,0.61783096089879,0.023,0.025,1,"APOL2","Not Significant"
"CPA3",0.320474746181814,-0.109044415701132,0.009,0.01,1,"CPA3","Not Significant"
"WWOX",0.320536445113415,0.250757939322431,0.015,0.013,1,"WWOX","Not Significant"
"IFRD1",0.320821012300254,0.401614545521944,0.238,0.236,1,"IFRD1","Not Significant"
"PSME3",0.320924751141988,0.14206346846974,0.043,0.046,1,"PSME3","Not Significant"
"GMIP",0.32108728778947,-0.344575348183348,0.017,0.019,1,"GMIP","Not Significant"
"LINC01534",0.32257680480097,0.250059380777829,0.009,0.01,1,"LINC01534","Not Significant"
"PER2",0.322610252827338,1.17962176784622,0.022,0.02,1,"PER2","Not Significant"
"CTNNA1",0.322961063735227,0.267944263557086,0.032,0.035,1,"CTNNA1","Not Significant"
"LGALS3",0.323021853205824,0.415699715954564,0.224,0.219,1,"LGALS3","Not Significant"
"SYNE3",0.323693989363667,-0.131763888287085,0.008,0.01,1,"SYNE3","Not Significant"
"C3orf14",0.323724755663931,0.723306017861479,0.011,0.009,1,"C3orf14","Not Significant"
"TAF5L",0.323802647485574,-0.186156928899482,0.01,0.011,1,"TAF5L","Not Significant"
"PNPLA8",0.326375966666547,0.442767887981972,0.129,0.125,1,"PNPLA8","Not Significant"
"ATP11B",0.327903377349539,0.104566592043653,0.031,0.034,1,"ATP11B","Not Significant"
"SMCHD1",0.328579111522461,0.21637500478139,0.105,0.111,1,"SMCHD1","Not Significant"
"RAB8B",0.332058448406868,0.477477996075541,0.091,0.087,1,"RAB8B","Not Significant"
"PSMA3",0.333101783068106,0.482063403666735,0.179,0.175,1,"PSMA3","Not Significant"
"BEX2",0.333387007270068,0.148707513666371,0.051,0.055,1,"BEX2","Not Significant"
"RHEB",0.334581293517524,0.548613431318682,0.18,0.178,1,"RHEB","Not Significant"
"PHACTR1",0.334625208927263,0.952043714263377,0.076,0.074,1,"PHACTR1","Not Significant"
"ABHD5",0.334871221835821,0.181913154073777,0.069,0.073,1,"ABHD5","Not Significant"
"ABCA2",0.334967752367522,-0.218910927018784,0.014,0.016,1,"ABCA2","Not Significant"
"ANP32E",0.3363063196286,0.525353354716353,0.128,0.136,1,"ANP32E","Not Significant"
"ZDBF2",0.336721326233915,0.322155996324276,0.012,0.01,1,"ZDBF2","Not Significant"
"PQLC1",0.337793140348639,0.129701433523053,0.009,0.01,1,"PQLC1","Not Significant"
"TOP3A",0.339039709942936,0.134698301346348,0.015,0.018,1,"TOP3A","Not Significant"
"NUP98",0.339216875599028,0.185745934691089,0.047,0.05,1,"NUP98","Not Significant"
"IRF7",0.339631859664754,0.454009542434587,0.093,0.089,1,"IRF7","Not Significant"
"TP53BP2",0.340716065982105,0.565508683185017,0.021,0.018,1,"TP53BP2","Not Significant"
"SDF4",0.340880597890704,0.185031714364388,0.008,0.01,1,"SDF4","Not Significant"
"SLC25A44",0.341177186065927,0.116269460024964,0.026,0.029,1,"SLC25A44","Not Significant"
"JMY",0.341464904962855,0.283011406488163,0.054,0.051,1,"JMY","Not Significant"
"RBBP5",0.342156998773016,0.470011854157951,0.046,0.049,1,"RBBP5","Not Significant"
"PDLIM5",0.343598193673413,0.583039057523349,0.039,0.036,1,"PDLIM5","Not Significant"
"PAXBP1",0.344064306791431,-0.133007428444727,0.013,0.014,1,"PAXBP1","Not Significant"
"CD93",0.344485413185039,0.384912949756482,0.013,0.015,1,"CD93","Not Significant"
"CALHM6",0.34474628262443,0.538174433347502,0.008,0.01,1,"CALHM6","Not Significant"
"CHRAC1",0.344879361959645,0.213577176254684,0.095,0.09,1,"CHRAC1","Not Significant"
"CCDC117",0.349806120688571,0.88866646529634,0.008,0.01,1,"CCDC117","Not Significant"
"PPP2R3A",0.351318615787119,-0.117372217572597,0.009,0.01,1,"PPP2R3A","Not Significant"
"ASAP1",0.351732098801343,-0.118195564823493,0.021,0.023,1,"ASAP1","Not Significant"
"ARL8A",0.352161680733744,0.480917620940277,0.011,0.01,1,"ARL8A","Not Significant"
"FAM76A",0.353466864343874,0.760837962170843,0.031,0.034,1,"FAM76A","Not Significant"
"MSL1",0.353817608975717,-0.110112551929721,0.022,0.024,1,"MSL1","Not Significant"
"LIMK2",0.354364133610031,0.277693390864885,0.013,0.015,1,"LIMK2","Not Significant"
"HEBP2",0.354517481660973,0.358880448346114,0.009,0.011,1,"HEBP2","Not Significant"
"TNFSF8",0.355656165851693,0.407580985140593,0.036,0.033,1,"TNFSF8","Not Significant"
"KIF13B",0.357387594913453,0.583399809912151,0.03,0.032,1,"KIF13B","Not Significant"
"TATDN2",0.357980360719238,0.117727475394092,0.011,0.01,1,"TATDN2","Not Significant"
"SETD2",0.358171519612605,0.237547865185887,0.081,0.077,1,"SETD2","Not Significant"
"MLLT3",0.358231000322002,0.177246443427412,0.044,0.041,1,"MLLT3","Not Significant"
"SDSL",0.358345583279571,0.476730926980862,0.01,0.009,1,"SDSL","Not Significant"
"NASP",0.359043406616357,0.378953061745942,0.177,0.174,1,"NASP","Not Significant"
"CD72",0.35935288456862,0.290041865442081,0.022,0.024,1,"CD72","Not Significant"
"CHST11",0.359772036351803,0.293690121091991,0.03,0.028,1,"CHST11","Not Significant"
"TTC21B",0.360169679906443,0.138341945755306,0.012,0.014,1,"TTC21B","Not Significant"
"PLXND1",0.360318627899761,0.203774772532054,0.016,0.018,1,"PLXND1","Not Significant"
"TEDC1",0.361641352777431,0.536630260632627,0.014,0.012,1,"TEDC1","Not Significant"
"PPP2R5A",0.362286039337139,-0.128685866677252,0.021,0.023,1,"PPP2R5A","Not Significant"
"PTAR1",0.362757698710329,0.342652107506944,0.044,0.041,1,"PTAR1","Not Significant"
"UTP20",0.362805726943949,0.37155531413755,0.011,0.013,1,"UTP20","Not Significant"
"STK40",0.36348668628401,0.128545003306489,0.014,0.016,1,"STK40","Not Significant"
"NFKBIB",0.363488408801845,0.418218851814082,0.068,0.072,1,"NFKBIB","Not Significant"
"CEBPZ",0.363771576162308,0.299705344428096,0.127,0.133,1,"CEBPZ","Not Significant"
"AKIRIN1",0.36562566690091,0.13496718374637,0.054,0.057,1,"AKIRIN1","Not Significant"
"IKZF5",0.365945931444017,0.326941979750669,0.028,0.031,1,"IKZF5","Not Significant"
"MTOR",0.368335905296961,0.43853021304608,0.008,0.01,1,"MTOR","Not Significant"
"RGS9",0.368501303388737,0.291424097815228,0.021,0.023,1,"RGS9","Not Significant"
"AP3M2",0.369089508782475,0.452935030366256,0.05,0.047,1,"AP3M2","Not Significant"
"RAB11FIP4",0.369330052015961,-0.29605880864171,0.014,0.016,1,"RAB11FIP4","Not Significant"
"ODF3B",0.369384404906056,0.280599949921323,0.018,0.016,1,"ODF3B","Not Significant"
"ING3",0.370199881548017,0.271660145452291,0.079,0.083,1,"ING3","Not Significant"
"SMPD2",0.370923360425501,-0.122020635461274,0.015,0.017,1,"SMPD2","Not Significant"
"LILRB2",0.37104512371036,0.457054566518961,0.014,0.016,1,"LILRB2","Not Significant"
"PANK3",0.371159106136981,0.183045209997376,0.015,0.017,1,"PANK3","Not Significant"
"LINC00115",0.372094931745445,0.164654488241407,0.01,0.012,1,"LINC00115","Not Significant"
"ITPRIPL2",0.372396716284541,1.50831853871853,0.012,0.01,1,"ITPRIPL2","Not Significant"
"TCEAL3",0.372401033034396,0.539501402592987,0.032,0.035,1,"TCEAL3","Not Significant"
"DEDD",0.373321721040411,0.438222763774849,0.025,0.028,1,"DEDD","Not Significant"
"BRD9",0.373391016259718,0.270515788562484,0.015,0.013,1,"BRD9","Not Significant"
"NPM1",0.374194606478374,0.201949701607396,0.677,0.752,1,"NPM1","Not Significant"
"LINC01550",0.375571772716389,0.245868053956399,0.035,0.032,1,"LINC01550","Not Significant"
"S100A9",0.375859170411377,-1.44632963887499,0.057,0.052,1,"S100A9","Not Significant"
"SNRNP25",0.376382408177952,0.216265225867228,0.043,0.047,1,"SNRNP25","Not Significant"
"MAPK8",0.376411367921481,0.24563915027337,0.028,0.03,1,"MAPK8","Not Significant"
"LYSMD2",0.377682079410177,0.179812288923861,0.012,0.013,1,"LYSMD2","Not Significant"
"ALAS1",0.378235605162389,0.427362123947906,0.041,0.044,1,"ALAS1","Not Significant"
"RHOB",0.378262733796967,0.472533564380895,0.039,0.042,1,"RHOB","Not Significant"
"PDPR",0.378791553916978,-0.175661645442839,0.014,0.015,1,"PDPR","Not Significant"
"TOB2",0.37890152033325,0.311285976474595,0.113,0.108,1,"TOB2","Not Significant"
"SHLD3",0.379368742172147,0.4591160039946,0.02,0.018,1,"SHLD3","Not Significant"
"ITGB2-AS1",0.38016344276912,0.496915433253215,0.035,0.033,1,"ITGB2-AS1","Not Significant"
"PSMD7",0.381277129770961,0.295740150361767,0.132,0.138,1,"PSMD7","Not Significant"
"RIPK2",0.38184656878661,0.762415721752291,0.076,0.073,1,"RIPK2","Not Significant"
"SMAD3",0.381990692537935,0.52226636414409,0.013,0.011,1,"SMAD3","Not Significant"
"ATXN1",0.382057310115633,0.601320113489075,0.086,0.082,1,"ATXN1","Not Significant"
"UBE2J1",0.383560948840851,0.179001993979581,0.08,0.084,1,"UBE2J1","Not Significant"
"VSIG4",0.383737317589005,0.550941566285249,0.038,0.041,1,"VSIG4","Not Significant"
"METTL15",0.384198090405096,0.206101495303252,0.099,0.095,1,"METTL15","Not Significant"
"PUSL1",0.385791870509865,0.592759963550816,0.019,0.017,1,"PUSL1","Not Significant"
"GMFB",0.386917602490793,0.229324861988499,0.052,0.055,1,"GMFB","Not Significant"
"TNFSF13B",0.386927628383709,0.184258501719227,0.054,0.058,1,"TNFSF13B","Not Significant"
"RP2",0.387529198490855,0.215144841851903,0.011,0.013,1,"RP2","Not Significant"
"AC020765.2",0.388859801636251,0.726744507334947,0.01,0.011,1,"AC020765.2","Not Significant"
"CITED2",0.38940400462484,0.265213621338494,0.043,0.046,1,"CITED2","Not Significant"
"LAP3",0.389646551299132,0.38817640632652,0.097,0.103,1,"LAP3","Not Significant"
"LMF1",0.38991443671112,0.373657213643148,0.014,0.012,1,"LMF1","Not Significant"
"HOTAIRM1",0.390266045250841,0.417249410343325,0.061,0.064,1,"HOTAIRM1","Not Significant"
"ZNF622",0.39079097885133,0.543499530526562,0.124,0.121,1,"ZNF622","Not Significant"
"TRPS1",0.391285214546252,0.805036008838665,0.019,0.017,1,"TRPS1","Not Significant"
"F11R",0.392334923831292,0.533054951130176,0.015,0.017,1,"F11R","Not Significant"
"AC022098.1",0.393332536197926,0.595168574043679,0.01,0.008,1,"AC022098.1","Not Significant"
"BNIP1",0.393600007886378,0.376525265088908,0.024,0.026,1,"BNIP1","Not Significant"
"BCL10",0.393621903183811,0.80737533497387,0.052,0.056,1,"BCL10","Not Significant"
"HDAC4",0.394239577620182,0.861811930000898,0.012,0.011,1,"HDAC4","Not Significant"
"SRP14-AS1",0.394553334899631,-0.317209036694338,0.01,0.012,1,"SRP14-AS1","Not Significant"
"TRIB1",0.394829902840902,0.187423353449122,0.016,0.018,1,"TRIB1","Not Significant"
"EVI2A",0.395174860152036,0.319974135113379,0.273,0.272,1,"EVI2A","Not Significant"
"UBE2K",0.396339737728323,0.279659853205062,0.091,0.095,1,"UBE2K","Not Significant"
"TNFRSF10B",0.398124691518847,0.752219425951001,0.022,0.02,1,"TNFRSF10B","Not Significant"
"PAG1",0.398611447798521,0.295079437236846,0.063,0.059,1,"PAG1","Not Significant"
"FAM98A",0.39894280460947,0.439953995516444,0.021,0.023,1,"FAM98A","Not Significant"
"TTLL5",0.39918789348751,0.268401067469376,0.013,0.014,1,"TTLL5","Not Significant"
"UBE2O",0.399909250255823,0.585907273622932,0.015,0.013,1,"UBE2O","Not Significant"
"SCAP",0.400059923019307,-0.14657780144704,0.011,0.013,1,"SCAP","Not Significant"
"CPSF4",0.401294541447983,-0.223475107319674,0.018,0.02,1,"CPSF4","Not Significant"
"NORAD",0.401306268853975,0.171184021050716,0.07,0.073,1,"NORAD","Not Significant"
"EEF1AKMT2",0.402214747406322,0.271189145064282,0.045,0.048,1,"EEF1AKMT2","Not Significant"
"EGR1",0.404048864907264,0.351346697058498,0.092,0.097,1,"EGR1","Not Significant"
"SDE2",0.404144599388121,0.551305010776446,0.035,0.032,1,"SDE2","Not Significant"
"STAU1",0.404683908398132,0.412173250532776,0.101,0.098,1,"STAU1","Not Significant"
"EMP3",0.404791186549306,0.357763803914912,0.407,0.432,1,"EMP3","Not Significant"
"AC020571.1",0.405018022486502,0.477761095797529,0.067,0.064,1,"AC020571.1","Not Significant"
"DOT1L",0.405235314274028,-0.162548198524173,0.01,0.011,1,"DOT1L","Not Significant"
"LAYN",0.406569336834072,-0.183665019756439,0.01,0.011,1,"LAYN","Not Significant"
"USP12",0.406723133074853,0.355846404587508,0.013,0.012,1,"USP12","Not Significant"
"RAB5A",0.407304812021014,0.460522419895925,0.138,0.135,1,"RAB5A","Not Significant"
"P4HA1",0.407600190975068,0.372109134527741,0.031,0.033,1,"P4HA1","Not Significant"
"SNX22",0.408815622354228,-0.102175162653999,0.022,0.024,1,"SNX22","Not Significant"
"CLEC7A",0.408818332214941,0.965817976990046,0.057,0.055,1,"CLEC7A","Not Significant"
"NET1",0.409333950007205,0.913289096815191,0.01,0.009,1,"NET1","Not Significant"
"ASMTL",0.40960180498958,0.125147465931521,0.035,0.038,1,"ASMTL","Not Significant"
"KHSRP",0.409693295857821,-0.135362103027606,0.021,0.023,1,"KHSRP","Not Significant"
"AL441992.1",0.411258494248126,-0.263568684759995,0.014,0.015,1,"AL441992.1","Not Significant"
"HBP1",0.41145072605997,0.427198622989374,0.17,0.18,1,"HBP1","Not Significant"
"ABCF3",0.411513854984121,0.322544285418859,0.037,0.034,1,"ABCF3","Not Significant"
"ITGAV",0.411963998389827,0.431929708346388,0.016,0.014,1,"ITGAV","Not Significant"
"ELOA",0.412508797326963,0.190217973401693,0.042,0.045,1,"ELOA","Not Significant"
"IL18BP",0.413181283658852,-0.139283354823005,0.009,0.01,1,"IL18BP","Not Significant"
"DOCK9",0.413456291503597,-0.142705900159655,0.012,0.013,1,"DOCK9","Not Significant"
"MRPL14",0.413550192117777,0.508737803468705,0.089,0.085,1,"MRPL14","Not Significant"
"EIF4E3",0.414295288438167,-0.439752466506819,0.015,0.017,1,"EIF4E3","Not Significant"
"PHF19",0.414312582481776,0.307568282290366,0.018,0.02,1,"PHF19","Not Significant"
"FAM53B",0.415498539067118,-0.240697465039891,0.019,0.021,1,"FAM53B","Not Significant"
"MRPS6",0.415651093533152,0.387011099660914,0.164,0.172,1,"MRPS6","Not Significant"
"PXN-AS1",0.415711035219051,-0.257892209510142,0.009,0.011,1,"PXN-AS1","Not Significant"
"AKT1S1",0.416857697878968,0.245776270999368,0.014,0.016,1,"AKT1S1","Not Significant"
"SLC35F6",0.417056147360742,0.579507998530342,0.024,0.026,1,"SLC35F6","Not Significant"
"MICAL2",0.417227767013842,0.52175740060127,0.014,0.012,1,"MICAL2","Not Significant"
"SPRYD4",0.417300026498595,0.53946963045045,0.013,0.015,1,"SPRYD4","Not Significant"
"TPRA1",0.417339268876961,0.423722358141492,0.018,0.016,1,"TPRA1","Not Significant"
"B3GNT5",0.417458671902789,1.34412799296159,0.023,0.022,1,"B3GNT5","Not Significant"
"FBXL3",0.418119898160359,0.461947415050309,0.03,0.027,1,"FBXL3","Not Significant"
"ZNF184",0.418423331692988,0.257747013895285,0.024,0.026,1,"ZNF184","Not Significant"
"NBEAL2",0.418860453132876,-0.277869266414556,0.013,0.014,1,"NBEAL2","Not Significant"
"TWISTNB",0.419952685590312,0.461309111449421,0.112,0.118,1,"TWISTNB","Not Significant"
"PRDX1",0.42052252809653,0.552372126735884,0.296,0.303,1,"PRDX1","Not Significant"
"UBE2T",0.421025278856943,0.299689869278662,0.01,0.011,1,"UBE2T","Not Significant"
"JAML",0.42179120368529,0.323765296615833,0.2,0.196,1,"JAML","Not Significant"
"IMPA1",0.422657788163268,0.273392818753771,0.045,0.048,1,"IMPA1","Not Significant"
