"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significance"
"KBTBD6",7.84637442494517e-08,-1.14929819281914,0.006,0.015,0.00142984481145776,"KBTBD6","Downregulated"
"PRR11",7.96116169361703e-08,-1.6157625125428,0.003,0.01,0.00145076249542783,"PRR11","Downregulated"
"ZNF212",7.96650087088157e-08,-1.03733872679472,0.008,0.018,0.00145173545370075,"ZNF212","Downregulated"
"AKAP10",8.01688506600767e-08,-0.409177898325941,0.032,0.05,0.00146091696557858,"AKAP10","Downregulated"
"RDX",8.05195102901271e-08,-0.308736091290355,0.028,0.044,0.00146730703601699,"RDX","Downregulated"
"COBLL1",8.0901487395854e-08,-2.00028849681762,0.003,0.01,0.00147426780481465,"COBLL1","Downregulated"
"SLC12A6",8.09638368723269e-08,-0.810800338319935,0.019,0.032,0.00147540399932441,"SLC12A6","Downregulated"
"GOPC",8.16816592785183e-08,-0.469162360719391,0.036,0.055,0.00148848487703244,"GOPC","Downregulated"
"DCBLD1",8.24849060445416e-08,-1.30826668019202,0.005,0.012,0.00150312244284968,"DCBLD1","Downregulated"
"ZNF526",8.30679298090503e-08,-1.32242194435796,0.007,0.017,0.00151374688491032,"ZNF526","Downregulated"
"PKIG",8.33300995432116e-08,-0.615172029526649,0.016,0.028,0.00151852440397594,"PKIG","Downregulated"
"GTSF1",8.39580207140399e-08,-1.02043988238443,0.012,0.023,0.00152996701147195,"GTSF1","Downregulated"
"JAM2",8.45990805450052e-08,-1.49679242543953,0.004,0.012,0.00154164904477163,"JAM2","Downregulated"
"PCDH9",8.49319448768797e-08,-1.21185218110973,0.006,0.015,0.00154771483149138,"PCDH9","Downregulated"
"AL022326.1",8.5606646425308e-08,-1.2999884324692,0.003,0.01,0.00156000991780839,"AL022326.1","Downregulated"
"AL022323.3",8.61139846460463e-08,-1.30492101802131,0.004,0.012,0.0015692551422049,"AL022323.3","Downregulated"
"TMED3",8.69943392963302e-08,-0.2802652516646,0.052,0.074,0.00158529784499703,"TMED3","Downregulated"
"HIST1H4E",8.70910027320759e-08,-1.95572071534859,0.004,0.011,0.00158705934278662,"HIST1H4E","Downregulated"
"ZNF511",8.81474102799501e-08,-0.695079922894867,0.019,0.033,0.00160631025753153,"ZNF511","Downregulated"
"RPS6KL1",8.82328983126478e-08,-1.09079395706548,0.004,0.012,0.00160786810595138,"RPS6KL1","Downregulated"
"NUDCD2",8.98790722773008e-08,-0.278027332506031,0.07,0.094,0.00163786633410925,"NUDCD2","Downregulated"
"TIMM29",9.00258759441628e-08,-1.11861618719243,0.004,0.011,0.00164054153733048,"TIMM29","Downregulated"
"ZCCHC9",9.01969654340885e-08,-0.72892344182279,0.021,0.036,0.0016436593011054,"ZCCHC9","Downregulated"
"ZNF322",9.03001047798688e-08,-0.614708503709723,0.011,0.022,0.00164553880940355,"ZNF322","Downregulated"
"RUBCNL",9.05244076335748e-08,-0.561709289016457,0.008,0.018,0.00164962628030663,"RUBCNL","Downregulated"
"IRF5",9.17407309464283e-08,-0.856500007082453,0.01,0.021,0.00167179134003676,"IRF5","Downregulated"
"NUP62",9.20585649882941e-08,-0.317563444493001,0.031,0.048,0.00167758322978168,"NUP62","Downregulated"
"RABL2B",9.22648971694298e-08,-0.482246578507338,0.026,0.042,0.00168134322111852,"RABL2B","Downregulated"
"GCDH",9.38784525687271e-08,-0.354163522947045,0.034,0.051,0.00171074704115991,"GCDH","Downregulated"
"EML4",9.5259821865545e-08,0.52833853351686,0.268,0.235,0.00173591973385583,"EML4","Upregulated"
"VPS41",9.52854592911351e-08,-0.405037580513821,0.022,0.036,0.00173638692466235,"VPS41","Downregulated"
"TRNAU1AP",9.60469531899229e-08,-0.27862610796818,0.034,0.051,0.00175026362797997,"TRNAU1AP","Downregulated"
"VAPB",9.60882386299249e-08,-0.284805718740434,0.025,0.04,0.00175101597255312,"VAPB","Downregulated"
"ADCY7",9.83095723888363e-08,-0.42563497490327,0.03,0.047,0.00179149533764176,"ADCY7","Downregulated"
"ARL6IP6",9.85151168634191e-08,-0.259847303521982,0.096,0.122,0.00179524097460209,"ARL6IP6","Downregulated"
"KLHL6",9.87890764880682e-08,-0.285494678820155,0.038,0.056,0.00180023334084207,"KLHL6","Downregulated"
"PIGBOS1",1.01276152718945e-07,-0.347884238247032,0.038,0.056,0.00184555533099733,"PIGBOS1","Downregulated"
"RPA1",1.01637582996104e-07,-0.46219471002374,0.047,0.067,0.00185214167493801,"RPA1","Downregulated"
"MFSD8",1.02286169465758e-07,-0.494515965364203,0.023,0.038,0.00186396086617451,"MFSD8","Downregulated"
"P2RX4",1.02844412867085e-07,-0.268189591991806,0.039,0.058,0.00187413373567689,"P2RX4","Downregulated"
"SLC46A3",1.02872708936262e-07,-0.519753795317226,0.019,0.032,0.0018746493749455,"SLC46A3","Downregulated"
"APEH",1.05184761586909e-07,-0.510994201411806,0.038,0.056,0.00191678191039825,"APEH","Downregulated"
"CNOT8",1.07383621573126e-07,-0.278142088617386,0.053,0.074,0.00195685173592708,"CNOT8","Downregulated"
"UBE3D",1.08010251370168e-07,-1.03584575550432,0.009,0.018,0.00196827081071857,"UBE3D","Downregulated"
"KCTD19",1.08589555264596e-07,-1.59459008692456,0.005,0.013,0.00197882746558673,"KCTD19","Downregulated"
"SSPN",1.09509608202364e-07,-0.549769350290896,0.006,0.014,0.00199559359027167,"SSPN","Downregulated"
"DNAJC10",1.09515039331644e-07,-0.65397108381735,0.029,0.045,0.00199569256174055,"DNAJC10","Downregulated"
"MRPS33",1.10547204372344e-07,-0.278192361143123,0.071,0.095,0.00201450170527723,"MRPS33","Downregulated"
"CD22",1.10551044989437e-07,-0.783268362667841,0.009,0.02,0.00201457169284251,"CD22","Downregulated"
"NUDT14",1.11712331286335e-07,-0.66752675554425,0.05,0.07,0.00203573381303089,"NUDT14","Downregulated"
"SPSB2",1.11814848704142e-07,-1.04644206973571,0.01,0.021,0.00203760198793558,"SPSB2","Downregulated"
"UBA3",1.12254435544449e-07,-0.257186709583617,0.054,0.075,0.0020456125789265,"UBA3","Downregulated"
"AC011447.3",1.14415422052125e-07,-1.06546527943628,0.007,0.016,0.00208499223605588,"AC011447.3","Downregulated"
"PIGN",1.17088328607523e-07,-0.77861750665808,0.014,0.026,0.00213370061221489,"PIGN","Downregulated"
"CLSTN3",1.20635065819158e-07,-0.892247559066102,0.013,0.025,0.00219833280442251,"CLSTN3","Downregulated"
"MON1B",1.21050425363656e-07,-0.516687523123032,0.021,0.035,0.0022059019014019,"MON1B","Downregulated"
"DHX8",1.21483087629565e-07,-0.373484441990069,0.02,0.034,0.00221378630587356,"DHX8","Downregulated"
"SCYL3",1.21979415433181e-07,-0.941814077543521,0.009,0.019,0.00222283088743885,"SCYL3","Downregulated"
"C12orf43",1.2332253920631e-07,-0.259076297702311,0.028,0.044,0.00224730663195658,"C12orf43","Downregulated"
"AL645568.1",1.24990992557655e-07,-0.895285235820054,0.013,0.025,0.00227771085737816,"AL645568.1","Downregulated"
"FCHO1",1.29703371961693e-07,-0.615424326666505,0.016,0.029,0.00236358454725793,"FCHO1","Downregulated"
"TMEM186",1.30200593367708e-07,-0.876866932017552,0.007,0.015,0.00237264541293974,"TMEM186","Downregulated"
"SPATS2",1.32377098866344e-07,-0.556454091874199,0.022,0.036,0.00241230787264138,"SPATS2","Downregulated"
"TIMM21",1.34264600297201e-07,-0.440739849623711,0.012,0.024,0.00244670381121589,"TIMM21","Downregulated"
"AL050341.2",1.35284363648842e-07,-1.04740100763245,0.006,0.015,0.00246528695877285,"AL050341.2","Downregulated"
"CARS",1.35736452276539e-07,-0.358179743667329,0.034,0.051,0.00247352536983536,"CARS","Downregulated"
"ZNF230",1.38008230158199e-07,-1.06270935519734,0.009,0.019,0.00251492397817287,"ZNF230","Downregulated"
"SCAPER",1.38496988989992e-07,-0.379295687414658,0.028,0.044,0.00252383063036463,"SCAPER","Downregulated"
"CLOCK",1.38957743579357e-07,-0.933180155081254,0.011,0.021,0.00253222696124661,"CLOCK","Downregulated"
"ZNF25",1.40207370927426e-07,-1.36847744748502,0.005,0.012,0.00255499892041048,"ZNF25","Downregulated"
"AL021453.1",1.40230540999609e-07,-0.495623209252802,0.01,0.02,0.00255542114863588,"AL021453.1","Downregulated"
"CCM2",1.40272692044766e-07,-0.481684203859931,0.049,0.069,0.00255618926713176,"CCM2","Downregulated"
"ELOVL6",1.41233041006439e-07,-0.395327235922339,0.01,0.02,0.00257368970626033,"ELOVL6","Downregulated"
"IL17RC",1.44936052676176e-07,-1.03569755640416,0.005,0.012,0.00264116968791796,"IL17RC","Downregulated"
"ZNF32",1.45109929101674e-07,-0.452085171684587,0.036,0.053,0.00264433823801981,"ZNF32","Downregulated"
"MKNK2",1.45164219857603e-07,1.45200034256287,0.072,0.052,0.0026453275784651,"MKNK2","Upregulated"
"ZNF200",1.4529861124781e-07,-0.660994266190568,0.013,0.025,0.00264777659276885,"ZNF200","Downregulated"
"QRSL1",1.4543293614672e-07,-0.572463588525842,0.022,0.036,0.00265022439540168,"QRSL1","Downregulated"
"SLC51A",1.4544893257324e-07,-0.881581556941212,0.009,0.019,0.00265051589828215,"SLC51A","Downregulated"
"CYB5R1",1.45708891434586e-07,-0.430264711589932,0.04,0.059,0.00265525312861246,"CYB5R1","Downregulated"
"AC004846.1",1.45946710354639e-07,-1.79831020421214,0.004,0.012,0.00265958690279259,"AC004846.1","Downregulated"
"LINC00909",1.46620539068802e-07,-0.425583351329463,0.022,0.036,0.00267186608345079,"LINC00909","Downregulated"
"TRIM4",1.46960072312627e-07,-0.996965504380912,0.01,0.02,0.002678053397753,"TRIM4","Downregulated"
"FCN1",1.47133665036795e-07,-0.675232946523399,0.027,0.043,0.00268121677796551,"FCN1","Downregulated"
"TLR5",1.48354142286273e-07,-1.14661760095948,0.004,0.012,0.00270345753488275,"TLR5","Downregulated"
"SERPINH1",1.49858438139885e-07,0.51045076382684,0.022,0.037,0.00273087031822313,"SERPINH1","Upregulated"
"STX17",1.51180515952651e-07,-0.659616472920422,0.025,0.04,0.00275496254220516,"STX17","Downregulated"
"TACO1",1.5575182763986e-07,-1.00784865419958,0.008,0.017,0.00283826555508117,"TACO1","Downregulated"
"LRRN4CL",1.5828656008463e-07,-1.47617193991996,0.004,0.01,0.0028844559844222,"LRRN4CL","Downregulated"
"ELAC2",1.59573743636707e-07,-0.649279633405927,0.027,0.042,0.00290791233029172,"ELAC2","Downregulated"
"SRBD1",1.6098995916578e-07,-0.82104103279379,0.013,0.024,0.00293372002587802,"SRBD1","Downregulated"
"CENPT",1.62111107476645e-07,-0.449650240093664,0.04,0.058,0.00295415071154691,"CENPT","Downregulated"
"ZNF44",1.65746830611295e-07,-0.459917849521802,0.027,0.042,0.00302040449422962,"ZNF44","Downregulated"
"MTCH2",1.69125074792082e-07,-0.329972918787804,0.053,0.074,0.00308196623793612,"MTCH2","Downregulated"
"DHX29",1.73157896573262e-07,-0.268734730621296,0.045,0.064,0.00315545634925455,"DHX29","Downregulated"
"SUGP1",1.75444701864056e-07,-0.549007835585485,0.022,0.036,0.0031971288020687,"SUGP1","Downregulated"
"CHORDC1",1.7653234844528e-07,0.512599631012683,0.162,0.204,0.00321694898571835,"CHORDC1","Upregulated"
"UNC50",1.79314051321768e-07,-0.327530236316918,0.054,0.075,0.00326763995723658,"UNC50","Downregulated"
"CYTIP",1.81211608117627e-07,0.374257172061774,0.433,0.408,0.00330221913472752,"CYTIP","Upregulated"
"LRCH3",1.82718952241924e-07,-0.733786180190319,0.02,0.033,0.00332968746670457,"LRCH3","Downregulated"
"VPS45",1.8287788541818e-07,-0.562641165242075,0.015,0.027,0.00333258370597549,"VPS45","Downregulated"
"TRIM14",1.83832858481288e-07,-0.824779361967322,0.009,0.019,0.00334998618010452,"TRIM14","Downregulated"
"PTP4A1",1.83912574605317e-07,0.592395346522933,0.195,0.165,0.00335143884703269,"PTP4A1","Upregulated"
"SLC35B4",1.85067494844247e-07,-0.792432812419355,0.012,0.023,0.0033724849585467,"SLC35B4","Downregulated"
"ZNF345",1.8531913644228e-07,-1.20675701125938,0.01,0.021,0.00337707062338766,"ZNF345","Downregulated"
"NAIP",1.86916180604327e-07,-0.323557666792342,0.016,0.028,0.00340617355915265,"NAIP","Downregulated"
"TTBK2",1.88168998299168e-07,-0.955301291226534,0.01,0.021,0.00342900365600574,"TTBK2","Downregulated"
"CBWD2",1.88389005573398e-07,-0.854528100673682,0.008,0.018,0.00343301284856403,"CBWD2","Downregulated"
"DGKZ",1.89307254970997e-07,-0.627718998125692,0.029,0.045,0.00344974610733648,"DGKZ","Downregulated"
"ISCA2",1.89902617551774e-07,-0.44376854507165,0.04,0.058,0.00346059539964598,"ISCA2","Downregulated"
"GPR82",1.921657043889e-07,-0.279136655628401,0.041,0.059,0.00350183563107892,"GPR82","Downregulated"
"ZNF707",1.92685072310661e-07,-0.85368540300626,0.01,0.021,0.00351130007271717,"ZNF707","Downregulated"
"AC007388.1",1.9291095662961e-07,-1.24621538808165,0.008,0.018,0.00351541636266139,"AC007388.1","Downregulated"
"ZDHHC13",1.93097490044046e-07,-0.816501533937042,0.017,0.029,0.00351881556107264,"ZDHHC13","Downregulated"
"UNG",1.94127481950071e-07,-0.345201770111618,0.024,0.039,0.00353758510357614,"UNG","Downregulated"
"C1orf50",1.95726813260568e-07,-0.810820932875603,0.014,0.025,0.00356672971804733,"C1orf50","Downregulated"
"QARS",1.95840683160804e-07,-0.311905022991878,0.064,0.086,0.00356880476923933,"QARS","Downregulated"
"AP5Z1",1.9609176321221e-07,-0.645308606499591,0.024,0.039,0.0035733802010161,"AP5Z1","Downregulated"
"DDX59",1.96565017677485e-07,-0.641996423513403,0.02,0.034,0.00358200431713681,"DDX59","Downregulated"
"MTG1",1.99369660732773e-07,-0.959320938884104,0.007,0.015,0.00363311332753333,"MTG1","Downregulated"
"ADAM19",2.00616103539117e-07,1.54326468231478,0.044,0.028,0.00365582725479333,"ADAM19","Upregulated"
"PIGV",2.05127538925103e-07,-0.64608768633167,0.008,0.017,0.00373803914183216,"PIGV","Downregulated"
"ANGPT2",2.07360763774391e-07,-1.30532110712844,0.007,0.016,0.00377873519826073,"ANGPT2","Downregulated"
"LINC01521",2.13049056822836e-07,-1.55978582829452,0.005,0.013,0.00388239296248254,"LINC01521","Downregulated"
"POLG2",2.13348775721367e-07,-0.260034608003748,0.022,0.036,0.00388785473997047,"POLG2","Downregulated"
"NPRL3",2.13551867937303e-07,-0.660522487643892,0.023,0.038,0.00389155568942148,"NPRL3","Downregulated"
"YY1",2.13577690925295e-07,-0.336740363300631,0.06,0.081,0.00389202626173165,"YY1","Downregulated"
"ATG4C",2.14220291171061e-07,-0.388182673268988,0.019,0.033,0.00390373636601025,"ATG4C","Downregulated"
"PPIP5K2",2.15966694675555e-07,-0.370401449469683,0.026,0.041,0.00393556107707264,"PPIP5K2","Downregulated"
"EHMT1",2.16457323159179e-07,-0.451098329633796,0.033,0.05,0.00394450179992971,"EHMT1","Downregulated"
"SNUPN",2.16567102319762e-07,-0.598432007666332,0.014,0.026,0.00394650230557303,"SNUPN","Downregulated"
"AP3S2",2.17596426273144e-07,-1.03748643795416,0.006,0.015,0.0039652596759755,"AP3S2","Downregulated"
"CPTP",2.20696640588648e-07,-0.966361021042234,0.01,0.02,0.00402175488144693,"CPTP","Downregulated"
"CCAR2",2.2174714022082e-07,-0.327831098609912,0.024,0.039,0.004040898136244,"CCAR2","Downregulated"
"IARS",2.22414950157112e-07,-0.673703912014702,0.025,0.04,0.00405306763671306,"IARS","Downregulated"
"NUP205",2.22496538488894e-07,-1.08540596639879,0.006,0.015,0.00405455442088312,"NUP205","Downregulated"
"SESN1",2.28938505861004e-07,-0.384557305689677,0.02,0.033,0.00417194639230507,"SESN1","Downregulated"
"C8orf37",2.29203738410652e-07,-1.56020174172839,0.005,0.012,0.00417677972505732,"C8orf37","Downregulated"
"STUB1",2.34784713576626e-07,-0.862341797645726,0.02,0.034,0.00427848183550685,"STUB1","Downregulated"
"CCDC50",2.34800454395919e-07,-0.841788111082437,0.012,0.023,0.00427876868045684,"CCDC50","Downregulated"
"STX16",2.36328701495076e-07,-0.422059262538381,0.038,0.056,0.00430661792734477,"STX16","Downregulated"
"CCDC141",2.3836816356206e-07,-0.970510409341071,0.005,0.012,0.00434378304459143,"CCDC141","Downregulated"
"GFM1",2.42295238398138e-07,-0.323346095875937,0.036,0.053,0.00441534612932926,"GFM1","Downregulated"
"LILRA2",2.44249732290193e-07,-0.261253881931141,0.012,0.023,0.00445096287152419,"LILRA2","Downregulated"
"REXO4",2.45794389802743e-07,-0.486365650747484,0.028,0.043,0.00447911116537538,"REXO4","Downregulated"
"ZNF680",2.46075918298704e-07,-0.609676752960391,0.012,0.023,0.00448424145915729,"ZNF680","Downregulated"
"GIGYF2",2.46257474349145e-07,-0.547734532493162,0.027,0.042,0.00448754995506448,"GIGYF2","Downregulated"
"MIF4GD",2.46523452734796e-07,-0.444191248206063,0.045,0.063,0.00449239687918619,"MIF4GD","Downregulated"
"PSMG3",2.478619857014e-07,-0.272314061098785,0.033,0.049,0.00451678896543661,"PSMG3","Downregulated"
"FBLIM1",2.50211311383548e-07,-1.50345775276701,0.004,0.012,0.00455960072734239,"FBLIM1","Downregulated"
"C2orf42",2.51631164506278e-07,-0.715856929172083,0.007,0.016,0.00458547471079791,"C2orf42","Downregulated"
"INTS3",2.58115013105131e-07,-0.948340424999914,0.01,0.02,0.00470362988381481,"INTS3","Downregulated"
"UTP14C",2.58346558393941e-07,-1.74382403870543,0.004,0.011,0.00470784933361278,"UTP14C","Downregulated"
"GTF2IRD2",2.63506994701663e-07,-0.927010415520802,0.013,0.024,0.0048018879644484,"GTF2IRD2","Downregulated"
"PRKCB",2.63703274236953e-07,-0.275298406481343,0.072,0.095,0.00480546476642,"PRKCB","Downregulated"
"SLC22A18",2.64423020278313e-07,-0.972879391360831,0.017,0.03,0.00481858069853169,"SLC22A18","Downregulated"
"VEZT",2.65092514268103e-07,-0.395520960324229,0.036,0.053,0.00483078088750763,"VEZT","Downregulated"
"PREB",2.66031024807641e-07,-0.798509934361526,0.024,0.038,0.00484788336506964,"PREB","Downregulated"
"AJ239322.1",2.67385503908343e-07,-2.01517730830864,0.003,0.01,0.00487256603772173,"AJ239322.1","Downregulated"
"SLA2",2.74328784550888e-07,-0.364184536135757,0.084,0.109,0.00499909344087084,"SLA2","Downregulated"
"AC008764.8",2.74495375953899e-07,-0.702146544878204,0.012,0.023,0.00500212923600789,"AC008764.8","Downregulated"
"HIST4H4",2.75689592806572e-07,-0.980934399507138,0.004,0.011,0.00502389144971417,"HIST4H4","Downregulated"
"GTF2IRD1",2.76840231226815e-07,-1.03256739933261,0.004,0.01,0.00504485953364625,"GTF2IRD1","Downregulated"
"SKAP1",2.78709067205692e-07,-0.293890411670281,0.125,0.152,0.00507891533168932,"SKAP1","Downregulated"
"ZDHHC24",2.8013887437199e-07,-0.901278438572731,0.016,0.028,0.00510497070768077,"ZDHHC24","Downregulated"
"CCL4L2",2.81990021639866e-07,0.536701311866129,0.233,0.207,0.00513870416434328,"CCL4L2","Upregulated"
"ARID5A",2.8578564401774e-07,0.469703870481504,0.27,0.238,0.00520787179093527,"ARID5A","Upregulated"
"ABCG8",2.8702448504835e-07,-1.49908244614451,0.008,0.018,0.00523044719103608,"ABCG8","Downregulated"
"AIMP2",2.88139096024754e-07,-0.344854519343119,0.012,0.023,0.00525075874685909,"AIMP2","Downregulated"
"MTUS1",2.88616452654042e-07,-0.875792015441196,0.004,0.011,0.0052594576167146,"MTUS1","Downregulated"
"CPSF2",2.89540897685419e-07,-0.564246979264674,0.023,0.037,0.00527630377852138,"CPSF2","Downregulated"
"FMC1",2.89776751629551e-07,-0.274245631002229,0.042,0.06,0.00528060174494531,"FMC1","Downregulated"
"TRIB3",2.90738432568057e-07,-1.08535714119507,0.007,0.015,0.0052981264566877,"TRIB3","Downregulated"
"SERGEF",2.91237966038688e-07,-0.502869735829643,0.026,0.041,0.005307229455123,"SERGEF","Downregulated"
"SLC25A24",2.93625526214251e-07,-0.502174682955361,0.015,0.027,0.0053507379642023,"SLC25A24","Downregulated"
"DDR1-DT",2.95192154398191e-07,-0.425694909462292,0.013,0.024,0.00537928662959824,"DDR1-DT","Downregulated"
"PRKDC",2.98173278220242e-07,-0.260026147209381,0.048,0.067,0.00543361164900748,"PRKDC","Downregulated"
"CKB",2.98555101697475e-07,-0.394915636120552,0.009,0.019,0.00544056961823308,"CKB","Downregulated"
"GLUL",2.99194243955172e-07,0.889818298764593,0.238,0.214,0.0054522167075951,"GLUL","Upregulated"
"NCALD",3.03331006394434e-07,-0.834483880517875,0.013,0.025,0.00552760092952576,"NCALD","Downregulated"
"CDK11B",3.04264628769933e-07,-0.280663503750492,0.052,0.072,0.00554461433007449,"CDK11B","Downregulated"
"TMEM69",3.090965121889e-07,-0.359025772540115,0.023,0.037,0.00563266574161832,"TMEM69","Downregulated"
"SMARCAL1",3.13230021230454e-07,-0.633993299213641,0.011,0.021,0.00570799067688256,"SMARCAL1","Downregulated"
"VCL",3.14993061950031e-07,-0.690991050857555,0.015,0.026,0.00574011856791542,"VCL","Downregulated"
"NR2C2AP",3.18310721886557e-07,-0.300758396807561,0.024,0.038,0.00580057628493872,"NR2C2AP","Downregulated"
"PMM1",3.2021090338745e-07,-0.417589329761098,0.027,0.042,0.0058352032924295,"PMM1","Downregulated"
"RNF185",3.21691689531544e-07,-0.792963616634795,0.01,0.02,0.00586218765833332,"RNF185","Downregulated"
"CA5A",3.22675659640854e-07,-0.950360730529339,0.007,0.016,0.00588011854563528,"CA5A","Downregulated"
"COQ6",3.25047436160508e-07,-0.368468565997066,0.019,0.032,0.00592333942915293,"COQ6","Downregulated"
"HAND2-AS1",3.2657754953259e-07,-1.07588454459058,0.009,0.018,0.0059512226851324,"HAND2-AS1","Downregulated"
"SIRT5",3.26611486904305e-07,-0.985641413734883,0.009,0.018,0.00595184112585715,"SIRT5","Downregulated"
"DGLUCY",3.29046436837035e-07,-0.491498905515617,0.029,0.044,0.00599621321848129,"DGLUCY","Downregulated"
"FTSJ1",3.31993874865596e-07,-0.608389544865344,0.025,0.039,0.00604992438167575,"FTSJ1","Downregulated"
"CIAPIN1",3.32704808799696e-07,-0.588194187683667,0.029,0.044,0.00606287973075686,"CIAPIN1","Downregulated"
"YPEL1",3.35760093219726e-07,-1.04951560393552,0.007,0.015,0.00611855617874307,"YPEL1","Downregulated"
"GABARAP",3.3694663265454e-07,-0.934348728324936,0.016,0.028,0.00614017848686369,"GABARAP","Downregulated"
"WDR6",3.37296992088411e-07,-0.437460584407444,0.025,0.04,0.00614656308682712,"WDR6","Downregulated"
"TLE3",3.39433178087192e-07,1.49354826240443,0.077,0.057,0.00618549080428289,"TLE3","Upregulated"
"AL133245.1",3.40459953894459e-07,-1.35255422063211,0.005,0.013,0.00620420173981873,"AL133245.1","Downregulated"
"TNFRSF4",3.41167650644667e-07,0.98235258609392,0.076,0.055,0.00621709809769777,"TNFRSF4","Upregulated"
"AFF3",3.47290899249021e-07,-1.02508713103952,0.006,0.015,0.00632868205701491,"AFF3","Downregulated"
"FRA10AC1",3.50250899445777e-07,-0.525138623862368,0.037,0.054,0.00638262214060039,"FRA10AC1","Downregulated"
"KCTD21-AS1",3.51106961514175e-07,-1.47486863724335,0.007,0.016,0.0063982221596728,"KCTD21-AS1","Downregulated"
"GTF2H2",3.52677051168012e-07,-0.723070957006964,0.012,0.023,0.00642683390343468,"GTF2H2","Downregulated"
"KDELR2",3.53722288194055e-07,-0.446008046417197,0.066,0.088,0.00644588125776027,"KDELR2","Downregulated"
"IGLC2",3.54001255741562e-07,-0.402638985815181,0.016,0.027,0.00645096488337848,"IGLC2","Downregulated"
"USB1",3.54362563916164e-07,-0.333332303976545,0.052,0.072,0.00645754900224425,"USB1","Downregulated"
"AARSD1",3.58534454712349e-07,-0.465682722396454,0.028,0.043,0.00653357336822313,"AARSD1","Downregulated"
"PER1",3.59483573268458e-07,0.751511927179437,0.135,0.109,0.00655086915567111,"PER1","Upregulated"
"PIK3AP1",3.59993008711923e-07,-0.717373968274976,0.017,0.03,0.00656015259775737,"PIK3AP1","Downregulated"
"SC5D",3.61132594025395e-07,0.467492015543949,0.169,0.139,0.00658091926092477,"SC5D","Upregulated"
"LRRC58",3.61564741681742e-07,-0.730585368343927,0.023,0.037,0.00658879428766639,"LRRC58","Downregulated"
"C12orf49",3.62640824601946e-07,-0.709483062879602,0.01,0.02,0.00660840374672127,"C12orf49","Downregulated"
"LTBR",3.69326667743831e-07,-0.314183422428414,0.008,0.017,0.00673023986629584,"LTBR","Downregulated"
"DNASE2",3.73343623279383e-07,-0.269268482586348,0.063,0.085,0.00680344084702019,"DNASE2","Downregulated"
"SEC24D",3.74436942121496e-07,-0.575702905548304,0.016,0.028,0.00682336439628002,"SEC24D","Downregulated"
"KATNBL1",3.77522316668369e-07,-0.312273749334683,0.061,0.082,0.00687958917664769,"KATNBL1","Downregulated"
"ABHD1",3.78393664704204e-07,-0.884588070163096,0.016,0.028,0.00689546775190471,"ABHD1","Downregulated"
"IARS2",3.83382858044228e-07,-0.446874089844894,0.031,0.047,0.00698638582213998,"IARS2","Downregulated"
"CEP83",3.8814718662779e-07,-0.608822673578596,0.009,0.018,0.00707320618191822,"CEP83","Downregulated"
"TRNT1",3.89315728984782e-07,-0.29286162420826,0.02,0.033,0.00709450052928968,"TRNT1","Downregulated"
"RNF170",3.91322180089502e-07,-0.730048872491926,0.013,0.024,0.007131064087771,"RNF170","Downregulated"
"PLOD3",3.91324851195077e-07,-0.540337623519774,0.017,0.029,0.00713111276332788,"PLOD3","Downregulated"
"ATAD1",3.92837455246548e-07,-0.365103314088283,0.049,0.068,0.00715867694695784,"ATAD1","Downregulated"
"ST6GAL1",3.95454479900638e-07,-0.388306758135346,0.024,0.038,0.00720636698722933,"ST6GAL1","Downregulated"
"AL158071.3",3.96962103839417e-07,-0.612066286443291,0.006,0.014,0.00723384041826569,"AL158071.3","Downregulated"
"AL135925.1",3.98290785036105e-07,-0.313455211192321,0.018,0.031,0.00725805297571294,"AL135925.1","Downregulated"
"LINC00467",4.00219811602209e-07,-1.21961519584293,0.007,0.015,0.00729320562682706,"LINC00467","Downregulated"
"UBA1",4.04585047627915e-07,-0.330167401879997,0.039,0.057,0.00737275332292349,"UBA1","Downregulated"
"STK16",4.04995246539898e-07,-0.419439072366469,0.032,0.048,0.00738022837769657,"STK16","Downregulated"
"METTL13",4.08687938483843e-07,-0.40900587300837,0.015,0.027,0.00744752030299108,"METTL13","Downregulated"
"AKIP1",4.09715614238865e-07,-0.326130603312222,0.026,0.04,0.00746624763827484,"AKIP1","Downregulated"
"PLCB2",4.12016066236437e-07,-1.03424365903443,0.01,0.02,0.0075081687750266,"PLCB2","Downregulated"
"MAGOHB",4.13704530281032e-07,-0.309328604524625,0.041,0.058,0.00753893765531125,"MAGOHB","Downregulated"
"BRD3",4.16042617930504e-07,-0.393726103091745,0.03,0.046,0.00758154462654757,"BRD3","Downregulated"
"TMEM106B",4.16054920031728e-07,-0.547271072298997,0.039,0.056,0.00758176880773817,"TMEM106B","Downregulated"
"DGCR6L",4.17219317230426e-07,-0.35745027622783,0.08,0.103,0.00760298761789006,"DGCR6L","Downregulated"
"THOC6",4.2118664311436e-07,-0.260663736036723,0.037,0.054,0.00767528419747298,"THOC6","Downregulated"
"CCDC159",4.22644829304917e-07,-0.541563049367122,0.031,0.046,0.00770185672442351,"CCDC159","Downregulated"
"C1RL",4.23461803565508e-07,-1.04002091630164,0.01,0.02,0.00771674444637425,"C1RL","Downregulated"
"SPIB",4.2645292332818e-07,-0.47943126697194,0.016,0.028,0.00777125162180943,"SPIB","Downregulated"
